RPAIR,Score,EC,KO
RP14870,0.416,1.10.9.1 1.3.5.5,K02293 K02636
RP15713,0.345,1.14.13.-,K03185 K06126
RP15719,0.320,2.1.1.-,K12502
RP04592,0.318,1.14.13.-,K06126
RP12598,0.315,1.10.9.1,K02636
RP00162,0.313,1.1.5.2 1.14.99.39 1.2.5.1 1.3.5.1 1.6.5.3,K00117 K00156 K00234 K00235 K00236 K00237 K00329 K00330 K00331 K00332 K00333 K00334 K00335 K00336 K00337 K00338 K00339 K00340 K00341 K00342 K00343 K03878 K03879 K03880 K03881 K03882 K03883 K03884 K10944 K10945 K10946
RP04598,0.283,1.14.13.-,K03185
RP11571,0.222,,K09879
RP11370,0.216,,K09879
RP12045,0.213,,K09879
RP03714,0.203,1.3.1.19,K16269
RP11369,0.197,,K09879
RP09313,0.194,1.3.1.87,K05711
RP04916,0.180,1.3.1.68,K05783
RP04911,0.179,1.3.1.-,K05783
RP00829,0.178,1.3.1.67,K05783
RP11943,0.178,1.8.5.2,K16936 K16937
RP00507,0.176,1.10.3.1 1.14.18.1,K00422 K00505
RP04842,0.172,1.3.1.58,K10620
RP01114,0.171,1.3.1.19,K16269
RP14832,0.169,4.2.1.-,K05554
RP04951,0.167,1.3.1.19,K16269
RP04844,0.167,1.3.1.-,K15237 K15238
RP00396,0.165,1.14.18.1,K00505
RP01643,0.162,4.2.1.118,K09483 K15652
RP09576,0.161,1.3.1.87,K05711
RP01561,0.160,1.3.1.28,K00216
RP05004,0.160,1.3.1.-,K15252
RP04495,0.158,1.14.18.1,K00505
RP00334,0.156,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP00623,0.155,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP00722,0.153,1.14.13.40,K09461
RP01115,0.153,1.3.1.25,K05783
RP03300,0.153,5.3.3.12,K01827
RP12231,0.150,1.3.1.25,K05783
RP00332,0.150,1.3.1.2,K00207
RP12234,0.149,1.3.1.25,K05783
RP14835,0.149,4.2.1.-,K15884
RP12235,0.148,1.3.1.25,K05783
RP04841,0.147,1.3.1.56,K08690
RP14120,0.145,1.14.18.-,K00506
RP14838,0.144,4.2.1.-,K15884
RP04843,0.144,1.3.1.56,K08690
RP11166,0.142,1.3.7.8,K04112 K04113 K04114 K04115
RP01973,0.140,1.14.13.113 1.7.3.3,K00365 K16838 K16839
RP03174,0.136,1.14.12.11,K00529 K03268 K05710 K16268
RP05048,0.135,1.14.12.-,K00529 K05710 K14748 K14749
RP09095,0.135,4.2.1.144,K16016
RP09352,0.131,1.14.12.19,K00529 K05708 K05709 K05710
RP15453,0.130,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP03656,0.130,4.2.1.113,K02549 K14759
RP01465,0.129,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01056,0.128,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP10228,0.128,1.14.14.1,K07415
