RPAIR,Score,EC,KO
RP15686,0.095,4.1.2.50,K01737
RP01268,0.094,4.1.2.4,K01619
RP01270,0.060,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01272,0.060,4.1.2.40,K01635 K08302 K16371
RP01274,0.060,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01787,0.059,2.2.1.2,K00616 K13810
RP01757,0.058,4.1.2.19,K01629
RP15837,0.057,2.2.1.11,K16305
RP02312,0.056,2.2.1.11 4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP11142,0.050,4.2.3.23,K14179
RP13341,0.049,2.3.1.94,K10817
RP12979,0.049,4.2.3.71,K15801
RP12912,0.046,,K16007
RP13958,0.039,,K15988
RP10892,0.030,,K16000 K16001 K16002
RP10893,0.030,,K16000 K16001 K16002 K16003
