RPAIR,Score,EC,KO
RP01154,0.358,5.3.1.5,K01805
RP02869,0.298,5.3.1.26,K01819
RP02454,0.298,5.3.1.9,K01810 K06859 K13810 K15916
RP02940,0.298,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.298,5.3.1.6,K01808
RP01780,0.298,5.3.1.8,K01809 K15916 K16011
RP01508,0.293,5.3.1.5,K01805
RP01736,0.293,5.3.1.4,K01804
RP01159,0.287,5.1.3.18,K10046
RP01545,0.279,5.3.1.12,K01812
RP01891,0.279,5.3.1.12,K01812
RP00434,0.261,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP13006,0.261,5.3.1.-,K02080
RP10987,0.251,,K12449
RP05266,0.236,,K03335
RP13643,0.231,1.1.1.- 5.1.3.-,K12451
RP05296,0.226,1.1.1.271,K02377
RP15613,0.218,5.3.99.-,K06606
RP05664,0.215,5.1.3.13,K01790
RP14200,0.214,1.1.1.-,K12451
RP15844,0.206,1.1.3.8,K00103
RP00554,0.206,1.3.2.3 1.3.3.12,K00225 K05276
RP02493,0.204,4.2.1.44,K03335
RP14864,0.179,4.1.99.16,K10187
RP10990,0.169,1.1.1.305,K10011
RP04903,0.167,1.14.20.1,K12744
RP15190,0.166,4.2.1.115,K15894
RP04829,0.164,,K12746
RP05592,0.164,,K13314 K16435
RP15452,0.162,5.3.3.18,K15866
RP01025,0.161,1.1.3.8,K00103
RP02087,0.158,5.3.99.5,K01832
RP13558,0.143,4.2.3.124,K13546
RP02152,0.141,4.2.2.2 4.2.2.9,K01728
RP10933,0.133,5.5.1.4,K01858
RP14593,0.131,,K15927
RP15846,0.130,1.10.99.3 1.14.13.90,K09838 K09839
RP05605,0.130,,K13322
RP09599,0.126,1.1.1.288,K09841
RP11736,0.117,5.3.99.8,K14593
RP00250,0.116,1.10.3.3 1.10.99.3 1.11.1.11 1.14.17.1 1.14.17.4 1.3.2.3,K00225 K00423 K00434 K00503 K05933 K09839
RP14208,0.114,5.3.1.-,K13324
RP09372,0.113,1.10.99.3 1.14.13.90,K09838 K09839
RP14563,0.112,4.2.1.-,K05556 K14626 K14627
RP11730,0.112,5.3.99.8,K14593
RP09401,0.111,1.10.99.3 1.14.13.90,K09838 K09839
RP01711,0.110,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP05586,0.108,4.2.3.108,K07385
