RPAIR,Score,EC,KO
RP00476,1.000,2.4.1.111,K12356
RP00700,0.944,2.4.1.111,K12356
RP00723,0.934,2.4.1.111,K12356
RP13880,0.905,2.4.1.-,K13235
RP13882,0.815,2.4.1.-,K13235
RP04606,0.814,3.2.1.21,K01188 K05349 K05350
RP13802,0.755,2.4.1.-,K15776
RP11936,0.748,2.4.1.170,K13263
RP11247,0.730,2.4.1.170,K13263
RP11825,0.730,2.4.1.170,K13263
RP04728,0.726,3.2.1.86,K01222
RP11671,0.725,2.4.1.-,K13078
RP11816,0.723,2.4.1.170,K13263
RP04731,0.721,3.2.1.86,K01223
RP09208,0.717,2.4.1.170,K13263
RP02612,0.705,2.4.1.170,K13263
RP11822,0.678,2.4.1.170,K13263
RP13825,0.676,2.4.1.-,K15775
RP13813,0.673,2.4.1.-,K15774
RP11617,0.669,2.4.1.-,K12938
RP16215,0.661,2.4.1.300,K17192
RP11758,0.652,2.4.1.298 2.4.1.299,K12338 K17194
RP09067,0.643,2.4.1.115,K12930
RP16161,0.637,2.4.1.300,K17192
RP09078,0.632,2.4.1.298 2.4.1.299,K12338 K17194
RP09566,0.631,,K12717
RP09568,0.631,,K12711
RP09359,0.624,2.4.1.91,K10757
RP09360,0.624,2.4.1.234,K13269
RP09068,0.620,2.4.1.115,K12930
RP16217,0.609,2.4.1.300,K17192
RP12148,0.609,2.4.1.238 2.4.1.249,K12939
RP11896,0.608,2.4.1.298 2.4.1.299,K12338 K17194
RP02008,0.606,2.4.1.91,K10757
RP15389,0.602,2.4.1.-,K15787
RP09331,0.597,2.4.1.17,K00699
RP14598,0.594,,K15931
RP09072,0.591,2.4.1.115,K12930
RP11752,0.589,2.4.1.-,K12938
RP09332,0.586,2.4.1.17,K00699
RP02213,0.585,2.4.1.-,K15787
RP09092,0.584,2.4.1.298,K12338
RP02149,0.571,2.4.1.17,K00699
RP11906,0.571,2.4.1.-,K15929
RP02756,0.560,2.4.1.17,K00699
RP12697,0.547,2.4.1.17 3.2.1.31,K00699 K01195
RP12153,0.514,2.4.1.238,K12939
RP12699,0.482,2.4.1.17,K00699
RP12155,0.473,2.4.1.238,K12939
RP09326,0.459,3.2.1.31,K01195
RP06028,0.430,3.2.1.21,K01188 K05349 K05350
RP14601,0.425,2.4.1.-,K15964
RP00448,0.388,3.2.1.22,K01189 K07406 K07407
RP02415,0.361,2.4.1.46,K03715
RP02413,0.361,2.4.1.157,K03429
RP09572,0.356,,K12726 K12727
RP03237,0.353,2.4.1.63 3.2.1.21,K01188 K05349 K05350 K16266
RP00806,0.353,2.4.1.178 2.4.1.63 2.4.1.85 3.2.1.21,K01188 K05349 K05350 K13030
RP01980,0.351,2.4.1.203,K13492
RP11953,0.351,2.4.1.215,K13495
RP09308,0.349,2.4.1.85 3.2.1.21,K01188 K05349 K05350 K13030
RP02608,0.348,3.2.1.22,K01189 K07406 K07407
RP15821,0.348,3.2.1.21,K01188 K05349 K05350 K16266
RP01540,0.345,3.2.1.31,K01195 K14756
RP13408,0.345,2.4.1.17,K00699
RP02308,0.341,3.2.1.118 3.2.1.21,K01188 K05349 K05350 K13032
RP11359,0.335,2.4.1.-,K13496
RP02999,0.334,2.4.1.50,K11703 K13646
RP05356,0.323,2.4.1.217,K05947
RP11978,0.316,2.4.1.202,K13227 K13228
RP02661,0.315,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP11200,0.301,,K06119
RP15154,0.301,3.2.1.169,K15719
