Reaction name,SIMMER pred
R06290,1.5.1;1.1.1
R04266,5.1.3
R01168,4.3.1
R12242,2.3.1
R11250,3.1.4
R11528,
R08293,3.5.4
R01561,2.4.2
R07214,1.14.17;1.14.11
R00975,1.4.3
R02599,2.7.7;2.4.1
R07297,3.1.3
R09456,5.2.1
R04091,5.4.99
R01771,2.7.1
R10514,2.3.1
R03627,5.3.3
R03645,1.13.11
R13008,5.3.1
R02196,1.4.1;1.1.1
R07655,3.2.1
R02257,1.2.1;1.1.1
R12345,3.1.4;2.7.7
R10238,2.3.1
R04960,3.5.1;3.1.1
R02859,2.1.1
R12984,2.4.1
R03182,6.3.3;6.3.2;2.7.1
R06972,3.5.4
R05449,3.5.4
R11221,2.1.1
R08550,1.2.1;1.14.13
R09087,3.6.1
R00998,2.3.3;2.3.1
R05794,5.3.1;2.7.7
R05441,1.14.13;1.1.1
R01956,2.6.1
R00511,3.1.3
R12330,2.7.1
R10424,2.4.1
R07175,1.8.1;1.3.1;2.3.1
R09539,4.1.1
R01269,2.1.1
R02453,2.3.1
R04922,3.2.1
R09843,2.7.7
R09965,4.2.3
R00243,1.1.1
R05564,3.5.4
R02805,2.7.7
R07583,3.1.3
R02762,1.14.12;1.1.1
R07171,1.14.12;1.17.1;1.1.1
R07930,2.3.1
R09665,2.5.1;2.4.1
R02741,6.3.2
R11263,4.1.3;4.2.1
R05334,1.4.3
R09623,4.2.3
R10809,3.2.1
R04024,2.3.1
R10559,1.13.11
R13277,3.2.1;2.4.1
R07955,1.5.1;1.3.1;1.1.1
R07924,3.4.17
R02051,3.1.4
R07416,2.3.1
R04707,2.1.1
R12376,1.1.1
R02017,
R10765,5.3.1
R05190,1.2.1
R09895,4.2.3
R05834,2.1.1
R12576,2.7.7
R11937,2.4.1
R04398,2.1.1
R04334,2.4.1
R05790,3.1.3
R11339,1.1.1
R08713,2.3.1
R04397,
R06225,3.2.1
R12272,6.3.2
R07597,3.2.1
R08615,2.4.1
R05111,2.4.1
R02289,2.1.1
R01297,1.14.12;1.1.1
R05412,
R12545,
R00195,4.3.1;4.4.1;2.6.1
R00704,1.14.13;1.1.1
R07300,3.5.3;3.5.1
R08365,3.5.99;5.3.1
R12430,2.3.1
R08342,3.5.4
R06498,2.4.1
R01903,1.1.1
R10578,
R06028,1.10.3
R01635,4.1.1
R13344,
R11193,2.1.1
R04880,1.14.12;1.1.1
R07261,
R04386,4.1.1
R01583,4.2.1
R07122,3.3.2
R07960,1.3.1;1.1.1
R02333,3.5.1;2.4.1;3.2.1
R06814,2.4.2;2.4.1
R05575,1.1.1
R03917,
R08389,2.3.1;2.5.1
R00376,
