RPAIR,Score,EC,KO
RP10933,0.043,5.5.1.4,K01858
RP13558,0.039,4.2.3.124,K13546
RP14360,0.030,4.2.3.44,K14042
RP14367,0.030,4.2.3.35,K14046
RP09093,0.027,,K16020
RP02749,0.027,4.2.3.4,K01735 K13829 K13830
RP10987,0.023,,K12449
RP05617,0.022,,K16008
RP15190,0.019,4.2.1.115,K15894
RP02940,0.018,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.018,5.3.1.8,K01809 K15916 K16011
RP02869,0.018,5.3.1.26,K01819
RP02454,0.018,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.018,5.3.1.6,K01808
RP13006,0.017,5.3.1.-,K02080
RP00434,0.017,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP02152,0.017,4.2.2.2 4.2.2.9,K01728
RP01154,0.015,5.3.1.5,K01805
RP01545,0.014,5.3.1.12,K01812
RP01891,0.014,5.3.1.12,K01812
RP14605,0.014,1.14.13.-,K15966
RP01736,0.013,5.3.1.4,K01804
RP01508,0.013,5.3.1.5,K01805
