RPAIR,Score,EC,KO
RP02819,0.297,3.5.1.4,K01426
RP00024,0.281,1.4.1.13 1.4.1.14 1.4.7.1 2.4.2.- 2.4.2.14 2.6.1.16 2.6.1.85 2.6.1.86 3.5.1.2 3.5.1.38 4.1.3.- 4.1.3.27 4.3.3.6 6.3.1.2 6.3.4.2 6.3.5.- 6.3.5.1 6.3.5.10 6.3.5.11 6.3.5.2 6.3.5.3 6.3.5.4 6.3.5.5 6.3.5.6 6.3.5.7 6.3.5.9,K00264 K00265 K00266 K00284 K00764 K00820 K01425 K01656 K01657 K01658 K01663 K01664 K01665 K01915 K01937 K01950 K01951 K01952 K01953 K01954 K01955 K01956 K02224 K02232 K02433 K02434 K02435 K02500 K02501 K03330 K03342 K05597 K06215 K08681 K09482 K11540 K11541 K13063 K13497 K13501 K13503 K13950 K14244
RP01605,0.281,3.5.1.2 3.5.1.35 3.5.1.38,K01425 K05597
RP04498,0.202,3.5.1.111 3.5.1.3,K13566
RP01485,0.190,6.2.1.20,K01909 K05939
RP07818,0.190,2.3.2.2,K00681
RP00116,0.183,3.5.1.1 3.5.1.38 3.5.5.4 6.3.1.1 6.3.5.4,K01424 K01914 K01953 K05597
RP10760,0.175,6.3.1.11,K09470
RP14244,0.174,6.2.1.39,K13559
RP02650,0.173,3.5.1.92,K08069
RP12134,0.172,2.8.3.8,K01034 K01035
RP14246,0.170,6.2.1.39,K13559
RP15951,0.170,6.3.2.39,K03895
RP10761,0.163,3.5.1.94,K09473
RP00445,0.162,3.5.1.- 3.5.1.78 6.3.1.8 6.3.1.9,K01460 K01833 K01917
RP05207,0.155,3.5.1.3,K13566
RP01161,0.155,6.3.2.2,K01919 K11204 K11205
RP11597,0.154,3.1.2.-,K10781
RP03529,0.154,3.5.1.4,K01426
RP12921,0.151,6.3.1.9,K01833
RP03586,0.150,2.3.2.2,K00681
RP00206,0.149,2.8.3.8 6.2.1.2,K01034 K01035 K01896
RP15347,0.148,,K05831
RP04939,0.147,6.2.1.-,K14466 K14467
RP00939,0.145,2.3.2.2 3.4.19.13,K00681
RP03534,0.140,2.3.2.2,K00681
RP15338,0.138,6.3.2.-,K05827
RP00940,0.138,6.3.2.3,K01920
RP14068,0.135,,K12911 K12912 K12913
RP02499,0.135,6.3.2.7,K05362
RP00336,0.133,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP01187,0.132,6.3.2.17,K01930 K11754
RP03877,0.132,3.4.19.9,K01307
RP14709,0.132,6.3.2.32,K14940
RP11330,0.131,3.1.2.-,K10781
RP12225,0.131,6.2.1.-,K13776
RP15750,0.130,,K16181
RP12919,0.127,6.3.1.9,K01833
RP02501,0.126,6.3.2.13,K01928 K15792
RP02845,0.126,6.2.1.14,K01906
RP00479,0.124,3.1.2.4 6.2.1.- 6.2.1.36,K05605 K14469 K15018
RP11724,0.123,1.13.11.53,K08967
RP14707,0.123,6.3.2.34,K12234
RP00259,0.122,6.3.2.5,K01922 K13038
RP00376,0.120,6.3.2.1,K01918 K13799
RP00117,0.115,2.8.3.1 6.2.1.13,K01026 K01905
RP04486,0.114,6.3.2.26,K12743
RP03448,0.112,3.5.1.- 6.3.1.9,K01833
RP00280,0.112,6.3.2.11,K14755
RP00284,0.112,6.3.2.11,K14755
RP03637,0.109,3.1.2.14 3.1.2.21,K01071 K10781
RP01286,0.109,3.5.1.12,K01435
RP04220,0.108,6.3.2.10,K01929
RP15470,0.107,3.4.22.- 3.4.24.84,K06013 K08658
RP12922,0.106,3.5.1.- 6.3.1.9,K01833
RP01163,0.105,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP11525,0.105,6.2.1.-,K10526
RP04267,0.103,6.3.2.10,K01929 K15792
RP13168,0.101,3.1.2.- 3.1.2.14,K10781 K10782
RP10974,0.100,6.3.2.4,K01921
RP04561,0.100,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP00032,0.100,2.8.3.- 2.8.3.15 2.8.3.5 2.8.3.6 6.2.1.4 6.2.1.5,K01027 K01028 K01029 K01031 K01032 K01899 K01900 K01902 K01903 K07543 K07544 K14471 K14472 K15569 K15570
RP05137,0.099,3.5.1.4,K01426
RP03620,0.098,2.8.3.12,K01039 K01040
