RPAIR,Score,EC,KO
RP02979,0.499,2.3.1.-,K13513 K13516 K13519 K13523
RP00111,0.333,2.3.1.158 2.3.1.20 3.1.1.3,K00635 K00679 K01046 K11155 K11160 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14456 K14674 K14675 K16816
RP00455,0.284,2.3.1.40 3.1.1.32,K01058 K05939 K16817 K16818
RP03660,0.274,3.1.1.32,K01058 K16817 K16818
RP00098,0.269,3.1.1.3,K01046 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14674 K14675 K16816
RP00541,0.254,2.3.1.135 3.1.1.32,K00678 K01058 K16817 K16818
RP00152,0.235,2.3.2.16 2.3.2.17 2.3.2.18 6.1.1.14,K01878 K01879 K01880 K11693 K11694 K11695 K14164
RP02710,0.226,2.3.2.- 2.3.2.10 6.1.1.7,K01872 K05363 K12554
RP03288,0.224,6.1.1.11,K01875
RP13085,0.224,6.1.1.11,K01875
RP11761,0.221,2.3.1.153,K12936
RP11760,0.220,2.3.1.153,K12936
RP03290,0.219,6.1.1.3,K01868
RP03264,0.217,6.1.1.22,K01893
RP03280,0.215,6.1.1.6,K04566 K04567 K04568
RP12113,0.212,2.3.1.115,K13264
RP11754,0.211,2.3.1.153,K12936
RP03262,0.211,6.1.1.23,K09759
RP11753,0.211,2.3.1.153,K12936
RP14313,0.209,2.3.1.-,K13510 K13512 K13513 K13514 K13519
RP15225,0.208,3.2.1.175,K15748
RP13893,0.208,6.1.1.26,K11627
RP05172,0.207,6.1.1.12 6.1.1.23,K01876 K09759
RP12152,0.202,2.3.1.153,K12936
RP12154,0.202,2.3.1.153,K12936
RP03274,0.200,6.1.1.21,K01892
RP00452,0.198,2.3.1.23 3.1.1.4,K01047 K01058 K13512 K13515 K13517 K13519 K14621 K14674 K16342 K16343 K16817
RP00443,0.194,2.3.1.51,K00655 K13509 K13513 K13517 K13519 K13523 K13699 K14674
RP03284,0.194,6.1.1.20,K01889 K01890
RP11830,0.194,2.3.1.115,K13264
RP14311,0.193,2.3.1.-,K13512 K13515 K13517 K13519
RP09581,0.191,2.3.1.172,K12934
RP11889,0.191,2.3.1.172,K12934
RP00527,0.190,2.3.1.91 2.3.1.92,K09756 K09757
RP03286,0.181,6.1.1.15,K01881 K14163
RP03266,0.180,6.1.1.16,K01883 K01884
RP00537,0.179,2.3.1.23 2.3.1.43 3.1.1.4,K00650 K01047 K01058 K13510 K13512 K13515 K13519 K14621 K14674 K16342 K16343 K16817
RP11767,0.179,2.3.1.115,K13264
RP04268,0.179,2.3.1.115,K13264
RP11819,0.179,2.3.1.115,K13264
RP01447,0.178,3.1.1.23,K01054
RP13535,0.178,6.1.1.27,K07587
RP09334,0.177,2.3.1.115,K13264
RP00379,0.177,3.1.1.34,K01059
RP03282,0.176,6.1.1.10,K01874
RP14315,0.175,2.3.1.- 3.1.1.-,K13511 K13513 K13535
RP04213,0.175,2.3.1.129,K00677
RP11827,0.175,2.3.1.115,K13264
RP03270,0.175,6.1.1.18,K01886
RP03260,0.173,6.1.1.19,K01887
RP03268,0.172,6.1.1.24,K09698
RP12096,0.172,2.3.1.115,K13264
RP15679,0.171,2.1.3.-,K16035
RP03278,0.171,6.1.1.4,K01869
RP05658,0.170,,K15999
RP09466,0.170,2.3.1.171,K12931
RP04407,0.169,6.1.1.10,K01874
RP03294,0.169,6.1.1.9,K01873
RP03276,0.168,6.1.1.5,K01870
RP00730,0.166,1.2.1.70 6.1.1.17 6.1.1.24,K01885 K02492 K09698 K14163
RP09582,0.161,2.3.1.214,K12935
RP09404,0.158,2.3.1.171,K12931
RP00605,0.155,2.3.1.15,K00629 K00630 K00631 K03621 K08591 K13506 K13507 K13508
RP03029,0.154,3.1.1.5,K06128 K14621 K14676
RP02600,0.152,6.1.1.1,K01866
RP01449,0.150,3.1.1.23,K13700 K13704
