RPAIR,Score,EC,KO
RP12113,0.401,2.3.1.115,K13264
RP02979,0.369,2.3.1.-,K13513 K13516 K13519 K13523
RP11830,0.365,2.3.1.115,K13264
RP11767,0.350,2.3.1.115,K13264
RP11819,0.349,2.3.1.115,K13264
RP09334,0.346,2.3.1.115,K13264
RP11827,0.341,2.3.1.115,K13264
RP12096,0.335,2.3.1.115,K13264
RP09466,0.331,2.3.1.171,K12931
RP04268,0.314,2.3.1.115,K13264
RP09404,0.308,2.3.1.171,K12931
RP11761,0.306,2.3.1.153,K12936
RP11760,0.305,2.3.1.153,K12936
RP09581,0.294,2.3.1.172,K12934
RP11889,0.294,2.3.1.172,K12934
RP11754,0.293,2.3.1.153,K12936
RP11753,0.292,2.3.1.153,K12936
RP11894,0.286,2.3.1.171,K12931
RP12152,0.280,2.3.1.153,K12936
RP12154,0.280,2.3.1.153,K12936
RP00862,0.276,2.3.1.175 3.1.1.41,K01060 K12747
RP12015,0.275,,K14598
RP12037,0.265,,K14598
RP09431,0.257,,K12699
RP04831,0.219,2.1.3.7,K04128
RP12082,0.214,2.3.1.-,K10212
RP00152,0.210,2.3.2.16 2.3.2.17 2.3.2.18 6.1.1.14,K01878 K01879 K01880 K11693 K11694 K11695 K14164
RP00111,0.207,2.3.1.158 2.3.1.20 3.1.1.3,K00635 K00679 K01046 K11155 K11160 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14456 K14674 K14675 K16816
RP02710,0.202,2.3.2.- 2.3.2.10 6.1.1.7,K01872 K05363 K12554
RP13085,0.201,6.1.1.11,K01875
RP03288,0.201,6.1.1.11,K01875
RP03290,0.196,6.1.1.3,K01868
RP03264,0.195,6.1.1.22,K01893
RP03280,0.193,6.1.1.6,K04566 K04567 K04568
RP03262,0.190,6.1.1.23,K09759
RP13893,0.188,6.1.1.26,K11627
RP05172,0.187,6.1.1.12 6.1.1.23,K01876 K09759
RP03274,0.181,6.1.1.21,K01892
RP15225,0.177,3.2.1.175,K15748
RP03284,0.176,6.1.1.20,K01889 K01890
RP03286,0.165,6.1.1.15,K01881 K14163
RP03266,0.164,6.1.1.16,K01883 K01884
RP00527,0.163,2.3.1.91 2.3.1.92,K09756 K09757
RP13535,0.163,6.1.1.27,K07587
RP09582,0.162,2.3.1.214,K12935
RP03282,0.161,6.1.1.10,K01874
RP03270,0.160,6.1.1.18,K01886
RP03260,0.159,6.1.1.19,K01887
RP03268,0.158,6.1.1.24,K09698
RP04213,0.158,2.3.1.129,K00677
RP05658,0.157,,K15999
RP03278,0.156,6.1.1.4,K01869
RP04407,0.155,6.1.1.10,K01874
RP03294,0.155,6.1.1.9,K01873
RP15679,0.155,2.1.3.-,K16035
RP03276,0.154,6.1.1.5,K01870
RP14315,0.154,2.3.1.- 3.1.1.-,K13511 K13513 K13535
RP00730,0.152,1.2.1.70 6.1.1.17 6.1.1.24,K01885 K02492 K09698 K14163
RP02600,0.140,6.1.1.1,K01866
RP03292,0.134,6.1.1.2,K01867
RP00098,0.132,3.1.1.3,K01046 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14674 K14675 K16816
RP00455,0.132,2.3.1.40 3.1.1.32,K01058 K05939 K16817 K16818
RP03660,0.131,3.1.1.32,K01058 K16817 K16818
RP00541,0.121,2.3.1.135 3.1.1.32,K00678 K01058 K16817 K16818
