RPAIR,Score,EC,KO
RP00190,0.268,2.7.1.90 2.7.9.1,K00895 K01006
RP02873,0.201,2.7.4.2,K00938 K13273
RP00534,0.192,2.7.4.16 3.6.1.15,K00946 K06928
RP04149,0.189,2.7.4.7,K00877 K00941 K14153
RP00598,0.185,2.7.4.14 2.7.4.25 3.6.1.12,K00945 K13799 K13800 K13809 K16904
RP01968,0.183,2.7.4.4 2.7.4.9,K00943
RP00178,0.183,2.7.1.48 2.7.4.6,K00876 K00940
RP00545,0.183,2.7.4.12 2.7.4.9 3.6.1.5,K00943 K01510 K14641 K14642
RP11012,0.182,2.7.1.40,K00873 K12406
RP00127,0.182,2.7.1.48 2.7.4.6,K00876 K00940
RP00142,0.181,2.7.1.48 2.7.4.6 3.6.1.39 3.6.1.5,K00876 K00940 K01510 K14641 K14642
RP00535,0.180,2.7.4.15 2.7.6.2 3.6.1.28,K00949 K05307
RP00451,0.178,2.7.4.14 2.7.4.25 3.6.1.5,K00945 K01510 K13799 K13800 K13809 K14641 K14642
RP00721,0.177,2.7.4.14 2.7.4.22 2.7.4.4 3.6.1.5 3.6.1.6,K00945 K01510 K01511 K09903 K12304 K12305 K13799 K13800 K13809 K14641 K14642
RP00062,0.176,2.7.1.- 2.7.1.108 2.7.1.11 2.7.1.161 2.7.1.174 2.7.4.6 3.6.1.5,K00850 K00902 K00940 K01510 K07732 K14641 K14642 K15892 K16368 K16370
RP00047,0.175,2.7.1.11 2.7.1.48 2.7.4.10 2.7.4.6 3.6.1.39 3.6.1.5,K00850 K00876 K00940 K00944 K01510 K14641 K14642 K16370
RP01586,0.175,2.7.4.11 2.7.4.3,K00939
RP16092,0.175,3.6.1.64,K16855
RP00045,0.173,2.7.1.40 2.7.1.48 2.7.4.6,K00873 K00876 K00940 K12406
RP03143,0.173,2.7.4.6,K00940
RP10355,0.173,2.5.1.17,K00798 K04032
RP01966,0.172,2.7.4.12 2.7.4.8,K00942
RP10961,0.171,2.7.4.23,K05774
RP00137,0.171,2.7.1.40 2.7.1.48 2.7.4.6,K00873 K00876 K00940 K12406
RP13559,0.169,4.2.3.124,K13546
RP01200,0.168,3.6.1.5 3.6.1.6 3.6.1.64,K01510 K01511 K12304 K12305 K14641 K14642 K16855
RP00056,0.168,2.7.1.146 2.7.1.147 2.7.4.10 2.7.4.3 3.6.1.5,K00918 K00939 K00944 K01510 K08074 K14641 K14642
