RPAIR,Score,EC,KO
RP00882,0.559,3.5.1.96,K05526
RP10974,0.548,6.3.2.4,K01921
RP01163,0.456,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP02445,0.449,3.5.1.47,K05823
RP00935,0.436,3.5.1.15,K01437
RP04561,0.435,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP15388,0.434,3.5.1.-,K15784
RP00280,0.432,6.3.2.11,K14755
RP00284,0.423,6.3.2.11,K14755
RP01041,0.422,3.5.1.14 3.5.1.16,K01438 K14677
RP15338,0.411,6.3.2.-,K05827
RP02447,0.400,3.5.1.18,K01439
RP14348,0.395,3.5.1.16,K01438
RP16231,0.385,3.5.1.81,K06015
RP14077,0.383,,K12915
RP04484,0.377,6.3.2.26,K12743
RP15222,0.361,3.4.15.6,K13282
RP15347,0.352,,K05831
RP00940,0.348,6.3.2.3,K01920
RP10761,0.333,3.5.1.94,K09473
RP03877,0.331,3.4.19.9,K01307
RP01187,0.331,6.3.2.17,K01930 K11754
RP01161,0.330,6.3.2.2,K01919 K11204 K11205
RP14070,0.325,,K12911 K12912 K12913
RP03586,0.320,2.3.2.2,K00681
RP00505,0.311,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00244,0.302,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP00336,0.297,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00259,0.276,6.3.2.5,K01922 K13038
RP15750,0.275,,K16181
RP14705,0.273,6.3.2.31,K12234
RP02495,0.269,6.3.2.9,K01925
RP15950,0.255,6.3.2.38,K03894
RP14707,0.254,6.3.2.34,K12234
RP15951,0.233,6.3.2.39,K03895
RP15017,0.226,6.3.2.33,K15740
RP14709,0.223,6.3.2.32,K14940
RP03739,0.219,3.5.1.28,K01446 K01447 K01448 K01449
RP01727,0.195,3.1.2.6,K01069
RP14044,0.194,,K12915
RP01286,0.188,3.5.1.12,K01435
RP02061,0.181,6.3.2.12 6.3.2.17,K01930 K11754
RP00939,0.177,2.3.2.2 3.4.19.13,K00681
RP00376,0.176,6.3.2.1,K01918 K13799
RP03534,0.173,2.3.2.2,K00681
