RPAIR,Score,EC,KO
RP14864,0.322,4.1.99.16,K10187
RP02087,0.277,5.3.99.5,K01832
RP15452,0.255,5.3.3.18,K15866
RP11338,0.182,1.14.11.31,K14976
RP04903,0.181,1.14.20.1,K12744
RP04829,0.179,,K12746
RP05499,0.177,4.2.3.32,K14041
RP14366,0.173,4.2.3.34,K14045
RP11877,0.173,,K12928
RP11878,0.172,,K12928
RP05496,0.171,4.2.3.18,K12927
RP11876,0.169,4.2.3.42,K12928
RP14369,0.167,4.2.3.28,K14036
RP14364,0.164,4.2.3.33,K14044
RP00494,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP00776,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP00661,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP00472,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP00795,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP00386,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP00731,0.162,1.1.1.145 5.3.3.1,K00070 K01822
RP01523,0.161,1.1.1.145 1.1.3.6 5.3.3.1,K03333 K16045
RP00422,0.161,1.1.1.145 5.3.3.1,K00070 K01822
RP13719,0.160,1.1.1.181,K12408
RP13718,0.160,1.1.1.181,K12408
RP03893,0.160,1.1.1.181,K12408
RP13728,0.159,1.1.1.181,K12408
RP14036,0.159,1.1.1.181,K12408
RP15846,0.152,1.10.99.3 1.14.13.90,K09838 K09839
RP04693,0.142,4.2.3.19,K04121
RP15547,0.142,4.2.3.103,K16082
RP05322,0.142,1.14.13.70,K05917
RP05247,0.138,1.14.13.70,K05917
RP04783,0.127,2.1.1.131,K05934 K13540 K13541
RP11277,0.123,,K14939
RP11736,0.123,5.3.99.8,K14593
RP12999,0.121,1.14.14.1,K07411 K07412 K07424
RP11603,0.120,1.14.13.83,K02229
RP05605,0.116,,K13322
RP09369,0.113,1.14.13.79,K04123
RP14200,0.111,1.1.1.-,K12451
RP15858,0.111,1.14.13.79,K04123
RP12125,0.109,3.7.1.12,K02189 K13541
RP09599,0.109,1.1.1.288,K09841
RP09372,0.109,1.10.99.3 1.14.13.90,K09838 K09839
RP01711,0.108,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP05296,0.108,1.1.1.271,K02377
RP09401,0.107,1.10.99.3 1.14.13.90,K09838 K09839
RP04750,0.104,1.3.1.54,K05895
RP11854,0.103,1.3.1.54,K05895
RP11852,0.099,2.1.1.271,K05936
RP03397,0.097,5.5.1.9,K08246
RP11730,0.097,5.3.99.8,K14593
