RPAIR,Score,EC,KO
RP11758,0.934,2.4.1.298 2.4.1.299,K12338 K17194
RP09078,0.923,2.4.1.298 2.4.1.299,K12338 K17194
RP09092,0.904,2.4.1.298,K12338
RP11896,0.900,2.4.1.298 2.4.1.299,K12338 K17194
RP16215,0.888,2.4.1.300,K17192
RP12153,0.883,2.4.1.238,K12939
RP16161,0.876,2.4.1.300,K17192
RP12155,0.859,2.4.1.238,K12939
RP16217,0.850,2.4.1.300,K17192
RP12148,0.812,2.4.1.238 2.4.1.249,K12939
RP11752,0.804,2.4.1.-,K12938
RP09326,0.768,3.2.1.31,K01195
RP11617,0.742,2.4.1.-,K12938
RP13882,0.714,2.4.1.-,K13235
RP02612,0.697,2.4.1.170,K13263
RP09208,0.691,2.4.1.170,K13263
RP11816,0.688,2.4.1.170,K13263
RP11936,0.679,2.4.1.170,K13263
RP11247,0.678,2.4.1.170,K13263
RP09067,0.652,2.4.1.115,K12930
RP09068,0.646,2.4.1.115,K12930
RP09072,0.629,2.4.1.115,K12930
RP09359,0.622,2.4.1.91,K10757
RP09360,0.622,2.4.1.234,K13269
RP02008,0.621,2.4.1.91,K10757
RP15389,0.607,2.4.1.-,K15787
RP02213,0.606,2.4.1.-,K15787
RP14601,0.604,2.4.1.-,K15964
RP11825,0.604,2.4.1.170,K13263
RP11671,0.599,2.4.1.-,K13078
RP11822,0.599,2.4.1.170,K13263
RP09566,0.588,,K12717
RP09568,0.588,,K12711
RP13880,0.570,2.4.1.-,K13235
RP13802,0.547,2.4.1.-,K15776
RP00476,0.535,2.4.1.111,K12356
RP00723,0.531,2.4.1.111,K12356
RP12697,0.527,2.4.1.17 3.2.1.31,K00699 K01195
RP04606,0.517,3.2.1.21,K01188 K05349 K05350
RP13825,0.511,2.4.1.-,K15775
RP13813,0.510,2.4.1.-,K15774
RP04728,0.502,3.2.1.86,K01222
RP00700,0.500,2.4.1.111,K12356
RP14598,0.491,,K15931
RP04731,0.482,3.2.1.86,K01223
RP11906,0.472,2.4.1.-,K15929
RP02149,0.460,2.4.1.17,K00699
RP02756,0.459,2.4.1.17,K00699
RP09331,0.457,2.4.1.17,K00699
RP09332,0.457,2.4.1.17,K00699
RP09572,0.436,,K12726 K12727
RP12699,0.428,2.4.1.17,K00699
RP00676,0.404,2.4.1.67 3.2.1.22,K01189 K06611 K07406 K07407
RP11892,0.392,2.4.1.297,K12933
RP11748,0.391,2.4.1.297,K12933
RP05136,0.390,3.2.1.22,K01189 K07406 K07407
RP11895,0.382,2.4.1.297,K12933
RP11506,0.377,2.4.1.236,K13080
RP09311,0.377,2.4.1.236,K13080
RP16203,0.368,2.4.2.51,K17193
RP16205,0.367,2.4.2.51,K17193
RP16207,0.359,2.4.2.51,K17193
RP15081,0.353,2.4.1.254,K12937
RP11915,0.349,2.4.1.254,K12937
RP11796,0.346,2.4.1.236,K13080
RP09413,0.343,2.4.1.236,K13080
RP00235,0.343,2.4.1.82 3.2.1.22,K01189 K06617 K07406 K07407
RP02661,0.326,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP03249,0.321,3.2.1.26,K01193
RP12474,0.315,2.4.1.175,K00747 K13499 K13500
RP14603,0.311,2.4.1.-,K15965
RP01306,0.307,3.2.1.22,K01189 K07406 K07407
RP12713,0.307,3.2.1.10,K01182 K01203
RP01436,0.307,3.2.1.22,K01189 K07406 K07407
RP14234,0.305,2.4.1.285,K13556
RP05613,0.300,,K15993
RP00773,0.298,3.2.1.23,K12309
RP00261,0.297,2.4.1.241 3.2.1.22,K01189 K07406 K07407 K09480
RP11150,0.288,3.2.1.15,K01184
RP09496,0.287,,K15960 K15962
RP05615,0.282,2.4.1.-,K15994
