RPAIR,Score,EC,KO
RP01134,1.000,3.2.1.122 3.2.1.93,K01226 K01232
RP01135,0.938,3.2.1.122,K01232
RP02887,0.938,3.2.1.85,K01220
RP00453,0.874,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP12727,0.874,3.2.1.26,K01193
RP00437,0.829,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP02954,0.829,3.2.1.21,K01188 K05349 K05350
RP13522,0.829,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP00439,0.818,2.4.1.22,K00704 K07966 K07967
RP00324,0.818,2.4.1.20,K00702
RP01590,0.818,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP02451,0.817,2.4.1.15,K00697 K16055
RP00138,0.792,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP01110,0.757,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP00075,0.757,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP04416,0.749,3.2.1.23,K01190
RP15890,0.741,2.4.1.284,K13550
RP02187,0.726,3.2.1.26,K01193
RP04765,0.714,2.4.1.208,K13677
RP01310,0.712,3.2.1.23,K01190 K12308
RP01092,0.711,2.4.1.14,K00696
RP14106,0.711,2.4.1.246,K13058
RP12501,0.696,2.4.1.66,K13646
RP11084,0.677,3.2.1.67,K01213
RP00404,0.665,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP02924,0.654,3.2.1.52,K01207
RP14222,0.634,2.4.1.283,K13550
RP09413,0.633,2.4.1.236,K13080
RP14230,0.628,2.4.2.49,K13554
RP11796,0.627,2.4.1.236,K13080
RP11963,0.622,2.4.1.226,K00747 K03419 K13499 K13500
RP01760,0.621,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP00205,0.610,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP03248,0.607,3.2.1.26,K01193
RP09294,0.598,3.2.1.105,K12693
RP11150,0.591,3.2.1.15,K01184
RP00666,0.591,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP00725,0.591,3.2.1.22,K01189 K07406 K07407
RP11506,0.587,2.4.1.236,K13080
RP13374,0.583,3.2.1.165,K15855
RP09311,0.569,2.4.1.236,K13080
RP11892,0.562,2.4.1.297,K12933
RP14234,0.559,2.4.1.285,K13556
RP05618,0.548,,K16009
RP05111,0.546,2.4.1.-,K14367
RP11748,0.543,2.4.1.297,K12933
