RPAIR,Score,EC,KO
RP01172,0.375,6.3.2.11,K14755
RP01130,0.332,2.3.1.109,K00673
RP01331,0.307,6.3.2.4,K01921
RP00279,0.305,6.3.2.11,K14755
RP01042,0.292,2.3.1.35 3.5.1.14 3.5.1.16,K00620 K01438 K14677
RP14349,0.290,3.5.1.16,K01438
RP15223,0.286,3.4.15.6,K13282
RP01186,0.284,6.3.2.17,K01930 K11754
RP03875,0.284,3.4.19.9 6.3.2.17,K01307 K01930
RP02446,0.284,3.5.1.47,K05823
RP02448,0.279,3.5.1.18,K01439
RP15346,0.263,,K05831
RP01637,0.260,2.3.1.64,K14329
RP15337,0.257,6.3.2.-,K05827
RP14706,0.249,6.3.2.31,K12234
RP01162,0.249,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP15387,0.244,3.5.1.-,K15784
RP04560,0.242,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP14708,0.242,6.3.2.34,K12234
RP14069,0.242,,K12911 K12912 K12913
RP04458,0.236,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP00881,0.234,3.5.1.96,K05526
RP14066,0.232,,K03823
RP14076,0.225,2.3.1.183,K03823 K12915
RP14531,0.220,2.3.1.-,K14329
RP15018,0.220,6.3.2.33,K15740
RP00824,0.219,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP15749,0.216,,K16181
RP14710,0.215,6.3.2.32,K14940
RP03587,0.214,2.3.2.2,K00681
RP04539,0.214,2.3.2.2,K00681
RP14529,0.213,2.3.1.64,K14329
RP00611,0.212,2.3.2.2 2.3.2.4,K00681 K00682
RP03793,0.212,2.3.2.2,K00681
RP00425,0.209,3.5.1.15,K01437
RP15949,0.209,6.3.2.38,K03894
RP00432,0.208,6.3.2.3,K01920
RP02039,0.205,3.5.1.81,K06015
RP05278,0.195,,K12631
RP05423,0.194,2.3.1.13 2.3.1.192,K00628 K15517
RP03994,0.194,6.3.2.39,K03895
RP00508,0.191,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00245,0.190,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP00258,0.189,6.3.2.5,K01922 K13038
RP00335,0.186,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP03449,0.186,3.5.1.- 6.3.1.9,K01833
RP02060,0.182,6.3.2.12 6.3.2.17,K01930 K11754
RP13223,0.175,3.5.1.- 6.3.1.9,K01833
RP14533,0.174,2.3.1.-,K14329
RP00423,0.167,2.1.3.2,K00608 K00609 K00610 K11540 K11541
RP02494,0.167,6.3.2.9,K01925
RP02500,0.161,6.3.2.13,K01928 K15792
RP13220,0.159,6.3.1.9,K01833
RP10975,0.158,6.3.1.11,K09470
RP02812,0.157,2.3.1.102,K03896
RP03738,0.155,3.5.1.28,K01446 K01447 K01448 K01449
RP14099,0.154,2.1.3.11,K13043
RP02498,0.153,6.3.2.7,K05362
RP12994,0.150,6.3.1.9,K01833
RP01285,0.148,3.5.1.12,K01435
RP13222,0.148,6.3.1.9,K01833
RP00493,0.147,2.3.1.57,K00657
RP00576,0.146,2.1.3.3,K00611
RP00450,0.146,3.5.1.- 3.5.1.78 6.3.1.8 6.3.1.9,K01460 K01833 K01917
RP11053,0.143,1.4.3.4,K00274
RP00345,0.141,3.5.1.32,K01451
RP11135,0.140,2.1.3.9,K09065
RP02199,0.134,3.5.3.9,K02083
RP10160,0.133,2.3.1.178,K06718
RP10848,0.131,2.5.1.66,K12673
RP00864,0.131,2.3.1.24 3.5.1.23,K01441 K04709 K05848
RP00863,0.130,2.3.1.24 3.5.1.23,K01441 K04709 K04710 K04711
RP11087,0.126,3.5.1.94,K09473
RP02828,0.119,6.3.2.8,K01924
RP00269,0.117,2.3.1.24 3.5.1.23,K01441 K04710 K12348 K12349
