RPAIR,Score,EC,KO
RP01385,0.754,3.2.2.1 3.2.2.7 3.2.2.8,K01239 K10213
RP01483,0.747,3.2.2.16 3.2.2.9,K01243 K01244
RP04184,0.738,3.2.2.9,K01243
RP01683,0.729,3.2.2.1 3.2.2.8,K01239 K10213
RP01744,0.721,3.2.2.1 3.2.2.2 3.2.2.8,K01239 K10213
RP04030,0.719,3.2.2.4,K01241
RP13545,0.694,3.2.2.26,K11783
RP01996,0.680,3.2.2.1,K01239
RP11016,0.657,2.4.2.1,K03783 K03784
RP01484,0.651,2.4.2.28,K00772
RP12989,0.637,2.4.2.1,K03783 K03784
RP02001,0.636,2.4.2.1 2.4.2.15,K03783 K03784
RP01809,0.629,2.4.2.1 2.4.2.15,K03783 K03784
RP16029,0.625,2.7.8.37,K05780 K06164 K06165 K06166
RP04092,0.614,2.4.2.7 2.4.2.8,K00759 K00760
RP11186,0.596,2.4.2.- 2.4.2.1,K03783 K03784 K03815
RP01370,0.595,2.4.2.22 2.4.2.7 2.4.2.8,K00759 K00760 K00769 K03816 K15780
RP12936,0.595,2.4.2.8,K00760
RP12934,0.592,2.4.2.8,K00760
RP01322,0.588,2.4.2.8,K00760 K15780
RP12935,0.588,2.4.2.8,K00760
RP01277,0.584,2.4.2.17,K00765 K02502
RP10805,0.575,2.4.1.-,K13493
RP06864,0.559,2.4.2.22 2.4.2.8,K00760 K00769 K03816 K15780
RP01990,0.430,3.2.2.8,K10213
RP01290,0.399,3.2.2.3,K01240
RP01401,0.398,3.2.2.1 3.2.2.3,K01239 K01240
RP15835,0.389,3.2.2.3,K01240
RP01261,0.374,3.2.-.- 4.2.1.70,K01718 K16329 K16330
RP03485,0.370,3.2.2.5 3.2.2.6 3.5.1.-,K01242 K11121
RP11152,0.365,2.4.2.2,K00756
RP03632,0.355,3.2.2.5 3.2.2.6,K01242
RP13196,0.339,2.4.2.4,K00758
RP11063,0.339,2.4.2.2 2.4.2.3,K00756 K00757
RP12990,0.335,2.4.2.3,K00757
RP01203,0.316,2.4.2.9,K00761 K02825
RP12937,0.312,2.4.2.10,K13421
RP01811,0.298,2.4.2.10,K00762 K13421
RP04021,0.285,2.4.2.7,K00759
