Reaction ID,SelenzymeRF
R10609,2.4.1.91;2.4.1.234;2.4.1.35|2.4.1.91;3.2.1.21
R13196,4.2.2.6;3.2.1.172;3.2.1.179;5.3.1.17;4.2.2.26;3.2.1.180;5.5.1.27;5.5.1.25;4.2.1.68;4.2.1.90;4.2.1.67;4.2.1.158;4.2.1.40;4.2.1.42;4.2.1.156;4.2.2.11;4.2.2.24
R01963,3.10.1.1;3.5.1.33;2.3.1.78;3.2.1.147;3.2.2.1;3.2.1.21
R02750,2.7.1.15|2.7.1.229;2.7.1.40;5.4.2|5.4.2.2|5.4.2.7
R08870,2.3.3.13|4.1.3.-
R00192,2.1.1.15;2.1.1.80;4.2.1.22;6.3.5.9;2.5.1.48;3.2.2.19;3.2.2.24;2.3.1.24;2.6.1.57;2.7.8.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.7.8.11;3.5.1.114
R03789,2.4.2.64;2.4.2.29
R02791,2.4.1.87;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.22;3.2.1.74;2.4.1.252;2.4.1.338;2.4.1.239;2.4.1.230;2.4.1.-|2.4.1.284;2.4.1.-|2.4.1.297;3.2.1.4
R08010,1.21.3.6;1.14.17.1;1.6.3.1;1.14.13.196;1.14.13.72;1.14.12.17;1.14.13.90;1.14.13.119;1.14.13.137;1.14.13.139;1.14.13.138;1.14.13.217;1.14.13.25;1.14.13.239;1.14.12.22;1.14.13.166;1.14.13.84;1.14.13.128;1.14.13.242;1.14.13.64;1.14.13.178;1.14.12.1;1.14.13.179;1.14.13.216;1.14.13.224;1.14.13.211;1.14.13.222;1.14.13.92;1.14.13.107
R05563,3.5.2.15;3.5.1.84;2.1.3.3|6.3.4.16
R00491,3.5.1.1;6.3.5.4;2.1.3.2
R12012,2.4.1.353;2.4.1.69;2.4.1|2.4.1.344;2.4.1.68;2.4.1.214;2.4.1.308;2.4.1.13;2.4.1.159;2.4.1.236;2.4.1.17
R04741,1.1.1.211|1.1.1.35
R04340,
R01337,1.2.1.23;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.1.1.337|1.1.1.375;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345
R00810,5.4.99.11;2.4.1.99;2.4.1.140;2.4.1.82;2.4.1.13;2.4.1.7;3.1.3.79;3.1.3.24;2.7.1.69;2.4.1.329;3.2.1.80;3.2.1.26
R08759,1.1.1.1|1.1.1.161
R05876,2.3.1.160;1.2.1.18;2.3.1.180
R02305,4.2.3.7;2.5.1.20;4.2.3.50;4.2.3.160;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;3.1.7.7|4.2.3.194;4.2.3.69;4.2.3.96;4.2.3.204;4.2.3.37;4.2.3.157;4.2.3.136;4.2.3.62;4.2.3.79;4.2.3.197;4.2.3.-|4.2.3.129;4.2.3.68;4.2.3.74;4.2.3.169;4.2.3.64;4.2.3.93;4.2.3.146;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.21;4.2.3.90;4.2.3.80;4.2.3.198|4.2.3.66;4.2.3.158;4.2.3.73;4.2.3|4.2.3.-|4.2.3.56;4.2.3.163;4.2.3.6
R03055,3.5.1.6;3.5.2.2;1.3.1.2;1.3.1.1;3.4.11.4
R09986,1.1.1.233;1.1.1.21;1.1.1.1
R13359,2.8.3.-|2.8.3.8;2.8.3.10;2.8.3.5;4.2.1.17;4.2.1.-|4.2.1.134
R13330,3.1.1.78;1.14.14.117;3.1.1.100;1.1.99.37;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.17.98.3;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;3.1.1.82;1.14.11.33;1.2.4.1
R12821,2.7.8.41;3.6.1.26;2.7.8.46;2.7.8.14;2.7.8.12;2.7.8.1;2.4.99.12|2.4.99.13;2.4.99.1;2.4.99.3;2.7.1.108;2.4.99.8;2.4.1.60;2.7.7.41
R07898,1.1.1.211|1.1.1.35
R02648,3.1.4.46;3.1.4.-|3.1.4.3;2.3.1.198;2.3.1.15
R06642,
R04389,5.1.3.17;2.4.1.224;3.2.1.18
R00577,2.3.1.180
R03465,4.1.2.34;4.1.2.45|4.2.1.-;4.1.3.27;2.7.3.9
R04560,2.1.2.3
R02768,2.3.1.179|2.3.1.41;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86
R08192,2.3.1.301;6.2.1.3;2.3.1.41;2.3.1.207;2.3.1.26;6.2.1.2|6.2.1.3
R08274,1.14.14.-|1.14.14.1
R02999,4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;1.3.1.54;1.1.1.100|1.1.1.157;1.1.1.330;1.1.1.-|1.1.1.36;1.2.1.44
R08768,1.14.13.240;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.43|1.14.14.45;1.14.13.84;1.14.14.91;1.14.14.1|1.14.14.25
R10619,5.1.3.3;5.1.3.44;3.2.1.22;2.7.1.1
R05146,2.3.1.241;2.3.1.242;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;3.1.2.14|3.1.2.21;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41
R00727,6.2.1.4;4.1.3.36;6.2.1.3;4.4.1.26;6.2.1.18;2.7.1.40
R01784,4.1.2|4.1.2.18|4.1.2.28|4.1.3.39;1.14.14.1
R05325,2.4.1.210;2.4.1.272;2.4.1.185;2.4.1.202;2.4.1.365;2.4.1.63;2.4.1.14;2.4.1.239;2.4.1.271;2.4.1.111;2.4.1|2.4.1.297;2.4.1.123;2.4.1.276;2.4.1.91;2.4.1.212;2.4.1.305;2.4.1.303;2.4.1.343;2.4.1.304;3.6.1.45;2.4.1.309;2.4.1.-|2.4.1.301;2.4.1.141;2.4.1.13|2.4.1.14
R10530,3.2.1.74;3.2.1.23
R08816,2.4.1.170;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.111;2.4.1.91;2.4.1.17;2.4.1.237;2.4.1.239;2.4.1.63;2.4.1.15
R03020,3.5.4.33;3.5.4.34;3.6.1.59;2.7.7.91;3.6.1.-|3.6.1.9
R00432,2.3.1.61;6.2.1.4;2.3.1.-|2.3.1.39|2.3.1.85|2.3.1.86;2.3.1.225
R08697,2.5.1.20;2.3.1.76;2.3.1.135;2.7.7.91;5.4.2.2;2.5.1.-|2.5.1.62;2.5.1.89;2.7.1.161;2.7.1.26
R13123,2.1.1.64
R06378,1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R03111,2.1.1.109;2.1.1.146;2.1.1.68;2.1.1|2.1.1.291;2.1.1.116|2.1.1.121;2.1.1.292;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.17
R00251,3.6.1.5;2.7.1.40;6.2.1.4
R05298,4.1.2|4.1.2.52|4.1.3.-|4.1.3.39|4.1.3.43
R00044,1.14.19.68;1.14.19.64;1.14.19.72;1.14.19.74;1.1.3.38;1.14.18.1;1.14.19.65;1.2.3.1;1.1.3.15;1.13.12.24;1.14.14.138;1.14.14.26;1.14.14.25;1.14.14.139
R07710,1.14.13.-|1.14.13.172;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.12.10;1.14.13.69;1.14.13.2|1.14.13.33;1.14.13.84;1.14.13.223;1.14.14.91;1.14.14.43|1.14.14.45;1.14.13.8
R01054,2.7.7.96;3.6.1.-|3.6.1.13|3.6.1.21|3.6.1.53;2.7.1.15;2.7.7.2;2.7.1.1
R00878,5.3.1.5
R05312,1.3.1.29;1.6.5.2
R00462,4.1.1.17;4.1.1.-|4.1.1.96;1.14.14.42;4.1.1.65
R08218,2.7.7.91;6.3.5.9;6.2.1.19;6.2.1.20;2.7.4.6
R07038,1.13.11.31;1.13.11.40;1.13.11.34;1.13.11.12|1.13.11.33;1.13.11.45;1.14.99.1;1.14.19.25;1.14.19.31;1.13.11.-|1.13.11.12|1.13.11.58;1.13.11.61;1.13.11.62;1.13.11.77;1.14.19.38;1.14.19.30;1.14.19.33;1.14.19.36;1.14.19.12;1.14.19.35;1.14.19.47
R13303,5.4.2.2;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.-|2.5.1.31
R06450,2.4.1.277;2.4.1.230;5.1.3.2;2.4.1.236;2.4.1.87;2.4.1.239;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.210;2.4.1.17
R04349,4.2.1.84;1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R00533,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.1.3.41;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.13;1.1.3.7
R01689,1.3.1.31;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R09953,1.1.1.18;1.1.1.-|1.1.1.370;1.1.1.-|1.1.1.371;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R06487,2.4.1.277;5.1.3.2;2.7.8.11;2.7.4.6
R10253,2.3.1.-|2.3.1.224;2.3.1.180
R05613,2.5.1.-|2.5.1.31;2.5.1.-|2.5.1.33;2.5.1.-|2.5.1.30;2.5.1.87|2.5.1.91;2.5.1.81;2.5.1.83;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.89;2.5.1.86;2.5.1.142;2.5.1.88;2.5.1.20;2.5.1.142|2.5.1.92;2.5.1.10
R12826,1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.14.11.25;1.13.12.6;1.13.11.27;1.14.11.21;1.14.11.24;1.14.11.13;1.14.11.41;1.14.11.11;1.14.11.76;1.14.11.-|1.14.11.35;1.14.11.-|1.14.11.55;1.14.11.28;1.14.11.8;1.14.12.1;1.13.11.46;1.13.11.83;1.14.11.15;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67
R10876,2.4.1.277;2.4.1.278;2.4.1.-|2.4.1.289;2.4.1.316;2.4.1.327;2.4.1.317;2.4.1.325;2.4.1.-|2.4.1.328;5.1.3.2;2.4.1.230;2.4.1.-|2.4.1.318;2.4.1.322;2.7.8.11;2.4.1.331;2.4.1.236;2.4.1.-|2.4.1.326;2.4.1.38|2.4.1.90
R07504,2.1.1.95;2.1.1.132;2.1.1.-|2.1.1.295;2.1.1.329;2.1.1.201
R03352,2.3.1.300;6.2.1.7;6.2.1.1
R12517,1.3.1.122;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R08082,1.14.11.23|1.14.20.6;1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.14.11.22;1.13.11.27;1.14.14.117;1.14.11.9;1.13.11.46;1.14.11.54;1.7.3.3;1.14.11.33;1.14.11.53
R01659,2.5.1.20;2.5.1.-|2.5.1.31;2.5.1.39
R12039,2.3.1.180
R03478,2.7.4.21;2.7.1.40;2.7.1.159;2.7.1.140|2.7.1.151;3.1.3.62
R03339,1.1.1.222|1.1.1.237;1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.37|1.1.1.96
R05788,3.2.1.149;3.2.1.85;3.2.1.146;3.2.1.21
R06342,1.14.11.13;2.1.1.275|2.1.1.276;1.14.13.79;1.14.11.15;1.1.1.288;4.1.3.3;2.5.1.56;1.14.14.107;1.14.11|1.14.11.-|1.14.11.12|1.14.20;1.14.13.78;1.1.1.145|5.3.3.1
R09492,1.10.3.12;1.8.5.5;1.12.5.1;1.14.18.3;1.6.5.2
R12782,4.6.1.2;6.3.2.14;6.1.1.2
R04515,2.3.1.180
