RPAIR,Score,EC,KO
RP00239,0.600,1.1.1.264,K00098
RP02371,0.508,1.1.1.45,K13247
RP00157,0.472,1.1.1.6,K00005
RP00457,0.446,1.1.1.137,K05352
RP01583,0.380,1.1.1.125 1.1.1.127,K00065
RP02625,0.373,1.1.1.4,K00004
RP00230,0.314,1.1.1.215 1.1.99.3,K00090 K06151 K06152
RP13104,0.286,5.3.1.-,K03337
RP01572,0.254,1.1.1.351 1.1.1.44,K00033
RP00400,0.223,1.1.1.43,K00032
RP04564,0.204,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP01580,0.191,4.2.1.39,K05308
RP01581,0.191,4.2.1.7,K01685 K16849 K16850
RP05202,0.191,4.2.1.8,K01686
RP02704,0.191,4.2.1.6,K01684
RP04391,0.188,1.1.1.211 1.1.1.35,K00022 K01782 K01825 K07514 K07515 K07516 K10527
