RPAIR,Score,EC,KO
RP05592,0.799,,K13314 K16435
RP14197,0.757,,K13328
RP09457,0.743,,K16436
RP14034,0.727,,K13323
RP05594,0.727,,K13327
RP05593,0.727,,K13315
RP05605,0.707,,K13322
RP05597,0.691,,K13316
RP05604,0.688,,K13321
RP14208,0.682,5.3.1.-,K13324
RP13890,0.673,4.3.1.-,K13309
RP09470,0.670,,K16438
RP00671,0.651,1.17.1.1,K00523 K12452
RP05598,0.625,,K13319
RP05601,0.622,,K13312
RP05600,0.615,1.1.1.-,K13318
RP09471,0.615,,K16439
RP13706,0.614,5.1.3.-,K15857
RP05664,0.603,5.1.3.13,K01790
RP02491,0.580,1.1.1.133,K00067
RP05291,0.580,1.1.1.266,K13306
RP05602,0.580,,K13313
RP14200,0.570,1.1.1.-,K12451
RP13707,0.565,1.1.1.-,K15858
RP13708,0.565,1.1.1.341 4.2.1.-,K12455
RP03894,0.565,1.1.1.342,K12453
RP09025,0.555,,K16015
RP13643,0.535,1.1.1.- 5.1.3.-,K12451
RP05663,0.530,4.2.1.46,K01710
RP03895,0.515,5.1.3.10,K12454
RP13642,0.504,1.1.1.-,K12451
RP05296,0.494,1.1.1.271,K02377
RP00673,0.490,1.1.1.187 1.1.1.281,K15856
RP15190,0.478,4.2.1.115,K15894
RP15952,0.477,1.1.1.335,K13016 K13020
RP04566,0.465,4.2.1.76,K12450
RP02202,0.459,4.2.1.45,K01709
RP01158,0.454,4.2.1.47,K01711
RP02659,0.448,5.1.3.2,K01784
RP10990,0.395,1.1.1.305,K10011
RP00888,0.395,5.1.3.2 5.1.3.7,K02473
RP10366,0.393,5.1.3.-,K10046
RP10365,0.391,5.1.3.18,K10046
RP01537,0.388,5.1.3.5,K12448
RP04550,0.378,5.1.3.2,K01784 K15917
RP01159,0.372,5.1.3.18,K10046
RP03925,0.351,1.17.4.1,K10807 K10808
RP01472,0.341,5.1.3.6,K08679
RP02493,0.330,4.2.1.44,K03335
RP01917,0.314,1.17.4.2,K00527
RP01916,0.309,1.17.4.2,K00527
RP01913,0.303,1.17.4.1,K00524 K00525 K00526
RP01918,0.297,1.17.4.1,K00524 K00525 K00526 K10807 K10808
RP15717,0.295,1.14.13.-,K03184 K06134
RP02021,0.287,1.1.1.207,K15094
RP02296,0.287,1.1.1.208,K15095
RP02240,0.280,1.14.13.47,K15089
RP02892,0.280,1.1.1.223,K15090
RP11404,0.278,1.3.1.82,K15091
RP11657,0.272,1.14.11.-,K10674
RP02239,0.269,1.14.13.48,K07381 K14732
RP02771,0.269,1.1.1.243,K14730 K14732
RP05465,0.269,1.1.1.275,K12466
RP11658,0.263,4.2.1.100,K07537
RP02054,0.258,1.1.1.245 1.1.1.90,K00055
RP01915,0.256,1.17.4.2,K00527
RP05626,0.252,,K16006
RP05627,0.252,,K16006
RP14583,0.249,1.3.3.-,K15949
RP12997,0.249,1.14.14.1,K07408 K07409 K07411 K07412 K07413 K07424
RP03434,0.247,1.14.11.11,K12692
RP01910,0.245,1.17.4.2,K00527
RP11799,0.245,1.1.1.-,K07535
RP09096,0.243,,K16021
RP11697,0.243,1.1.1.-,K07538
RP01914,0.242,1.17.4.1,K00524 K00525 K00526 K10807 K10808
RP05273,0.241,1.-.-.-,K12628
RP02541,0.240,1.1.1.206,K08081
RP02594,0.240,1.1.1.236,K05354
