RPAIR,Score,EC,KO
RP10355,0.510,2.5.1.17,K00798 K04032
RP07327,0.309,2.5.1.15,K00796 K13939 K13941
RP13559,0.278,4.2.3.124,K13546
RP03917,0.226,4.1.2.50 4.2.3.12,K01737
RP07220,0.205,1.3.1.96 2.5.1.21 2.5.1.96,K00801 K10208
RP13538,0.185,2.5.1.73,K06868
RP13297,0.185,2.9.1.2,K03341
RP07984,0.175,2.5.1.32 2.5.1.99,K02291
RP05863,0.164,2.5.1.30 2.5.1.31 2.5.1.82 2.5.1.83 2.5.1.84 2.5.1.85 2.5.1.86 2.5.1.87 2.5.1.89 2.5.1.90 2.5.1.91 2.5.1.92,K00805 K00806 K02523 K05355 K05356 K11778 K12504 K12505 K14215 K15887 K15888
RP08891,0.162,2.6.99.2,K03474
