RPAIR,Score,EC,KO
RP12221,0.100,3.5.-.-,K10708
RP00148,0.095,1.5.3.14 1.5.99.6,K00316
RP00258,0.088,6.3.2.5,K01922 K13038
RP00468,0.087,2.5.1.44,K00808
RP01843,0.086,1.5.3.17 2.5.1.16,K00797 K13367
RP13022,0.077,2.5.1.16,K00797
RP14318,0.075,1.5.3.13 1.5.3.17,K00308 K13367
RP14677,0.071,6.3.2.36,K09722
RP02564,0.067,1.5.3.16 1.5.3.17 2.5.1.16 2.5.1.22,K00797 K00802 K12259 K13367
RP14327,0.066,1.5.1.43,K13746
RP14325,0.061,1.5.1.43,K13746
RP14783,0.060,1.5.3.13 1.5.3.17,K00308 K13367
RP02266,0.059,1.5.8.2 2.1.1.247 2.1.1.250,K00317 K14082 K14083 K14084
RP01615,0.056,2.1.1.247 2.1.1.249,K14082 K16178 K16179
RP00602,0.052,1.5.1.10 1.5.1.9,K00292 K00293 K14157
RP04502,0.049,1.4.3.4,K00274
RP02601,0.048,1.4.3.4,K00274
RP00510,0.047,1.5.8.4,K00315
RP10848,0.046,2.5.1.66,K12673
RP13114,0.043,1.14.14.1,K07409 K07424
RP12121,0.041,2.3.1.181,K03801
RP04240,0.041,6.3.2.6,K01587 K01923 K13713
RP02828,0.037,6.3.2.8,K01924
RP04219,0.036,6.3.2.10,K01929
RP02498,0.035,6.3.2.7,K05362
RP02494,0.035,6.3.2.9,K01925
RP12450,0.035,2.1.1.43 2.1.1.59 2.1.1.60,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11421 K11422 K11423 K11424 K11425 K11427 K11428 K11429 K11431 K11433 K14959 K15588
RP09221,0.033,2.1.1.103,K05929
RP02500,0.033,6.3.2.13,K01928 K15792
RP11053,0.032,1.4.3.4,K00274
RP04266,0.032,6.3.2.10,K01929 K15792
RP00161,0.032,1.5.3.1 1.5.8.3 2.1.1.156 2.1.1.162 2.1.1.20,K00301 K00302 K00303 K00304 K00305 K00306 K00314 K00552
RP15847,0.031,1.14.11.27,K10276
RP01332,0.031,2.1.1.53,K05353
