RPAIR,Score,EC,KO
RP01292,0.469,4.2.1.2,K01676 K01677 K01678 K01679
RP00937,0.469,3.5.1.38 4.3.1.1,K01744 K05597
RP00121,0.456,1.3.5.1 1.3.98.1 1.3.99.1,K00226 K00234 K00235 K00236 K00237 K00239 K00240 K00241 K00242 K00244 K00245 K00246 K00247
RP03514,0.393,4.2.1.35,K01703 K01704
RP03325,0.393,4.3.1.2,K04835
RP03512,0.391,4.2.1.35,K01703 K01704
RP01298,0.343,4.3.2.1,K01755 K14681
RP01830,0.322,4.2.1.3,K01681 K01682
RP01432,0.322,4.2.1.3 4.2.1.4,K01681 K01682
RP03621,0.316,4.2.1.33,K01702 K01703 K01704
RP03584,0.315,4.2.1.33,K01702 K01703 K01704
RP16341,0.314,4.2.1.114,K16792 K16793
RP16339,0.310,4.2.1.114,K16792 K16793
RP04012,0.309,4.2.1.114 4.2.1.36,K01705 K16792 K16793
RP03053,0.308,4.2.1.- 4.2.1.114,K16792 K16793 K17450
RP16336,0.308,4.2.1.114,K16792 K16793
RP16334,0.307,4.2.1.114,K16792 K16793
RP04118,0.295,4.2.1.83,K10220 K16515
RP04066,0.267,4.2.1.99,K01682
RP04065,0.267,4.2.1.79,K01720
RP05192,0.240,4.1.99.11,K07540
RP04203,0.208,4.3.2.2,K01756
RP00292,0.168,1.3.1.32,K00217
RP14498,0.162,1.3.1.32,K00217
RP09161,0.149,4.1.99.-,K01670 K15567 K15568
RP02316,0.143,4.4.1.3,K16953
