reactionID,predictions
R02693,3.1.1;2.3.1;3.1.2;2.8.3
R05170,3.5.1;3.4.19;3.2.2;3.1.1
R11539,2.4.1;2.4.2;3.6.1;3.1.3
R11824,4.2.3;5.5.1;3.1.3;3.1.7
R02268,5.3.99;4.2.2;5.4.99;2.5.1
R11395,2.6.1;1.4.3;2.7.2;1.4.99
R04322,2.4.2;2.4.1;4.4.1;3.2.2
R01525,1.1.1;1.3.1;1.8.1;2.3.1
R10443,3.6.1;3.1.3;3.6.5;2.4.2
R05441,1.14.13;1.6.3;1.14.14;1.14.18
R09748,1.1.1;1.5.1;1.3.1;1.14.13
R03805,2.1.1;2.3.1;2.5.1;2.3.3
R01722,3.2.2;2.4.2;2.4.1;2.4.99
R08239,2.1.1;2.5.1;4.4.1;2.3.3
R09219,1.14.13;1.1.1;1.6.3;1.3.1
R07094,2.5.1;5.3.99;4.4.1;2.2.1
R04418,1.1.1;1.3.1;2.3.1;1.8.1
R04344,1.16.1;1.1.1;1.8.1;1.3.1
R09099,4.4.1;4.2.1;2.3.1;3.1.1
R03585,1.8.1;1.16.1;1.1.1;1.3.1
R08117,2.7.7;6.2.1;2.4.2;2.7.1
R01401,2.4.2;3.2.2;3.5.4;2.4.1
R10438,1.16.1;1.8.1;1.1.1;1.8.4
R10720,4.4.1;2.5.1;2.7.8;4.1.1
R03134,4.4.1;2.5.1;2.1.1;3.4.21
R09980,3.5.1;3.4.19;3.2.2;3.4.11
R02144,2.1.1;2.5.1;2.3.3;4.4.1
R05598,4.1.99;4.5.1;4.4.1;4.3.1
R09630,4.2.3;5.5.1;3.1.3;3.1.7
R05885,2.1.1;2.5.1;2.3.3;2.3.1
R00287,3.6.1;3.1.3;3.1.4;3.6.5
R03177,1.2.1;1.1.1;1.3.1;1.8.1
R05030,3.2.2;3.5.1;2.4.2;2.4.1
R00771,5.3.1;5.1.3;4.1.2;3.5.99
R02601,4.2.1;4.4.1;2.3.1;5.4.4
R04457,2.5.1;4.1.99;1.5.1;4.4.1
R03554,2.1.1;2.3.1;2.5.1;2.3.3
R02706,3.1.3;3.6.1;2.7.1;2.7.6
R09610,5.5.1;2.5.1;4.2.3;5.3.3
R08878,1.1.1;1.3.1;1.8.1;2.3.1
R10194,1.1.1;1.3.1;1.8.1;2.3.1
R03062,3.1.1;2.3.1;3.1.2;3.5.1
R13127,3.6.1;3.1.3;3.6.5;2.4.2
R06486,5.1.3;3.2.1;2.3.1;4.2.1
R04315,2.7.7;2.4.2;6.1.1;3.1.2
R03905,2.7.1;2.7.7;2.4.2;6.1.1
R11950,6.3.2;2.7.1;2.4.2;2.5.1
R08630,2.6.1;1.4.1;3.5.1;2.7.2
R11330,5.1.3;5.1.2;5.3.1;-
R05221,2.7.7;2.7.1;2.4.2;2.7.4
R04007,5.4.99;2.4.2;2.7.8;4.6.1
R09533,3.2.1;5.1.3;2.4.1;5.4.2
R10009,2.5.1;5.3.99;4.4.1;2.2.1
R12144,7.1.1;1.6.5;1.14.18;1.10.3
R11371,2.1.1;2.5.1;2.3.1;4.4.1
R09126,3.5.1;3.4.19;3.2.2;3.1.1
R06465,1.1.1;1.14.13;1.3.1;1.6.3
R03296,5.1.1;3.4.17;4.3.1;5.1.2
R06787,1.14.13;1.6.3;1.14.14;1.14.18
R12596,2.5.1;2.7.7;2.4.2;2.7.1
R08342,1.14.13;1.14.14;4.99.1;1.6.3
R02679,1.1.1;1.3.1;4.2.1;2.3.1
R04659,2.4.1;2.7.8;2.4.2;2.5.1
R03940,2.1.2;2.9.1;4.3.2;6.3.4
R04013,2.1.1;2.3.1;2.3.3;2.5.1
R02490,4.2.1;4.4.1;5.4.4;1.14.14
R01304,2.4.1;2.4.2;3.2.1;2.7.8
R09514,1.1.1;1.16.1;1.8.1;1.3.1
R07075,1.14.13;1.6.3;1.14.12;1.14.14
R10876,2.4.2;2.7.7;2.4.1;6.1.1
R06477,2.1.1;2.5.1;2.3.3;2.3.1
R02961,2.1.1;2.5.1;2.3.1;2.3.3
R00872,3.1.3;3.6.1;3.1.7;4.2.3
R06337,1.14.13;1.6.3;1.13.12;1.2.1
R11145,1.16.1;1.8.1;1.1.1;1.3.1
R11076,4.2.1;4.4.1;5.4.4;1.14.14
R06272,1.8.1;1.3.1;1.8.4;1.1.1
R11831,4.2.3;2.5.1;5.5.1;3.1.7
R13128,3.2.1;2.4.1;5.1.3;4.2.2
R03869,1.2.1;1.5.1;1.17.1;1.1.1
R01544,4.3.1;4.4.1;4.3.2;5.1.1
R05449,1.14.14;5.4.4;4.99.1;1.14.13
R01280,6.2.1;2.8.3;2.3.1;3.1.2
R02271,1.4.3;2.6.1;4.3.1;4.4.1
R05279,1.14.12;1.7.1;1.6.2;1.14.13
R04952,2.3.1;3.1.1;1.1.1;3.1.2
R00931,2.3.1;4.4.1;4.2.1;1.2.4
R00897,2.5.1;4.4.1;5.3.99;4.2.1
R03284,4.1.2;4.1.3;4.2.1;4.1.1
R01193,3.1.3;3.6.1;3.1.4;5.4.2
R08850,3.6.1;3.1.3;5.4.2;2.4.1
