RPAIR,Score,EC,KO
RP01638,0.331,2.7.7.53,K00988
RP07705,0.331,2.7.7.53,K00988
RP05332,0.245,2.7.7.7,K02319 K02320 K02321 K02322 K02323 K02324 K02325 K02326 K02327 K02328 K02335 K02337 K02338 K02339 K02340 K02341 K02342 K02343 K02344 K02345 K02684 K02685 K03504 K03505 K03506 K03763 K14159
RP08945,0.240,2.7.8.1,K00993 K13644
RP08361,0.239,2.7.8.1,K00993 K13644
RP11178,0.238,2.7.8.1,K00993 K13644
RP06818,0.234,2.7.8.1,K00993 K13644
RP14058,0.231,,K12908
RP03881,0.230,2.7.7.14,K00967
RP05526,0.228,2.7.7.7,K02319 K02320 K02321 K02322 K02323 K02324 K02325 K02326 K02327 K02328 K02335 K02337 K02338 K02339 K02340 K02341 K02342 K02343 K02344 K02345 K02684 K02685 K03504 K03505 K03506 K03763 K14159
RP01929,0.228,2.7.7.14,K00967
RP04534,0.226,2.7.7.4,K00955 K00956 K00957 K00958 K13811
RP06713,0.224,2.7.8.8,K00998 K17103
RP01143,0.224,2.7.7.39,K00980
RP05237,0.220,2.7.7.60,K00991 K12506
RP01825,0.218,2.7.7.15,K00968
RP06712,0.217,2.7.7.41,K00981
RP14704,0.214,2.7.8.28,K11212
RP00960,0.212,2.7.7.4,K00955 K00956 K00957 K00958 K13811
RP06154,0.210,2.7.7.19 2.7.7.48 2.7.7.6,K00985 K02999 K03000 K03001 K03002 K03003 K03004 K03005 K03006 K03007 K03008 K03009 K03010 K03011 K03012 K03013 K03014 K03015 K03016 K03017 K03018 K03019 K03020 K03021 K03022 K03023 K03024 K03025 K03026 K03027 K03040 K03041 K03042 K03043 K03044 K03045 K03046 K03047 K03048 K03049 K03050 K03051 K03052 K03053 K03054 K03055 K03056 K03058 K03059 K03060 K13797 K13798 K14721
RP02329,0.210,2.7.7.15,K00968
RP11066,0.209,2.7.8.2,K00994 K13644
RP08030,0.209,2.7.8.2,K00994 K13644
RP06714,0.209,2.7.8.5,K00995
