RPAIR,Score,EC,KO
RP13558,0.110,4.2.3.124,K13546
RP01154,0.089,5.3.1.5,K01805
RP01545,0.084,5.3.1.12,K01812
RP01891,0.084,5.3.1.12,K01812
RP01508,0.083,5.3.1.5,K01805
RP01736,0.083,5.3.1.4,K01804
RP10987,0.082,,K12449
RP14213,0.080,5.3.1.6,K01808
RP02869,0.080,5.3.1.26,K01819
RP02940,0.080,5.3.1.9,K01810 K06859 K13810 K15916
RP02454,0.080,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.080,5.3.1.8,K01809 K15916 K16011
RP01348,0.078,1.13.99.1,K00469
RP10933,0.076,5.5.1.4,K01858
RP14605,0.042,1.14.13.-,K15966
RP09043,0.042,1.14.13.22,K03379
RP15452,0.034,5.3.3.18,K15866
