RPAIR,Score,EC,KO
RP10987,0.035,,K12449
RP01154,0.030,5.3.1.5,K01805
RP01545,0.029,5.3.1.12,K01812
RP01891,0.029,5.3.1.12,K01812
RP01736,0.029,5.3.1.4,K01804
RP01508,0.029,5.3.1.5,K01805
RP02940,0.029,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.029,5.3.1.6,K01808
RP02869,0.029,5.3.1.26,K01819
RP01780,0.029,5.3.1.8,K01809 K15916 K16011
RP02454,0.029,5.3.1.9,K01810 K06859 K13810 K15916
RP13558,0.027,4.2.3.124,K13546
RP01159,0.024,5.1.3.18,K10046
RP10933,0.022,5.5.1.4,K01858
RP13643,0.021,1.1.1.- 5.1.3.-,K12451
RP05296,0.021,1.1.1.271,K02377
RP05664,0.019,5.1.3.13,K01790
RP14200,0.019,1.1.1.-,K12451
RP10990,0.018,1.1.1.305,K10011
RP15190,0.016,4.2.1.115,K15894
RP05266,0.016,,K03335
RP15613,0.016,5.3.99.-,K06606
RP05593,0.015,,K13315
RP14034,0.015,,K13323
RP05594,0.015,,K13327
RP05592,0.014,,K13314 K16435
RP13548,0.014,1.21.-.-,K11784
RP14605,0.014,1.14.13.-,K15966
RP05605,0.013,,K13322
RP15452,0.013,5.3.3.18,K15866
RP15844,0.013,1.1.3.8,K00103
RP00554,0.013,1.3.2.3 1.3.3.12,K00225 K05276
RP05599,0.013,2.1.1.-,K13317
RP05499,0.013,4.2.3.32,K14041
RP14208,0.012,5.3.1.-,K13324
