RPAIR,Score,EC,KO
RP02120,0.961,4.2.3.13,K14183
RP15066,0.935,4.2.3.67,K15809
RP11141,0.661,4.2.3.24,K14178
RP15048,0.643,4.2.3.76,K15806
RP11144,0.584,4.2.3.22,K10187 K15803
RP15064,0.544,4.2.3.60,K15802
RP01947,0.536,4.2.3.8,K12929
RP05585,0.524,4.2.3.108,K07385
RP11143,0.493,4.2.3.75,K10187 K15803
RP02117,0.450,4.2.3.6,K12249
RP05353,0.449,4.2.3.119,K07384
RP12984,0.448,4.1.99.16 4.2.3.22,K10187
RP09032,0.432,4.2.3.21,K14182
RP02118,0.432,4.2.3.9,K14180
RP14980,0.432,4.2.3.61,K15804
RP13638,0.427,4.2.3.73,K14181
RP12980,0.421,4.2.3.- 4.2.3.104,K14184
RP14374,0.418,4.2.3.43,K14047
RP02116,0.412,4.2.3.7,K12250
RP12981,0.412,4.2.3.58,K14185
RP05354,0.388,4.2.3.120,K07384
RP15747,0.381,4.2.3.130,K16188
RP01909,0.369,4.2.3.16,K15088
RP05467,0.369,4.2.3.20,K15096
RP12985,0.366,4.2.3.56,K14186
RP12978,0.356,4.2.3.57,K14184 K15808
RP01904,0.354,4.2.3.10,K15097
RP15063,0.341,4.2.3.55,K15794
RP14389,0.337,4.2.3.39,K14176
RP15038,0.337,4.2.3.50,K15798
RP11146,0.336,4.2.3.37,K10156
RP15287,0.335,4.2.3.38,K14177
RP09176,0.327,4.2.3.17,K12921
RP15054,0.326,4.2.3.40,K15795
RP15053,0.322,4.2.3.59,K15796
RP15046,0.298,4.2.3.69,K15799
RP15068,0.297,4.2.3.70,K15807
