RPAIR,Score,EC,KO
RP09329,0.282,,K12713
RP12142,0.264,2.3.1.-,K12932
RP11914,0.259,2.3.1.-,K12932
RP04363,0.253,2.3.1.150,K13393
RP11913,0.248,2.3.1.-,K12932
RP12096,0.212,2.3.1.115,K13264
RP11894,0.211,2.3.1.171,K12931
RP09463,0.211,,K12723 K12724
RP09334,0.210,2.3.1.115,K13264
RP09404,0.204,2.3.1.171,K12931
RP09582,0.202,2.3.1.214,K12935
RP11767,0.201,2.3.1.115,K13264
RP15672,0.197,,K16036
RP11830,0.195,2.3.1.115,K13264
RP09466,0.191,2.3.1.171,K12931
RP11827,0.191,2.3.1.115,K13264
RP11819,0.183,2.3.1.115,K13264
RP04268,0.183,2.3.1.115,K13264
RP10235,0.177,,K16023
RP12113,0.170,2.3.1.115,K13264
RP11889,0.165,2.3.1.172,K12934
RP09581,0.165,2.3.1.172,K12934
RP02864,0.161,2.3.1.107,K12698
RP12152,0.160,2.3.1.153,K12936
RP12154,0.160,2.3.1.153,K12936
RP15679,0.159,2.1.3.-,K16035
RP11754,0.152,2.3.1.153,K12936
RP03266,0.152,6.1.1.16,K01883 K01884
RP11753,0.152,2.3.1.153,K12936
RP03282,0.150,6.1.1.10,K01874
RP03270,0.149,6.1.1.18,K01886
RP03260,0.148,6.1.1.19,K01887
RP03268,0.147,6.1.1.24,K09698
RP03278,0.146,6.1.1.4,K01869
RP03294,0.146,6.1.1.9,K01873
RP04407,0.146,6.1.1.10,K01874
RP03276,0.145,6.1.1.5,K01870
RP00730,0.143,1.2.1.70 6.1.1.17 6.1.1.24,K01885 K02492 K09698 K14163
RP11761,0.141,2.3.1.153,K12936
RP11760,0.141,2.3.1.153,K12936
RP09327,0.136,,K12728
RP02600,0.134,6.1.1.1,K01866
RP13187,0.133,3.1.1.1,K01044 K03927
RP03292,0.129,6.1.1.2,K01867
RP16147,0.123,2.3.1.-,K17054
RP13188,0.111,3.1.1.1,K01044 K03927
RP09430,0.107,2.3.1.167,K12926
RP09454,0.097,2.3.1.162,K12923
RP05659,0.093,,K15999
RP05660,0.090,,K15999
