RPAIR,Score,EC,KO
RP04118,1.000,4.2.1.83,K10220 K16515
RP03512,0.558,4.2.1.35,K01703 K01704
RP01432,0.487,4.2.1.3 4.2.1.4,K01681 K01682
RP16339,0.469,4.2.1.114,K16792 K16793
RP03053,0.466,4.2.1.- 4.2.1.114,K16792 K16793 K17450
RP16334,0.465,4.2.1.114,K16792 K16793
RP03514,0.464,4.2.1.35,K01703 K01704
RP01292,0.453,4.2.1.2,K01676 K01677 K01678 K01679
RP03584,0.452,4.2.1.33,K01702 K01703 K01704
RP04065,0.436,4.2.1.79,K01720
RP04066,0.424,4.2.1.99,K01682
RP00121,0.421,1.3.5.1 1.3.98.1 1.3.99.1,K00226 K00234 K00235 K00236 K00237 K00239 K00240 K00241 K00242 K00244 K00245 K00246 K00247
RP03325,0.403,4.3.1.2,K04835
RP01830,0.401,4.2.1.3,K01681 K01682
RP16341,0.391,4.2.1.114,K16792 K16793
RP00937,0.391,3.5.1.38 4.3.1.1,K01744 K05597
RP04012,0.384,4.2.1.114 4.2.1.36,K01705 K16792 K16793
RP16336,0.383,4.2.1.114,K16792 K16793
RP03621,0.380,4.2.1.33,K01702 K01703 K01704
