RPAIR,Score,EC,KO
RP00343,1.000,2.7.1.69 3.1.3.12,K01087 K02777 K02817 K02818 K02819 K16055
RP03737,0.993,2.7.1.69,K02777 K02790 K02791
RP00703,0.993,2.7.1.69,K02786 K02787 K02788
RP12764,0.927,2.7.1.69,K02808 K02809 K02810
RP14172,0.886,3.1.3.79,K13086
RP14232,0.873,3.1.3.88,K13555
RP03193,0.801,2.7.1.55,K00881
RP00216,0.801,2.7.1.1 2.7.1.147 2.7.1.2 2.7.1.63 3.1.3.9,K00844 K00845 K00886 K00918 K01084 K08074 K12407
RP02452,0.801,2.7.1.69,K02777 K02778 K02779
RP00151,0.801,2.7.1.1 2.7.1.69 2.7.1.7,K00844 K02793 K02794 K02795 K02796
RP00060,0.801,2.7.1.1 2.7.1.147 2.7.1.2,K00844 K00845 K08074 K12407
RP01627,0.801,2.7.1.1 2.7.1.147 2.7.1.2 2.7.1.63,K00844 K00845 K00886 K00918 K08074 K12407
RP04038,0.767,2.7.1.69,K02752 K02753 K02777
RP01198,0.747,2.7.1.106 2.7.1.41,K05344 K11809
RP04727,0.744,2.7.1.69,K02749 K02750 K02752 K02753 K02777
RP09363,0.742,2.7.8.20,K01002
RP09106,0.736,2.7.1.179,K16018
RP13030,0.718,2.7.1.69,K02744 K10984 K10985 K10986
RP00118,0.718,2.7.1.1 2.7.1.69 2.7.1.8,K00844 K02763 K02764 K02765
RP01257,0.715,2.7.1.15,K00852
RP00518,0.704,2.7.1.60 3.1.3.-,K00885 K12409 K13967
RP00547,0.704,2.7.1.59 2.7.1.69,K00884 K02802 K02803 K02804
RP13007,0.704,2.7.1.69,K02744 K02745 K02746 K02747
RP13326,0.659,2.7.1.69,K02777 K11191 K11192
RP00044,0.618,2.7.1.48 3.1.3.5,K00876 K01081 K03787 K08722 K08723 K11751
RP00042,0.614,2.7.1.48 3.1.3.5,K00876 K01081 K03787 K08722 K08723 K11751
RP13251,0.611,2.7.1.48,K00876
RP00739,0.609,2.7.1.22 3.1.3.5,K01081 K03787 K08722 K08723 K10524 K11751
RP02936,0.606,2.7.1.83,K16328 K16330
RP00664,0.605,2.7.1.173 3.1.3.5,K01081 K03787 K08722 K08723 K10524 K11751
RP00466,0.578,2.7.1.73 3.1.3.5,K00892 K01081 K03787 K08722 K08723 K11751
RP00173,0.578,2.7.1.20 2.7.1.74 3.1.3.5,K00856 K00893 K01081 K03787 K08722 K08723 K11751 K15519
RP04244,0.573,3.1.3.73,K02226
RP03539,0.572,2.7.1.1 2.7.1.4,K00844 K00847
RP01148,0.572,2.7.1.1 2.7.1.4,K00844 K00847
RP00570,0.570,2.7.1.73 3.1.3.5,K00892 K01081 K03787 K08722 K08723 K11751
RP02433,0.564,3.1.3.5,K01081 K03787 K08722 K08723 K11751
RP00680,0.560,2.7.1.3 2.7.1.69,K00846 K02768 K02769 K02770
RP01952,0.543,2.7.1.56,K00882
RP00191,0.528,2.7.1.11 2.7.1.146 2.7.1.90 3.1.3.11,K00850 K00895 K00918 K01622 K02446 K03841 K04041 K11532 K16370
RP00149,0.528,2.7.1.11 2.7.1.144 2.7.1.56,K00850 K00917 K16370
RP00052,0.528,2.7.1.146 3.1.3.11,K00918 K01622 K02446 K03841 K04041 K11532
RP02469,0.508,2.7.1.15,K00852
RP01832,0.477,2.7.1.5,K00848
RP00232,0.432,2.7.1.74 3.1.3.5,K00893 K01081 K03787 K08722 K08723 K11751 K15519
RP00557,0.429,2.7.1.21,K00857
RP00136,0.427,2.7.1.21 3.1.3.35 3.1.3.5,K00857 K01081 K03787 K08722 K08723 K11751
RP13049,0.427,2.7.1.21,K00857
RP05282,0.423,,K12634
RP00539,0.406,2.7.1.76 3.1.3.5,K01081 K03787 K08722 K08723 K10353 K11751 K15519
RP15600,0.405,2.7.1.175,K16146
RP00294,0.400,2.7.1.113 3.1.3.5,K00904 K01081 K03787 K08722 K08723 K11751 K15518
RP13086,0.387,2.7.1.164,K10837
RP05379,0.346,3.1.3.70,K07026
RP00399,0.340,2.7.1.72 3.1.3.39,K04342 K04343 K12570
RP01349,0.314,3.1.3.25,K01092 K10047 K15759
RP01350,0.314,3.1.3.25,K01092 K10047 K15759
RP00521,0.314,3.1.3.25,K01092 K10047 K15759
RP15310,0.310,3.1.3.83,K03273
RP05254,0.310,3.1.3.82,K03273
