RPAIR,Score,EC,KO
RP10677,0.055,4.3.3.6,K06215 K08681
RP13835,0.041,1.13.11.-,K15777
RP10369,0.039,4.2.1.24,K01698
RP05421,0.032,2.6.99.2,K03474
RP05014,0.028,1.13.11.-,K15242
RP12908,0.024,,K10977
RP01049,0.023,1.13.11.11 1.13.11.52,K00453 K00463
RP02420,0.022,1.13.11.52,K00463
RP14959,0.019,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP03507,0.018,1.13.11.37,K04098
RP01645,0.018,1.13.11.3,K00448 K00449
RP03164,0.017,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP02391,0.017,1.13.11.6,K00452
RP01563,0.017,1.13.11.14,K10621
RP02925,0.017,1.13.11.15,K00455
RP01646,0.017,1.13.11.8,K04100 K04101
