RPAIR,Score,EC,KO
RP12202,0.225,2.3.1.5,K00622
RP01214,0.179,2.1.1.111,K12643
RP01220,0.159,3.5.1.9,K01432 K07130 K14263
RP05306,0.145,1.5.99.12,K00279
RP05280,0.128,2.-.-.-,K12633
RP03664,0.106,2.5.1.27,K10760
RP00423,0.102,2.1.3.2,K00608 K00609 K00610 K11540 K11541
RP09560,0.101,,K12725
RP09564,0.099,,K12715
RP09559,0.099,,K12709
RP14099,0.098,2.1.3.11,K13043
RP01875,0.098,3.5.1.9,K01432 K07130 K14263
RP10594,0.098,,K10760
RP14669,0.097,3.5.1.102,K14653
RP01168,0.096,3.5.1.6,K01431
RP15644,0.096,3.5.1.110,K09020
RP13250,0.092,3.5.1.6,K01431
RP04308,0.092,3.5.1.6,K01431
RP04516,0.091,3.5.1.9,K01432 K07130 K14263
RP00576,0.089,2.1.3.3,K00611
RP05285,0.087,,K12636
RP02199,0.086,3.5.3.9,K02083
RP11135,0.084,2.1.3.9,K09065
RP10497,0.083,,K10760
RP05279,0.083,2.3.-.-,K12632
RP04205,0.082,2.1.2.3 6.3.4.-,K00602 K01492 K06863
RP00508,0.081,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP09561,0.080,,K12725
RP00335,0.078,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP01293,0.074,4.3.2.2,K01756
RP00425,0.072,3.5.1.15,K01437
RP04458,0.070,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP15604,0.068,3.5.1.110,K09020
RP00812,0.068,3.5.4.16,K01495
