reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R00235/6.2.1A2/6.2.1.1;	370/6.2.1A2;	0.535652	0.395349	0.509091	0.518519	0.462687	0.586667	0.514286	0.545455	0.645833
R00925/6.2.1A2/6.2.1.1,6.2.1.17;	370/6.2.1A2;	0.531732	0.395349	0.509091	0.52439	0.457143	0.578947	0.507042	0.539326	0.639175
R01176/6.2.1A2/6.2.1.2;	370/6.2.1A2;	0.528814	0.395349	0.509091	0.52439	0.464789	0.56962	0.5	0.533333	0.632653
R09286(r)/6.2.1A2/6.2.1.36;	370/6.2.1A2;	0.528814	0.395349	0.509091	0.52439	0.464789	0.56962	0.5	0.533333	0.632653
R00389/6.2.1A2/6.2.1.2;	370/6.2.1A2;	0.527682	0.395349	0.482143	0.481928	0.462687	0.586667	0.514286	0.545455	0.645833
R01558/6.2.1A2/6.2.1.8;	370/6.2.1A2;	0.525338	0.395349	0.509091	0.53012	0.432432	0.571429	0.5	0.533333	0.632653
R09279/6.2.1A2/6.2.1.40;	370/6.2.1A2;	0.524288	0.395349	0.509091	0.52439	0.464789	0.555556	0.493333	0.527473	0.626263
R01357/6.2.1A2/6.2.1.16;	370/6.2.1A2;	0.523411	0.395349	0.509091	0.52439	0.472222	0.542169	0.493151	0.527473	0.626263
R04157/6.2.1A2/6.2.1.23;	370/6.2.1A2;	0.523411	0.395349	0.509091	0.52439	0.472222	0.542169	0.493151	0.527473	0.626263
R03383/6.2.1A2/;	370/6.2.1A2;	0.519802	0.395349	0.509091	0.53012	0.466667	0.535714	0.486486	0.521739	0.62
R10820/6.2.1A2/6.2.1.44;	370/6.2.1A2;	0.516667	0.395349	0.509091	0.52439	0.444444	0.536585	0.473684	0.527473	0.626263
R11632/6.2.1A2/6.2.1.48;	370/6.2.1A2;	0.511254	0.395349	0.509091	0.52439	0.472222	0.566265	0.4875	0.461538	0.601942
R07887/6.2.1A2/;	370/6.2.1A2;	0.508972	0.395349	0.509091	0.52439	0.464789	0.555556	0.461538	0.494845	0.584906
R01280/6.2.1A2/6.2.1.3;	370/6.2.1A2;	0.508972	0.395349	0.509091	0.52439	0.464789	0.555556	0.461538	0.494845	0.584906
