reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R11354/1.4.3A1/1.4.3.4;	386/1.4.3A1;	0.869565	0.818182	0.875	1	1	-nan	-nan	-nan	-nan
R01853/1.4.3A1/1.4.3.21;	386/1.4.3A1;	0.772727	0.818182	0.857143	0.666667	0	-nan	-nan	-nan	-nan
R00637/1.4.3B1/1.1.3.13;	386/1.4.3A1;	0.608696	0.8	0.625	0.25	0	-nan	-nan	-nan	-nan
R06154/1.4.3A1/1.4.3.21;	386/1.4.3A1;	0.590909	0.818182	0.571429	0	0	-nan	-nan	-nan	-nan
R02277/1.4.3B1/1.1.3.18;	386/1.4.3A1;	0.482759	0.8	0.5	0.125	0	-nan	-nan	-nan	-nan
R01469/1.4.3A1/1.4.3.8;	386/1.4.3A1;	0.433333	0.818182	0.444444	0	0	-nan	-nan	-nan	-nan
R06124/1.4.3A1/1.4.3.1,1.4.3.11,1.4.3.2,1.4.3.3,1.4.3.7;	386/1.4.3A1;	0.425	0.818182	0.666667	0.181818	0	-nan	-nan	-nan	-nan
R01259,R01340/1.4.3A1/1.4.3.2,1.4.3.3;	386/1.4.3A1;	0.425	0.818182	0.666667	0.181818	0	-nan	-nan	-nan	-nan
R01340/1.4.3A1/1.4.3.3;	386/1.4.3A1;	0.425	0.818182	0.666667	0.181818	0	-nan	-nan	-nan	-nan
R01853(r)/1.4.3A1(rev)/1.4.3.21;	386/1.4.3A1;	0.392857	0.818182	0.181818	0	0	-nan	-nan	-nan	-nan
R02529/1.4.3A1/1.4.3.21,1.4.3.4;	386/1.4.3A1;	0.382353	0.818182	0.444444	0	0	-nan	-nan	-nan	-nan
R00366/1.4.3A1/1.4.3.19,1.4.3.3;	386/1.4.3A1;	0.382353	0.818182	0.444444	0	0	-nan	-nan	-nan	-nan
R03139/1.4.3A1/1.4.3.21,1.4.3.22;	386/1.4.3A1;	0.382353	0.818182	0.444444	0	0	0	-nan	-nan	-nan
R00610/1.4.3A1/1.5.3.1;	386/1.4.3A1;	0.382353	0.818182	0.444444	0	0	0	-nan	-nan	-nan
R00637(r)/1.4.3B1(rev)/1.1.3.13;	386/1.4.3A1;	0.37037	0.8	0.181818	0	0	-nan	-nan	-nan	-nan
R01264/1.4.3A1/1.5.3.2;	386/1.4.3A1;	0.351351	0.818182	0.444444	0	0	0	-nan	-nan	-nan
R06154(r)/1.4.3A1(rev)/1.4.3.21;	386/1.4.3A1;	0.346154	0.818182	0	0	0	-nan	-nan	-nan	-nan
R01151/1.4.3A1/1.4.3.10,1.4.3.22;	386/1.4.3A1;	0.342105	0.818182	0.444444	0	0	0	0	-nan	-nan
R01341/1.4.3B1/1.1.3.15;	386/1.4.3A1;	0.341463	0.8	0.5	0.0833333	0	-nan	-nan	-nan	-nan
R10102/1.4.3A1/1.5.3.19;	386/1.4.3A1;	0.325	0.818182	0.444444	0	0	0	0	0	-nan
R05862/1.4.3A1/1.4.3.19;	386/1.4.3A1;	0.325	0.818182	0.363636	0	0	0	-nan	-nan	-nan
R11618/1.4.3B1/1.1.3.41;	386/1.4.3A1;	0.323529	0.8	0.3	0	0	-nan	-nan	-nan	-nan
R00475/1.4.3B1/1.1.3.15;	386/1.4.3A1;	0.323529	0.8	0.3	0	0	-nan	-nan	-nan	-nan
R06740/1.4.3A1/1.4.3.21;	386/1.4.3A1;	0.309524	0.818182	0.444444	0	0	0	0	0	-nan
R05334/1.4.3A1/1.4.3.21;	386/1.4.3A1;	0.309524	0.818182	0.444444	0	0	0	0	0	-nan
R02277(r)/1.4.3B1(rev)/1.1.3.18;	386/1.4.3A1;	0.30303	0.8	0.153846	0	0	-nan	-nan	-nan	-nan
R05861/1.4.3A1/1.4.3.19,1.4.3.3;	386/1.4.3A1;	0.295455	0.818182	0.363636	0	0	-nan	-nan	-nan	-nan
R01564/1.4.3A1/1.5.3.10;	386/1.4.3A1;	0.288889	0.818182	0.363636	0	0	0	-nan	-nan	-nan
R07463/1.4.3B1/1.4.3.19;	386/1.4.3A1;	0.285714	0.636364	0.3	0	0	-nan	-nan	-nan	-nan
R05863/1.4.3A1/1.4.3.19;	386/1.4.3A1;	0.282609	0.818182	0.363636	0	0	0	0	-nan	-nan
R00612/1.4.3A1/1.5.3.4;	386/1.4.3A1;	0.276596	0.818182	0.444444	0	0	0	0	0	0
R01469(r)/1.4.3A1(rev)/1.4.3.8;	386/1.4.3A1;	0.264706	0.818182	0	0	0	-nan	-nan	-nan	-nan
R01022/1.4.3B1/1.1.3.17;	386/1.4.3A1;	0.261905	0.8	0.3	0	0	0	-nan	-nan	-nan
R10101/1.4.3A1/1.5.3.21;	386/1.4.3A1;	0.26	0.818182	0.363636	0	0	0	0	0	-nan
R04025/1.4.3A1/1.4.3.4;	386/1.4.3A1;	0.26	0.818182	0.444444	0	0	0	0	0	0
R07415/1.4.3A1/;	386/1.4.3A1;	0.25	0.818182	0.444444	0	0	0	0	0	0
R07598/1.4.3A1/1.4.3.20;	386/1.4.3A1;	0.240741	0.818182	0.444444	0	0	0	0	0	0
R06124(r)/1.4.3A1(rev)/1.4.3.1,1.4.3.11,1.4.3.2,1.4.3.3,1.4.3.7;	386/1.4.3A1;	0.23913	0.818182	0.153846	0	0	-nan	-nan	-nan	-nan
R01340(r)/1.4.3A1(rev)/1.4.3.3;	386/1.4.3A1;	0.23913	0.818182	0.153846	0	0	-nan	-nan	-nan	-nan
R01259,R01340(r)/1.4.3A1(rev)/1.4.3.2,1.4.3.3;	386/1.4.3A1;	0.23913	0.818182	0.153846	0	0	-nan	-nan	-nan	-nan
R03139(r)/1.4.3A1(rev)/1.4.3.21,1.4.3.22;	386/1.4.3A1;	0.236842	0.818182	0	0	0	0	-nan	-nan	-nan
R02529(r)/1.4.3A1(rev)/1.4.3.21,1.4.3.4;	386/1.4.3A1;	0.236842	0.818182	0	0	0	-nan	-nan	-nan	-nan
R00366(r)/1.4.3A1(rev)/1.4.3.19,1.4.3.3;	386/1.4.3A1;	0.236842	0.818182	0	0	0	-nan	-nan	-nan	-nan
R01341(r)/1.4.3B1(rev)/1.1.3.15;	386/1.4.3A1;	0.222222	0.8	0.153846	0	0	-nan	-nan	-nan	-nan
R00475(r)/1.4.3B1(rev)/1.1.3.15;	386/1.4.3A1;	0.216216	0.8	0	0	0	-nan	-nan	-nan	-nan
R11618(r)/1.4.3B1(rev)/1.1.3.41;	386/1.4.3A1;	0.216216	0.8	0	0	0	-nan	-nan	-nan	-nan
R01151(r)/1.4.3A1(rev)/1.4.3.10,1.4.3.22;	386/1.4.3A1;	0.214286	0.818182	0	0	0	0	0	-nan	-nan
R09077/1.4.3A1/1.5.3.17;	386/1.4.3A1;	0.213115	0.818182	0.363636	0	0	0	0	0	0
R02150/1.4.3A1/1.4.3.22;	386/1.4.3A1;	0.209677	0.818182	0.444444	0	0	0	0	0	0
R01914/1.4.3A1/1.5.3.14,1.5.99.6;	386/1.4.3A1;	0.206349	0.818182	0.363636	0	0	0	0	0	0
R11381/1.4.3B1/;	386/1.4.3A1;	0.203704	0.8	0.3	0	0	0	0	0	0
R04239/1.4.3A1/1.4.3.13;	386/1.4.3A1;	0.203125	0.818182	0.444444	0	0	0	0	0	0
R02613/1.4.3A1/1.4.3.21,1.4.3.4;	386/1.4.3A1;	0.19697	0.818182	0.444444	0	0	0	0	0	0
R09076/1.4.3A1/1.5.3.16,1.5.3.17;	386/1.4.3A1;	0.19697	0.818182	0.363636	0	0	0	0	0	0
R02613/1.4.3A1/1.4.3.21,1.4.3.4;	386/1.4.3A1;	0.19697	0.818182	0.444444	0	0	0	0	0	0
