RPAIR,Score,EC,KO
RP02966,0.083,2.7.7.38,K00979
RP01262,0.069,5.3.1.6,K01807 K01808
RP02215,0.066,5.3.1.14,K01813
RP02806,0.066,5.3.1.25 5.3.1.3,K01818
RP15353,0.062,5.3.1.27,K08094 K13831
RP01095,0.062,5.3.1.27,K08094 K13831
RP04060,0.061,5.3.1.23,K08963
RP15307,0.060,5.3.1.28,K03271
RP15306,0.060,5.3.1.28,K03271
RP05252,0.060,5.3.1.28,K03271
RP03702,0.059,2.7.1.69,K02812 K02813 K02814 K02815
RP01272,0.058,4.1.2.40,K01635 K08302 K16371
RP01270,0.058,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01274,0.058,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01787,0.057,2.2.1.2,K00616 K13810
RP03444,0.057,2.7.1.3,K00846
RP01797,0.056,2.7.1.14,K11214
RP10934,0.056,3.5.-.-,K10708
RP11967,0.056,3.1.3.77,K09880 K16054
RP15837,0.055,2.2.1.11,K16305
RP03121,0.055,5.3.1.24,K01817 K13498 K13501
RP04284,0.054,5.3.1.16,K01814
RP04652,0.050,3.5.4.16,K01495
RP01571,0.040,2.7.1.16 2.7.1.47,K00853 K00875
RP01831,0.040,2.7.1.53,K00880
RP02217,0.040,2.7.1.16,K00853
RP01652,0.040,2.7.1.17,K00854
RP04026,0.029,4.2.2.6,K01730
RP00692,0.026,1.1.1.14 1.1.1.15,K00008
RP00231,0.026,1.1.1.11 1.1.1.67,K00007 K00045
