RPAIR,Score,EC,KO
RP02067,1.000,2.7.1.36,K00869
RP01582,0.522,2.7.1.178 2.7.1.45,K00874
RP03005,0.522,2.7.1.178 2.7.1.58,K00883
RP02387,0.476,2.7.1.13,K11441
RP00194,0.466,2.7.1.30 3.1.3.21,K00864 K06116 K06117
RP16356,0.453,2.7.1.69,K17464 K17465 K17466 K17467
RP12242,0.449,2.7.1.-,K10710
RP02689,0.447,2.7.1.33,K00867 K01947 K03525 K09680
RP01728,0.429,2.7.1.12,K00851
RP02965,0.415,3.1.3.45,K03270
RP00820,0.411,2.7.1.69,K02798 K02799 K02800
RP05405,0.411,2.7.1.69,K02781 K02782 K02783
RP05163,0.411,2.7.1.69,K02773 K02774 K02775
RP14675,0.410,2.7.1.169,K06982
RP04036,0.400,2.7.1.33,K00867 K01947 K03525 K09680
RP01531,0.394,2.7.1.82 3.1.3.75,K00894 K06124 K14156
RP02648,0.388,2.7.1.33 2.7.1.34,K00867 K01947 K03525 K09680
RP10123,0.373,2.7.1.53,K00880
RP02476,0.361,2.7.1.94,K09881
RP01745,0.360,2.7.1.39,K00872 K02203 K02204
RP00352,0.358,2.7.1.108,K00902
RP04691,0.333,4.2.3.1,K01733
RP12253,0.331,,K15825
RP03796,0.322,3.1.3.4,K01080
RP01767,0.316,3.1.3.29,K01097
RP01439,0.315,3.1.3.18,K01091
RP09009,0.314,2.7.1.177,K16651
RP00435,0.312,2.7.1.31,K00865 K15788 K15918
RP00513,0.312,3.1.3.3,K01079 K02203
RP01729,0.303,2.7.1.165,K11529
