RPAIR,Score,EC,KO
RP01710,0.063,4.2.3.5,K01736
RP03918,0.058,4.2.3.12,K01737
RP01909,0.047,4.2.3.16,K15088
RP05467,0.047,4.2.3.20,K15096
RP05585,0.046,4.2.3.108,K07385
RP11143,0.046,4.2.3.75,K10187 K15803
RP15063,0.046,4.2.3.55,K15794
RP15287,0.045,4.2.3.38,K14177
RP15053,0.045,4.2.3.59,K15796
RP15054,0.045,4.2.3.40,K15795
RP12985,0.045,4.2.3.56,K14186
RP11144,0.045,4.2.3.22,K10187 K15803
RP05353,0.042,4.2.3.119,K07384
RP15747,0.041,4.2.3.130,K16188
RP15048,0.039,4.2.3.76,K15806
RP11141,0.039,4.2.3.24,K14178
RP02120,0.038,4.2.3.13,K14183
RP15066,0.038,4.2.3.67,K15809
RP14367,0.035,4.2.3.35,K14046
RP14360,0.035,4.2.3.44,K14042
RP05496,0.034,4.2.3.18,K12927
RP05499,0.033,4.2.3.32,K14041
RP14369,0.033,4.2.3.28,K14036
RP13558,0.032,4.2.3.124,K13546
RP11877,0.028,,K12928
RP14366,0.028,4.2.3.34,K14045
RP11878,0.028,,K12928
RP15547,0.028,4.2.3.103,K16082
RP04693,0.028,4.2.3.19,K04121
RP11876,0.028,4.2.3.42,K12928
RP10678,0.027,4.3.3.6,K06215 K08681
RP14364,0.027,4.2.3.33,K14044
RP05557,0.024,1.14.13.107,K14733
RP14685,0.024,1.14.13.107,K14733
RP15846,0.023,1.10.99.3 1.14.13.90,K09838 K09839
RP12999,0.021,1.14.14.1,K07411 K07412 K07424
RP02055,0.020,1.14.13.22,K03379
RP09043,0.020,1.14.13.22,K03379
RP14722,0.019,1.14.14.1,K07409
RP14723,0.019,1.14.14.1,K07409 K07411 K07424
