RPAIR,Score,EC,KO
RP13245,0.301,2.4.2.8,K00760
RP02963,0.284,2.4.2.19,K00767
RP13033,0.152,1.17.3.2,K00106
RP12780,0.142,1.11.1.21 1.11.1.6,K03781 K03782
RP13056,0.126,1.1.1.205,K00088
RP00380,0.125,1.17.1.4 1.17.3.2,K00087 K00106 K11177 K11178 K13479 K13480 K13481 K13482 K13483
RP01384,0.119,3.5.4.2,K01486
RP00569,0.119,1.17.1.4 1.17.3.2,K00087 K00106 K11177 K11178 K13479 K13480 K13481 K13482 K13483
RP12176,0.117,1.17.3.2,K00106
RP01682,0.117,3.5.4.3,K01487
RP12175,0.117,1.17.3.2,K00106
RP01321,0.116,1.1.1.205,K00088
RP11719,0.113,1.17.3.2,K00106
RP11918,0.112,1.14.14.1 1.17.3.2,K00106 K07409 K07411
RP02305,0.111,3.5.4.4,K01488
RP01594,0.110,3.5.4.4,K01488
RP14178,0.109,1.14.13.-,K15506
RP00573,0.109,6.3.5.2,K01951
RP03973,0.108,3.5.4.17 3.5.4.6,K01490
RP14696,0.106,2.5.1.77,K11780 K11781
RP13247,0.104,6.3.5.2,K01951
RP03713,0.100,1.2.3.1,K00157
RP14672,0.100,,K14655
RP01325,0.100,6.3.4.4,K01939
RP03069,0.097,3.5.4.26,K01498 K11752
RP01207,0.092,3.5.4.1,K01485
RP16141,0.091,3.5.4.34,K15440
RP16138,0.091,3.5.4.33,K11991
RP01490,0.091,3.5.4.1,K01485
