Reaction name,SIMMER pred
11561,1.14.12;1.1.1
80556,2.1.1
51021,5.1.3;5.1.1
10193,7.2.2
12946,1.13.11
36228,2.8.2
17766,3.1.3
59617,3.4.13;3.5.1
76576,4.2.1
25937,1.3.99;1.17.3
19650,6.1.1
46577,1.14.19;1.3.1
59361,3.4.13;3.5.1
11969,4.2.1
45893,4.2.1
15198,2.1.1
10509,
42901,2.1.1
61593,
65245,2.4.1
34784,1.1.1
30456,5.2.1
25210,3.5.1
49177,2.1.1
26483,2.5.1
12930,2.3.1
11749,
70812,4.1.99
13034,4.1.1;4.1.2
16014,6.1.1
13838,1.3.1;1.14.12;1.1.1
21081,2.7.7
49589,3.1.3
42633,2.8.4;2.1.1
22729,2.4.99
18750,1.8.1;1.1.1
27311,5.99.1;1.13.11
24985,1.14.18
13842,1.6.5;1.18.1;1.1.1
20346,1.2.1;1.1.1
22021,7.2.2
65561,1.13.11
49753,1.3.1
28796,1.6.2;1.18.1;1.1.1
20410,3.1.3
24225,1.1.1
25067,1.3.1;1.14.12;1.1.1
18914,2.4.3;2.4.1
13870,1.14.12;1.1.1
36268,1.5.1;1.1.1
42657,3.1.1
16814,4.2.1;4.1.1
13946,5.1.3;5.1.1
54725,2.1.1
20078,2.1.1
65657,1.17.99
21753,5.3.99;1.13.11
11577,2.7.2
17210,
34308,1.14.13;1.1.1
17014,4.1.1
43433,
42413,2.7.2;2.7.4;2.7.1
31580,
45181,2.3.1
16338,1.14.14
29768,7.2.2
22493,2.3.1;2.1.4
18166,1.14.12;1.1.1
18878,2.1.1
48941,3.5.1
78796,2.3.1
55205,2.5.1
54673,4.2.3
17566,2.1.1
16334,2.7.8
56457,5.5.1
31864,5.4.99
42785,2.1.1
50365,1.14.19;1.14.14
34780,1.1.1
60397,3.1.1
70804,4.1.2
53649,4.2.3
12293,6.1.1
57357,1.14.20;1.14.11
24269,1.3.1;1.1.1
21161,6.2.1
11261,1.12.1;1.1.1
81488,4.2.1
34776,1.1.1
31736,1.1.1
23121,7.2.2
23629,2.4.1
16978,1.14.13;1.1.1
29880,7.2.2
27291,1.97.1
55969,2.1.1
47973,5.3.2
18586,4.2.3
67825,2.4.1
