reaction_id,Prediction
10037,1.1.3;1.13.11;1.11.1;1.5.3;1.2.3
10041,3.1.3;3.1.7;3.6.1;3.6.4;3.6.5
10081,1.3.1;1.1.1;1.14.12;1.17.1;1.14.13
10089,2.4.1;2.4.2;2.7.7;2.7.8;3.6.1
10193,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5
10209,3.4.11;6.1.1;2.3.2;6.3.2;6.1.2
10285,2.6.1;5.1.1;6.3.2;2.7.4;2.3.1
10349,6.3.2;6.3.1;3.5.1;6.3.4;3.4.17
10365,2.3.1;4.2.1;4.1.3;3.1.2;4.4.1
10501,2.3.1;3.1.2;6.2.1;2.8.3;1.2.1
10509,2.2.1;4.1.2;2.7.4;5.2.1;5.3.3
10621,1.2.1;2.3.1;1.8.1;1.1.1;6.2.1
10669,2.3.1;5.4.99;5.5.1;3.1.1;2.7.8
10705,6.1.1;3.6.1;2.7.7;6.2.1;2.7.6
10745,1.14.12;1.14.13;1.3.1;4.1.1;1.17.1
10757,2.7.1;2.7.6;6.5.1;2.7.7;2.5.1
10805,2.6.1;5.1.1;2.7.4;5.4.99;4.1.2
10809,1.11.2;1.11.1;3.3.2;1.1.3;1.5.3
10849,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5
10937,1.17.5;4.4.1;2.1.1;5.3.3;4.1.99
11017,4.2.1;4.3.2;3.2.1;5.1.99;5.1.1
11025,2.7.1;6.3.1;2.7.2;6.3.4;2.7.4
11061,6.1.1;3.6.1;2.7.7;6.2.1;2.7.6
11081,3.1.3;3.1.5;2.7.1;5.4.2;3.6.1
11181,6.1.1;6.3.2;6.3.1;6.3.4;2.7.2
11241,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7
11253,3.5.1;2.6.1;4.3.1;5.1.1;6.3.1
11261,1.11.1;1.6.3;1.1.1;1.14.13;1.1.3
11265,1.11.1;1.6.3;1.1.1;1.14.13;1.1.3
11265,1.11.1;1.6.3;1.1.1;1.14.13;1.1.3
11277,1.14.19;1.11.1;1.14.13;3.2.1;3.6.1
11281,2.1.2;1.5.1;3.5.99;1.4.1;2.1.1
11313,3.8.1;3.1.4;4.2.1;1.14.19;3.5.4
11349,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5
11365,2.7.1;3.6.1;2.7.6;6.4.1;5.6.2
11453,1.14.14;1.14.19;1.3.8;1.17.8;1.5.1
11561,1.14.12;1.3.1;1.14.13;1.17.1;1.1.1
11577,2.7.1;2.7.4;2.7.6;2.7.8;2.7.2
11681,6.3.5;6.3.4;6.3.1;3.6.1;3.5.4
11689,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2
11721,6.3.1;3.5.1;6.3.4;3.6.4;6.3.5
11741,1.8.1;1.11.1;1.12.1;1.2.1;1.17.1
11749,4.1.2;5.1.1;2.7.4;5.1.2;4.2.1
11765,3.5.1;3.5.3;1.4.9;4.2.1;1.14.13
11849,3.1.2;2.8.1;1.8.4;1.8.3;2.7.2
11953,1.1.1;4.1.2;1.1.99;5.3.1;4.1.1
11969,1.13.11;1.14.99;1.3.99;1.14.12;1.1.99
11981,1.8.1;1.2.1;1.5.1;1.4.1;6.3.2
12029,3.5.1;3.4.17;4.3.2;5.1.1;4.2.1
12069,2.7.11;2.7.12;2.7.8;2.7.6;6.5.1
12165,2.8.2;3.6.2;1.8.99;3.1.6;2.4.99
12193,4.2.3;2.5.1;3.1.7;4.2.1;5.3.3
12233,2.8.1;3.1.2;6.1.1;1.20.4;1.21.4
12257,1.3.1;1.14.12;1.14.13;4.1.99;1.1.1
12257,1.3.1;1.14.12;1.14.13;4.1.99;1.1.1
12261,2.7.1;2.7.4;2.7.11;2.7.8;2.7.12
12293,6.1.1;6.3.2;6.3.4;6.3.1;2.7.2
12297,3.5.99;4.2.1;1.5.1;1.5.3;1.5.99
12337,4.2.1;5.3.2;5.5.1;4.1.2;4.3.1
12341,2.3.1;2.3.2;3.5.1;6.3.2;6.1.1
12385,1.3.3;1.3.98;1.7.3;1.14.99;1.17.3
12429,1.1.1;1.3.1;1.14.12;1.17.1;1.14.13
12533,1.8.4;1.3.4;1.8.3;2.8.1;1.21.4
12541,6.1.1;3.6.1;2.7.7;6.2.1;2.7.4
12585,4.2.1;1.14.15;5.3.3;3.2.1;3.1.3
12594,2.7.1;2.7.8;4.6.1;2.7.6;2.7.2
12606,4.1.1;4.1.2;1.2.7;1.1.1;1.2.1
12722,2.5.1;2.1.1;2.7.7;1.1.98;1.17.98
12730,5.5.1;4.2.3;5.1.2;5.3.3;1.3.99
12734,2.4.2;2.5.1;6.3.4;2.7.7;2.7.6
12738,4.4.1;2.5.1;4.3.2;2.3.1;2.1.1
12758,1.1.1;1.3.1;1.17.1;1.12.1;1.6.99
12826,3.1.2;2.8.1;1.20.4;1.8.3;1.21.4
12902,3.5.3;3.5.1;2.1.4;4.3.2;2.1.3
12918,3.2.1;2.4.1;5.1.3;2.3.1;3.2.2
12930,2.3.1;4.1.3;4.2.1;3.1.2;4.4.1
12946,3.6.1;3.2.1;3.1.1;3.13.1;4.2.1
12978,3.1.3;3.6.1;3.6.4;3.6.5;3.2.1
12994,1.3.8;1.14.14;1.17.8;1.1.98;1.5.1
13034,1.1.1;4.1.2;5.1.3;1.1.99;5.3.1
13126,1.8.4;2.3.1;2.7.4;2.6.1;2.5.1
13182,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5
13482,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2
13522,1.1.99;1.14.18;4.1.3;5.3.2;1.8.2
13598,3.5.1;4.3.2;2.1.3;2.1.4;4.2.1
13662,3.5.1;4.2.1;3.5.99;2.1.2;3.5.4
13678,4.1.2;5.3.3;5.3.99;1.1.1;5.1.2
13730,2.7.8;3.1.4;2.7.6;6.5.1;4.6.1
13742,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7
13802,1.6.3;1.14.13;1.1.1;1.17.1;1.12.1
13818,2.8.1;1.14.99;1.8.4;1.17.4;1.8.3
13838,1.14.12;1.3.1;1.1.1;1.14.13;1.17.1
13842,1.6.2;1.1.1;1.12.1;1.6.3;1.17.1
13850,1.1.1;1.1.99;5.3.1;1.1.3;5.4.1
13870,1.14.12;1.1.1;1.3.1;1.14.13;4.1.1
13930,3.5.3;3.5.1;4.3.2;1.14.13;1.4.9
13946,2.6.1;4.1.2;5.1.1;2.7.4;1.1.99
13950,1.6.2;1.1.1;1.12.1;1.6.3;1.17.1
13962,1.3.5;1.3.3;3.6.5;3.6.4;1.3.98
14022,1.14.99;1.14.19;1.14.15;1.3.99;1.17.99
14046,4.1.1;1.14.11;2.7.1;1.13.11;2.5.1
14094,2.6.1;1.14.11;4.1.1;1.13.12;1.14.20
14142,1.8.99;3.6.2;2.8.1;2.8.2;1.8.4
14146,2.7.14;2.7.13;2.7.1;2.7.10;2.7.2
14202,4.1.2;1.1.1;1.1.99;2.6.1;4.1.3
14222,3.1.6;3.13.1;3.6.2;3.1.1;1.2.98
14258,2.4.1;3.2.1;3.6.1;2.4.2;2.7.8
14266,2.6.1;2.3.1;4.1.2;4.1.1;2.1.2
14270,1.1.5;1.17.5;1.12.1;1.1.1;1.6.5
14342,1.14.11;4.1.3;4.1.1;4.1.2;1.1.1
14358,2.7.1;2.7.2;2.7.4;2.7.6;2.7.8
14430,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5
14458,2.3.1;3.1.2;2.8.3;6.2.1;4.2.1
14462,2.4.1;2.4.2;2.7.8;3.2.1;2.7.7
14534,3.5.1;3.5.4;3.5.5;6.3.1;6.3.4
14542,3.1.2;6.2.1;1.2.1;2.3.1;2.8.3
14558,3.2.1;2.3.1;2.4.1;3.2.2;5.4.99
14598,2.7.8;3.1.4;2.7.1;2.7.6;6.5.1
14658,4.1.2;1.1.1;1.1.99;5.3.1;2.2.1
14674,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5
14822,5.3.1;1.1.1;5.1.3;1.1.99;5.4.1
14850,3.5.1;4.3.2;3.5.3;3.4.17;3.4.13
14894,2.6.1;2.1.4;4.3.1;1.4.1;5.1.1
