RPAIR,Score,EC,KO
RP14697,0.149,2.5.1.77,K11780 K11781
RP01459,0.124,3.7.1.2,K01555 K16171
RP01296,0.101,3.7.1.20 3.7.1.5,K01557 K16164 K16165
RP00015,0.087,1.14.11.- 1.14.11.1 1.14.11.11 1.14.11.12 1.14.11.13 1.14.11.14 1.14.11.15 1.14.11.17 1.14.11.19 1.14.11.2 1.14.11.20 1.14.11.21 1.14.11.22 1.14.11.23 1.14.11.26 1.14.11.27 1.14.11.31 1.14.11.32 1.14.11.4 1.14.11.8 1.14.11.9 1.14.20.1 1.14.20.2,K00471 K00472 K00473 K00474 K00475 K03119 K04124 K04125 K05277 K05278 K05282 K06912 K10276 K10674 K12675 K12692 K12697 K12744 K12745 K12746 K13077 K13229 K13645 K13646 K13647 K14975 K14976
RP02797,0.087,1.2.5.1,K00156
RP09160,0.077,3.7.1.-,K05714
RP02342,0.077,3.7.1.-,K05714
RP04736,0.069,3.7.1.-,K10702
RP04963,0.065,3.7.1.9,K10216
RP04971,0.065,3.7.1.-,K10702
RP04968,0.054,3.7.1.-,K10623
RP11335,0.046,3.7.1.-,K14604
RP01218,0.045,3.7.1.3,K01556
