reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R00319(r)/1.13.12B1(rev)/1.13.12.4;	85/1.13.11A4(rev);	0.27451	0.588235	0.533333	0.444444	0.111111	0	0	0	-nan
R07364(r)/1.13.11A4(rev)/1.13.11.54;	85/1.13.11A4(rev);	0.209302	0.533333	0.375	0.333333	0.166667	0.0909091	0	0	0
R00449(r)/1.13.12B1(rev)/1.13.12.2;	85/1.13.11A4(rev);	0.2	0.5	0.352941	0.333333	0.181818	0.0434783	0	0	0
R00319/1.13.12B1/1.13.12.4;	85/1.13.11A4(rev);	0.192661	0.588235	0.352941	0.238095	0	0	0	0	-nan
R07364/1.13.11A4/1.13.11.54;	85/1.13.11A4(rev);	0.19084	0.533333	0.375	0.272727	0.166667	0.0434783	0	0	0
R00559(r)/1.13.12B1(rev)/1.13.12.1;	85/1.13.11A4(rev);	0.183673	0.5	0.352941	0.333333	0.181818	0.0434783	0	0	0
R07364/1.13.11A2/1.13.11.54;	85/1.13.11A4(rev);	0.164179	0.533333	0.375	0.217391	0.12	0	0	0	0
R00690(r)/1.13.12B1(rev)/1.13.12.9;	85/1.13.11A4(rev);	0.154286	0.5	0.352941	0.333333	0.166667	0.0344828	0	0	0
R00690(r)/1.13.12B1(rev)/1.13.12.9;	85/1.13.11A4(rev);	0.154286	0.5	0.352941	0.333333	0.166667	0.0344828	0	0	0
R00449/1.13.12B1/1.13.12.2;	85/1.13.11A4(rev);	0.140845	0.5	0.277778	0.166667	0.0833333	0	0	0	0
R05295/1.13.11A2/1.13.11.2;	85/1.13.11A4(rev);	0.139535	0.533333	0.375	0.333333	0.0625	0	0	0	0
R01506/1.13.11A2/1.13.11.28;	85/1.13.11A4(rev);	0.138756	0.533333	0.411765	0.259259	0.142857	0.05	0	0	0
R01184/1.13.11A6/1.13.99.1;	85/1.13.11A4(rev);	0.138158	0.588235	0.4	0.30303	0.191489	0.0666667	0.0153846	0	0
