RPAIR,Score,EC,KO
RP11821,1.000,2.1.1.- 2.1.1.146,K17057 K17059
RP16136,0.814,2.1.1.-,K17059
RP09036,0.615,2.1.1.68,K13066
RP09056,0.615,2.1.1.68,K13066
RP16132,0.597,2.1.1.146,K17057 K17058
RP01863,0.585,2.1.1.104,K00588
RP02985,0.572,2.1.1.68,K13066
RP09051,0.570,2.1.1.68,K13066
RP09063,0.570,2.1.1.68,K13066
RP03933,0.547,2.1.1.6,K00545
RP11129,0.545,2.1.1.104,K00588
RP02167,0.535,2.1.1.68,K13066
RP02284,0.524,2.1.1.6,K00545
RP04493,0.524,2.1.1.6,K00545
RP02603,0.514,2.1.1.6,K00545
RP04875,0.503,2.1.1.-,K15066
RP02926,0.500,2.1.1.6,K00545
RP04497,0.481,2.1.1.6,K00545
RP16134,0.481,2.1.1.146,K17058
RP14536,0.473,2.1.1.-,K15064
RP13787,0.454,2.1.1.-,K13390
RP13789,0.454,2.1.1.-,K13390
RP02784,0.452,2.1.1.4,K00543
RP04810,0.447,2.1.1.116,K13386
RP04509,0.447,2.1.1.4,K00543
RP03458,0.441,2.1.1.116,K13386
RP03166,0.427,2.1.1.-,K15066
RP15497,0.423,2.1.1.240,K16040
RP09040,0.419,2.1.1.212,K13259
RP04719,0.413,2.1.1.128,K13383
RP11817,0.404,2.1.1.150,K13262
RP02611,0.400,2.1.1.212,K13259
RP11958,0.382,2.1.1.212,K13259
RP09386,0.380,2.1.1.150,K13262
RP13758,0.380,2.1.1.222,K00568
RP03460,0.379,2.1.1.117,K13397
RP04812,0.375,2.1.1.128,K13383
RP03345,0.366,2.1.1.118,K13398
RP13767,0.344,2.1.1.114,K00591
RP14544,0.344,,K15060
RP04642,0.314,2.1.1.76,K05279
RP05088,0.311,1.14.11.-,K06912
RP05027,0.307,1.14.11.-,K06912
RP09422,0.307,2.1.1.267,K13272
