RPAIR,Score,EC,KO
RP02311,0.046,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP15670,0.041,2.1.3.-,K16035
RP15826,0.040,2.2.1.11,K16305
RP01270,0.035,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01272,0.035,4.1.2.40,K01635 K08302 K16371
RP01274,0.035,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP00421,0.034,2.5.1.56 4.1.3.3,K01639 K01654
RP01787,0.034,2.2.1.2,K00616 K13810
RP02152,0.032,4.2.2.2 4.2.2.9,K01728
RP15465,0.032,2.5.1.97,K15898
RP15837,0.031,2.2.1.11,K16305
RP04074,0.030,2.5.1.56 2.5.1.57,K01654 K05304
RP13167,0.027,5.-.-.-,K06726
RP09043,0.026,1.14.13.22,K03379
RP01756,0.025,4.1.2.19,K01629
RP01734,0.022,1.1.1.46,K13873
RP02055,0.021,1.14.13.22,K03379
RP01348,0.020,1.13.99.1,K00469
RP00430,0.020,1.1.1.120 1.1.1.48,K00035
RP11272,0.020,1.1.1.122 1.1.1.316,K00064
RP15844,0.017,1.1.3.8,K00103
RP00554,0.017,1.3.2.3 1.3.3.12,K00225 K05276
RP10265,0.014,3.3.2.9,K01253
RP01629,0.014,5.1.3.3,K01785 K15917
RP10933,0.014,5.5.1.4,K01858
RP14214,0.014,5.1.3.-,K17195
RP14193,0.014,5.4.99.30,K13379
RP10262,0.014,3.3.2.9,K01253
