RPAIR,Score,EC,KO
RP03918,0.040,4.2.3.12,K01737
RP15826,0.031,2.2.1.11,K16305
RP02311,0.031,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01272,0.030,4.1.2.40,K01635 K08302 K16371
RP01274,0.030,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01270,0.030,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP15837,0.029,2.2.1.11,K16305
RP10987,0.025,,K12449
RP01787,0.025,2.2.1.2,K00616 K13810
RP14193,0.024,5.4.99.30,K13379
RP09457,0.022,,K16436
RP14367,0.021,4.2.3.35,K14046
RP14360,0.021,4.2.3.44,K14042
RP01756,0.021,4.1.2.19,K01629
RP14034,0.021,,K13323
RP05594,0.021,,K13327
RP05593,0.021,,K13315
RP05605,0.020,,K13322
RP05592,0.020,,K13314 K16435
RP12084,0.019,2.6.1.87,K07806
RP09104,0.019,2.6.1.-,K16016
RP15424,0.019,2.6.1.92,K15895
RP05590,0.019,2.6.1.-,K13310
RP13890,0.019,4.3.1.-,K13309
RP15955,0.019,2.6.1.98,K13017
RP11490,0.018,2.6.1.33,K13308
RP14195,0.018,,K13331
RP13542,0.018,2.6.1.-,K13325
RP14198,0.018,2.6.1.-,K13329
RP13558,0.018,4.2.3.124,K13546
RP13643,0.018,1.1.1.- 5.1.3.-,K12451
RP15190,0.017,4.2.1.115,K15894
RP00434,0.017,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP13006,0.017,5.3.1.-,K02080
RP05296,0.017,1.1.1.271,K02377
RP05664,0.017,5.1.3.13,K01790
RP14200,0.017,1.1.1.-,K12451
RP10990,0.017,1.1.1.305,K10011
RP01159,0.017,5.1.3.18,K10046
RP14208,0.017,5.3.1.-,K13324
RP10933,0.016,5.5.1.4,K01858
RP02940,0.016,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.016,5.3.1.6,K01808
RP02869,0.016,5.3.1.26,K01819
RP01780,0.016,5.3.1.8,K01809 K15916 K16011
RP02454,0.016,5.3.1.9,K01810 K06859 K13810 K15916
RP01710,0.014,4.2.3.5,K01736
RP10678,0.014,4.3.3.6,K06215 K08681
RP09093,0.014,,K16020
RP02749,0.014,4.2.3.4,K01735 K13829 K13830
RP05276,0.014,2.-.-.-,K12630
RP11937,0.013,3.1.1.-,K03476
RP15353,0.013,5.3.1.27,K08094 K13831
RP01095,0.013,5.3.1.27,K08094 K13831
