RPAIR,Score,EC,KO
RP13558,0.083,4.2.3.124,K13546
RP11142,0.056,4.2.3.23,K14179
RP15053,0.054,4.2.3.59,K15796
RP15064,0.054,4.2.3.60,K15802
RP11143,0.054,4.2.3.75,K10187 K15803
RP12980,0.054,4.2.3.- 4.2.3.104,K14184
RP12985,0.053,4.2.3.56,K14186
RP10678,0.042,4.3.3.6,K06215 K08681
RP14360,0.038,4.2.3.44,K14042
RP14367,0.038,4.2.3.35,K14046
RP14366,0.036,4.2.3.34,K14045
RP11877,0.036,,K12928
RP09093,0.035,,K16020
RP02749,0.035,4.2.3.4,K01735 K13829 K13830
RP14031,0.034,4.1.99.-,K11782
RP05617,0.033,,K16008
RP10987,0.028,,K12449
RP05628,0.027,1.14.-.-,K14372
RP05630,0.027,1.14.-.-,K14372
