RPAIR,Score,EC,KO
RP02888,1.000,3.2.1.85,K01220
RP01136,1.000,3.2.1.122,K01232
RP13522,0.929,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP02954,0.929,3.2.1.21,K01188 K05349 K05350
RP00437,0.929,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP02451,0.928,2.4.1.15,K00697 K16055
RP00146,0.928,3.2.1.122 3.2.1.93,K01226 K01232
RP00453,0.860,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP04416,0.839,3.2.1.23,K01190
RP00324,0.818,2.4.1.20,K00702
RP01590,0.818,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP00439,0.818,2.4.1.22,K00704 K07966 K07967
RP01092,0.805,2.4.1.14,K00696
RP14106,0.805,2.4.1.246,K13058
RP00138,0.794,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP15890,0.744,2.4.1.284,K13550
RP00075,0.743,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.743,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP13525,0.728,3.2.1.52,K01207
RP04765,0.712,2.4.1.208,K13677
RP01310,0.711,3.2.1.23,K01190 K12308
RP12501,0.695,2.4.1.66,K13646
RP11084,0.692,3.2.1.67,K01213
RP12726,0.680,3.2.1.26,K01193
RP00404,0.670,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP02187,0.659,3.2.1.26,K01193
RP14222,0.636,2.4.1.283,K13550
RP01760,0.625,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP00205,0.622,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP11963,0.615,2.4.1.226,K00747 K03419 K13499 K13500
RP09413,0.613,2.4.1.236,K13080
RP03643,0.612,3.2.1.22,K01189 K07406 K07407
RP02972,0.612,3.2.1.23,K01190 K12309
RP11796,0.607,2.4.1.236,K13080
RP01879,0.606,3.2.1.165,K15855
RP09294,0.600,3.2.1.105,K12693
RP11150,0.596,3.2.1.15,K01184
RP00666,0.588,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP11506,0.568,2.4.1.236,K13080
RP11892,0.559,2.4.1.297,K12933
RP14234,0.556,2.4.1.285,K13556
RP03248,0.552,3.2.1.26,K01193
RP09311,0.550,2.4.1.236,K13080
RP11748,0.540,2.4.1.297,K12933
RP16203,0.539,2.4.2.51,K17193
RP05618,0.534,,K16009
RP01890,0.534,3.2.1.15 3.2.1.67,K01184 K01213
RP11895,0.521,2.4.1.297,K12933
RP16205,0.520,2.4.2.51,K17193
RP05111,0.514,2.4.1.-,K14367
RP09495,0.514,2.4.1.-,K15961
RP04319,0.510,2.4.1.17,K00699
RP05611,0.509,,K15989 K15990
RP14599,0.501,,K15934
RP16207,0.501,2.4.2.51,K17193
RP14230,0.488,2.4.2.49,K13554
RP03852,0.487,2.4.2.27,K04341
RP15081,0.485,2.4.1.254,K12937
RP05615,0.480,2.4.1.-,K15994
RP11915,0.477,2.4.1.254,K12937
RP09520,0.477,,K15938
RP09523,0.473,2.4.1.-,K15939
RP09496,0.471,,K15960 K15962
RP11978,0.465,2.4.1.202,K13227 K13228
RP14600,0.464,,K15935
RP00773,0.450,3.2.1.23,K12309
RP02244,0.449,2.4.1.17,K00699
RP03988,0.449,2.4.1.17,K00699
RP09519,0.447,,K15937
RP09517,0.444,2.4.1.-,K15939
RP02259,0.443,2.4.1.17,K00699
RP12693,0.438,2.4.1.17,K00699
RP12695,0.437,2.4.1.17,K00699
