RPAIR,Score,EC,KO
RP11142,0.120,4.2.3.23,K14179
RP12979,0.116,4.2.3.71,K15801
RP03942,0.110,4.4.1.14,K01762
RP02900,0.104,4.1.1.36,K01598 K13038
RP14370,0.072,4.2.3.29,K14037
RP14371,0.072,4.2.3.30,K14038
RP05498,0.068,4.2.3.32,K14041
RP11258,0.066,4.1.1.86,K13745
RP14247,0.065,4.1.1.95,K13560
RP01043,0.065,4.1.1.17,K01581
RP05497,0.065,4.2.3.32,K14041
RP02237,0.064,4.1.1.15 4.1.1.29,K01580 K01594
RP00913,0.064,4.1.1.18,K01582
RP00936,0.064,4.1.1.11 4.1.1.15,K01579 K01580
RP00987,0.063,4.1.1.19,K01583 K01584 K01585 K02626
RP04461,0.063,4.1.1.15,K01580
RP14331,0.062,4.1.1.-,K13747
RP14329,0.062,4.1.1.-,K13747
RP00907,0.061,4.1.1.20,K01586 K12526
RP13342,0.061,2.3.1.94,K10817
RP12674,0.060,,K15988
RP01687,0.059,4.1.1.15 4.1.1.29,K01580 K01594
RP12951,0.058,,K16007
RP01341,0.057,4.1.1.22 4.1.1.28,K01590 K01593
RP04513,0.056,4.1.1.28,K01593
RP01941,0.056,4.1.1.65,K01613
RP01059,0.055,4.1.1.28 4.1.1.53,K01593
RP09011,0.054,4.1.1.81,K04720
RP00264,0.053,2.1.3.1 4.1.1.41 6.4.1.3,K01964 K01965 K01966 K03416 K11264 K15036 K15037 K15052
RP01073,0.053,4.1.1.25 4.1.1.28,K01592 K01593
RP01958,0.053,4.1.1.25 4.1.1.28,K01592 K01593
RP12600,0.052,4.1.1.90,K10106
RP03935,0.052,4.1.1.50,K01611
RP10621,0.049,,K16000 K16001 K16002
RP04494,0.049,1.1.1.42,K00031
RP01858,0.048,1.1.1.87,K05824 K10978
RP01185,0.048,1.2.1.27,K00140
RP11713,0.048,1.1.1.262,K00097
RP11136,0.047,,K16000 K16001 K16002 K16003
RP01224,0.047,1.1.1.85,K00052
RP02627,0.046,4.1.1.5,K01575
RP02626,0.046,4.1.1.5,K01575
RP05496,0.045,4.2.3.18,K12927
RP00305,0.044,1.1.1.286 1.1.1.41 1.1.1.42,K00030 K00031
RP13232,0.044,1.1.1.-,K10978
RP01857,0.044,1.1.1.286 1.1.1.87,K05824 K10978
RP13229,0.044,1.1.1.-,K10978
RP15842,0.043,1.1.1.85,K00052
RP01053,0.043,4.1.1.28,K01593
RP02419,0.042,4.1.1.28,K01593
RP05420,0.041,1.1.1.262,K00097
RP12364,0.039,2.3.1.-,K05551 K05552 K05553
RP01404,0.036,2.3.1.50,K00654
