RPAIR,Score,EC,KO
RP14234,0.791,2.4.1.285,K13556
RP13374,0.738,3.2.1.165,K15855
RP05615,0.722,2.4.1.-,K15994
RP00138,0.718,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP03249,0.714,3.2.1.26,K01193
RP11150,0.711,3.2.1.15,K01184
RP01590,0.703,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP12670,0.703,3.2.1.21,K01188 K05349 K05350
RP00324,0.703,2.4.1.20,K00702
RP02961,0.703,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP00439,0.703,2.4.1.22,K00704 K07966 K07967
RP01684,0.703,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP12474,0.686,2.4.1.175,K00747 K13499 K13500
RP00773,0.680,3.2.1.23,K12309
RP00453,0.678,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP02188,0.661,3.2.1.26,K01193
RP11963,0.651,2.4.1.226,K00747 K03419 K13499 K13500
RP02451,0.650,2.4.1.15,K00697 K16055
RP00146,0.650,3.2.1.122 3.2.1.93,K01226 K01232
RP01135,0.642,3.2.1.122,K01232
RP02887,0.642,3.2.1.85,K01220
RP01310,0.636,3.2.1.23,K01190 K12308
RP04765,0.628,2.4.1.208,K13677
RP04415,0.621,3.2.1.23,K01190
RP12501,0.617,2.4.1.66,K13646
RP00666,0.602,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP00725,0.602,3.2.1.22,K01189 K07406 K07407
RP00404,0.598,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP15890,0.594,2.4.1.284,K13550
RP01760,0.569,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP02924,0.567,3.2.1.52,K01207
RP09413,0.557,2.4.1.236,K13080
RP11796,0.553,2.4.1.236,K13080
RP01110,0.549,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP00075,0.549,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP11084,0.548,3.2.1.67,K01213
RP14230,0.538,2.4.2.49,K13554
RP14106,0.527,2.4.1.246,K13058
RP01092,0.527,2.4.1.14,K00696
RP11892,0.526,2.4.1.297,K12933
RP14222,0.524,2.4.1.283,K13550
RP14603,0.523,2.4.1.-,K15965
RP11506,0.523,2.4.1.236,K13080
RP05618,0.518,,K16009
RP00205,0.517,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP09523,0.517,2.4.1.-,K15939
RP05136,0.513,3.2.1.22,K01189 K07406 K07407
RP11748,0.512,2.4.1.297,K12933
RP09311,0.510,2.4.1.236,K13080
RP12727,0.502,3.2.1.26,K01193
RP15240,0.501,2.4.1.251,K13658
RP11895,0.498,2.4.1.297,K12933
RP05111,0.490,2.4.1.-,K14367
RP16203,0.485,2.4.2.51,K17193
RP05621,0.477,,K16010
RP05642,0.475,2.4.1.-,K14375
RP09458,0.474,2.4.1.-,K14375
RP16205,0.472,2.4.2.51,K17193
RP09496,0.470,,K15960 K15962
