RPAIR,Score,EC,KO
RP01879,0.802,3.2.1.165,K15855
RP03248,0.720,3.2.1.26,K01193
RP01890,0.716,3.2.1.15 3.2.1.67,K01184 K01213
RP02187,0.668,3.2.1.26,K01193
RP04276,0.646,3.2.1.23,K12309
RP13522,0.640,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP02954,0.640,3.2.1.21,K01188 K05349 K05350
RP00437,0.640,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP01357,0.615,3.2.1.22,K01189 K07406 K07407
RP00453,0.613,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP02888,0.610,3.2.1.85,K01220
RP01136,0.610,3.2.1.122,K01232
RP04416,0.587,3.2.1.23,K01190
RP00146,0.584,3.2.1.122 3.2.1.93,K01226 K01232
RP02451,0.584,2.4.1.15,K00697 K16055
RP00138,0.582,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP00439,0.581,2.4.1.22,K00704 K07966 K07967
RP01590,0.581,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP00324,0.581,2.4.1.20,K00702
RP02972,0.552,3.2.1.23,K01190 K12309
RP03643,0.552,3.2.1.22,K01189 K07406 K07407
RP00377,0.551,4.2.2.2 4.2.2.9,K01728
RP12522,0.551,3.2.1.15,K01184
RP01110,0.545,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP00075,0.545,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP15890,0.535,2.4.1.284,K13550
RP01310,0.530,3.2.1.23,K01190 K12308
RP04765,0.525,2.4.1.208,K13677
RP14106,0.521,2.4.1.246,K13058
RP01092,0.521,2.4.1.14,K00696
RP13525,0.521,3.2.1.52,K01207
RP12501,0.516,2.4.1.66,K13646
RP12727,0.504,3.2.1.26,K01193
RP12311,0.501,3.2.1.67,K01213
RP11963,0.478,2.4.1.226,K00747 K03419 K13499 K13500
RP00404,0.469,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP09413,0.464,2.4.1.236,K13080
RP14222,0.463,2.4.1.283,K13550
RP11796,0.461,2.4.1.236,K13080
RP00666,0.461,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP09294,0.456,3.2.1.105,K12693
RP01760,0.448,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP11892,0.445,2.4.1.297,K12933
RP11506,0.440,2.4.1.236,K13080
RP00205,0.438,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP14234,0.437,2.4.1.285,K13556
RP11748,0.434,2.4.1.297,K12933
RP09311,0.430,2.4.1.236,K13080
RP03247,0.425,3.2.1.22,K01189 K07406 K07407
RP11895,0.423,2.4.1.297,K12933
RP04319,0.414,2.4.1.17,K00699
RP09518,0.408,,K15938 K15939
RP11646,0.396,2.4.1.276,K14596
RP16203,0.395,2.4.2.51,K17193
RP15081,0.393,2.4.1.254,K12937
RP11915,0.387,2.4.1.254,K12937
RP05611,0.385,,K15989 K15990
RP16205,0.385,2.4.2.51,K17193
RP14230,0.384,2.4.2.49,K13554
RP03641,0.382,3.2.1.18,K01186 K12357
RP05135,0.377,3.2.1.22,K01189 K07406 K07407
RP09521,0.377,,K15937 K15938 K15939
RP16207,0.375,2.4.2.51,K17193
RP02259,0.371,2.4.1.17,K00699
RP03988,0.369,2.4.1.17,K00699
RP02244,0.369,2.4.1.17,K00699
RP11978,0.367,2.4.1.202,K13227 K13228
RP12693,0.365,2.4.1.17,K00699
RP12695,0.365,2.4.1.17,K00699
RP05618,0.364,,K16009
RP09495,0.350,2.4.1.-,K15961
RP14599,0.341,,K15934
RP09523,0.332,2.4.1.-,K15939
RP00235,0.328,2.4.1.82 3.2.1.22,K01189 K06617 K07406 K07407
RP05615,0.327,2.4.1.-,K15994
RP14603,0.325,2.4.1.-,K15965
RP05111,0.325,2.4.1.-,K14367
RP09519,0.324,,K15937
RP09131,0.322,3.2.1.125,K12695
RP05640,0.320,2.4.1.-,K14375
RP05649,0.319,2.4.1.-,K14375
RP01436,0.319,3.2.1.22,K01189 K07406 K07407
RP01306,0.319,3.2.1.22,K01189 K07406 K07407
RP12713,0.319,3.2.1.10,K01182 K01203
RP05621,0.316,,K16010
RP05114,0.315,2.4.1.278,K14368 K15997
RP09517,0.314,2.4.1.-,K15939
RP05643,0.313,2.4.1.-,K14375
RP05651,0.312,2.4.1.-,K14375
RP05645,0.311,2.4.1.-,K14375
RP05653,0.311,2.4.1.-,K14375
RP05642,0.309,2.4.1.-,K14375
RP09496,0.309,,K15960 K15962
RP00261,0.309,2.4.1.241 3.2.1.22,K01189 K07406 K07407 K09480
RP09458,0.309,2.4.1.-,K14375
RP02661,0.307,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP05623,0.307,2.4.1.277,K16004 K16005
RP09520,0.307,,K15938
RP06028,0.306,3.2.1.21,K01188 K05349 K05350
RP03852,0.304,2.4.2.27,K04341
RP05646,0.304,2.4.1.-,K14375
RP05647,0.304,2.4.1.-,K14375
RP14600,0.303,,K15935
RP09460,0.303,2.4.1.-,K14375
RP05655,0.303,2.4.1.-,K14375
RP14578,0.301,2.4.1.-,K15948
RP05644,0.300,2.4.1.-,K14375
RP09459,0.300,2.4.1.-,K14375
RP15238,0.299,2.4.1.252,K13657
RP09494,0.298,2.4.1.-,K15960
RP15162,0.297,2.4.2.52,K05966 K13927 K13930
RP05624,0.296,2.4.1.277,K16004 K16005
RP05661,0.295,,K15998
RP05648,0.294,2.4.1.-,K14375
RP09461,0.293,2.4.1.-,K14375
RP12474,0.292,2.4.1.175,K00747 K13499 K13500
RP00448,0.289,3.2.1.22,K01189 K07406 K07407
RP05613,0.286,,K15993
RP09514,0.280,,K15938
RP02415,0.277,2.4.1.46,K03715
RP02413,0.277,2.4.1.157,K03429
RP03237,0.273,2.4.1.63 3.2.1.21,K01188 K05349 K05350 K16266
RP00806,0.273,2.4.1.178 2.4.1.63 2.4.1.85 3.2.1.21,K01188 K05349 K05350 K13030
RP02608,0.271,3.2.1.22,K01189 K07406 K07407
RP15821,0.270,3.2.1.21,K01188 K05349 K05350 K16266
RP01980,0.270,2.4.1.203,K13492
RP15240,0.269,2.4.1.251,K13658
RP13882,0.266,2.4.1.-,K13235
RP15236,0.265,2.4.1.264,K13659
RP01540,0.265,3.2.1.31,K01195 K14756
RP13408,0.265,2.4.1.17,K00699
RP02999,0.263,2.4.1.50,K11703 K13646
RP11359,0.263,2.4.1.-,K13496
RP05356,0.258,2.4.1.217,K05947
RP12153,0.258,2.4.1.238,K12939
RP02308,0.256,3.2.1.118 3.2.1.21,K01188 K05349 K05350 K13032
RP09308,0.253,2.4.1.85 3.2.1.21,K01188 K05349 K05350 K13030
RP16215,0.248,2.4.1.300,K17192
RP11200,0.246,,K06119
RP00723,0.245,2.4.1.111,K12356
RP04606,0.245,3.2.1.21,K01188 K05349 K05350
RP16161,0.243,2.4.1.300,K17192
RP00476,0.242,2.4.1.111,K12356
RP00414,0.241,2.4.1.80 3.2.1.45 3.2.1.62,K00720 K01201 K17108
RP00160,0.241,2.4.1.47 3.2.1.46 3.2.1.62,K01202 K04628
