RPAIR,Score,EC,KO
RP01290,1.000,3.2.2.3,K01240
RP01990,0.837,3.2.2.8,K10213
RP01261,0.778,3.2.-.- 4.2.1.70,K01718 K16329 K16330
RP01401,0.730,3.2.2.1 3.2.2.3,K01239 K01240
RP15835,0.693,3.2.2.3,K01240
RP11063,0.686,2.4.2.2 2.4.2.3,K00756 K00757
RP12990,0.656,2.4.2.3,K00757
RP13196,0.633,2.4.2.4,K00758
RP01996,0.612,3.2.2.1,K01239
RP01744,0.602,3.2.2.1 3.2.2.2 3.2.2.8,K01239 K10213
RP01683,0.590,3.2.2.1 3.2.2.8,K01239 K10213
RP11152,0.583,2.4.2.2,K00756
RP01203,0.550,2.4.2.9,K00761 K02825
RP03485,0.548,3.2.2.5 3.2.2.6 3.5.1.-,K01242 K11121
RP01385,0.547,3.2.2.1 3.2.2.7 3.2.2.8,K01239 K10213
RP13545,0.539,3.2.2.26,K11783
RP12937,0.528,2.4.2.10,K13421
RP01483,0.512,3.2.2.16 3.2.2.9,K01243 K01244
RP03632,0.507,3.2.2.5 3.2.2.6,K01242
RP04184,0.503,3.2.2.9,K01243
RP11186,0.501,2.4.2.- 2.4.2.1,K03783 K03784 K03815
RP01809,0.489,2.4.2.1 2.4.2.15,K03783 K03784
RP01811,0.485,2.4.2.10,K00762 K13421
RP04030,0.485,3.2.2.4,K01241
RP02001,0.481,2.4.2.1 2.4.2.15,K03783 K03784
RP12989,0.460,2.4.2.1,K03783 K03784
RP11016,0.447,2.4.2.1,K03783 K03784
RP06864,0.437,2.4.2.22 2.4.2.8,K00760 K00769 K03816 K15780
RP01322,0.425,2.4.2.8,K00760 K15780
RP01484,0.421,2.4.2.28,K00772
RP01370,0.419,2.4.2.22 2.4.2.7 2.4.2.8,K00759 K00760 K00769 K03816 K15780
RP16029,0.398,2.7.8.37,K05780 K06164 K06165 K06166
RP12936,0.389,2.4.2.8,K00760
RP04092,0.389,2.4.2.7 2.4.2.8,K00759 K00760
RP12934,0.389,2.4.2.8,K00760
RP10805,0.387,2.4.1.-,K13493
RP12935,0.385,2.4.2.8,K00760
RP04021,0.367,2.4.2.7,K00759
RP01277,0.312,2.4.2.17,K00765 K02502
