RPAIR,Score,EC,KO
RP00152,0.610,2.3.2.16 2.3.2.17 2.3.2.18 6.1.1.14,K01878 K01879 K01880 K11693 K11694 K11695 K14164
RP02710,0.587,2.3.2.- 2.3.2.10 6.1.1.7,K01872 K05363 K12554
RP03288,0.584,6.1.1.11,K01875
RP13085,0.584,6.1.1.11,K01875
RP03290,0.569,6.1.1.3,K01868
RP03264,0.566,6.1.1.22,K01893
RP03280,0.560,6.1.1.6,K04566 K04567 K04568
RP03262,0.550,6.1.1.23,K09759
RP13893,0.542,6.1.1.26,K11627
RP05172,0.541,6.1.1.12 6.1.1.23,K01876 K09759
RP03266,0.540,6.1.1.16,K01883 K01884
RP03282,0.530,6.1.1.10,K01874
RP03270,0.525,6.1.1.18,K01886
RP03274,0.523,6.1.1.21,K01892
RP03260,0.521,6.1.1.19,K01887
RP03268,0.518,6.1.1.24,K09698
RP03278,0.513,6.1.1.4,K01869
RP04407,0.509,6.1.1.10,K01874
RP03294,0.509,6.1.1.9,K01873
RP03284,0.506,6.1.1.20,K01889 K01890
RP03276,0.505,6.1.1.5,K01870
RP00730,0.498,1.2.1.70 6.1.1.17 6.1.1.24,K01885 K02492 K09698 K14163
RP13535,0.467,6.1.1.27,K07587
RP02600,0.454,6.1.1.1,K01866
RP04213,0.453,2.3.1.129,K00677
RP03286,0.441,6.1.1.15,K01881 K14163
RP03292,0.433,6.1.1.2,K01867
RP02979,0.337,2.3.1.-,K13513 K13516 K13519 K13523
RP15225,0.323,3.2.1.175,K15748
RP15679,0.304,2.1.3.-,K16035
RP00527,0.301,2.3.1.91 2.3.1.92,K09756 K09757
RP05659,0.294,,K15999
RP05660,0.286,,K15999
RP05658,0.286,,K15999
RP09582,0.273,2.3.1.214,K12935
RP11913,0.242,2.3.1.-,K12932
RP11761,0.237,2.3.1.153,K12936
RP11760,0.237,2.3.1.153,K12936
RP11914,0.232,2.3.1.-,K12932
RP11754,0.231,2.3.1.153,K12936
RP11753,0.231,2.3.1.153,K12936
RP12152,0.226,2.3.1.153,K12936
RP12154,0.226,2.3.1.153,K12936
RP12142,0.225,2.3.1.-,K12932
RP09581,0.211,2.3.1.172,K12934
RP11889,0.211,2.3.1.172,K12934
RP12433,0.206,1.-.-.- 3.2.1.31,K01195
RP09329,0.194,,K12713
RP12113,0.191,2.3.1.115,K13264
