RPAIR,Score,EC,KO
RP14043,0.263,,K12915
RP15387,0.255,3.5.1.-,K15784
RP00493,0.250,2.3.1.57,K00657
RP01042,0.235,2.3.1.35 3.5.1.14 3.5.1.16,K00620 K01438 K14677
RP14066,0.224,,K03823
RP14349,0.223,3.5.1.16,K01438
RP02039,0.218,3.5.1.81,K06015
RP10160,0.216,2.3.1.178,K06718
RP00431,0.212,2.3.2.2 3.4.19.13,K00681
RP14076,0.209,2.3.1.183,K03823 K12915
RP03533,0.204,2.3.2.2,K00681
RP00425,0.195,3.5.1.15,K01437
RP00167,0.189,2.3.2.2,K00681
RP04458,0.186,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP01331,0.170,6.3.2.4,K01921
RP02446,0.168,3.5.1.47,K05823
RP02812,0.153,2.3.1.102,K03896
RP00279,0.148,6.3.2.11,K14755
RP01172,0.147,6.3.2.11,K14755
RP00489,0.136,3.5.1.53,K12251
RP13898,0.135,2.3.2.2,K00681
RP00824,0.132,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP02651,0.131,3.5.1.92,K08069
RP04308,0.131,3.5.1.6,K01431
RP13250,0.131,3.5.1.6,K01431
RP01168,0.129,3.5.1.6,K01431
RP03587,0.127,2.3.2.2,K00681
RP14245,0.125,6.2.1.39,K13559
RP00611,0.124,2.3.2.2 2.3.2.4,K00681 K00682
RP00576,0.124,2.1.3.3,K00611
RP05285,0.123,,K12636
RP00423,0.122,2.1.3.2,K00608 K00609 K00610 K11540 K11541
RP11135,0.122,2.1.3.9,K09065
RP10975,0.121,6.3.1.11,K09470
RP12428,0.120,6.3.4.10 6.3.4.11 6.3.4.15 6.3.4.9,K01942 K01947 K03524
RP01130,0.119,2.3.1.109,K00673
RP14069,0.118,,K12911 K12912 K12913
RP00508,0.115,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP12124,0.113,2.3.1.181 2.7.7.63,K03800 K03801 K10105
RP00245,0.113,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP05279,0.113,2.3.-.-,K12632
RP11087,0.111,3.5.1.94,K09473
RP15346,0.111,,K05831
RP00881,0.109,3.5.1.96,K05526
RP00269,0.109,2.3.1.24 3.5.1.23,K01441 K04710 K12348 K12349
RP12121,0.109,2.3.1.181,K03801
RP15749,0.109,,K16181
RP00335,0.109,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP01162,0.108,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP00258,0.107,6.3.2.5,K01922 K13038
RP02199,0.106,3.5.3.9,K02083
RP03482,0.104,2.3.2.2,K00681
RP02448,0.104,3.5.1.18,K01439
RP04560,0.102,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP15337,0.101,6.3.2.-,K05827
RP14099,0.099,2.1.3.11,K13043
RP12575,0.098,2.1.1.43 2.1.1.59 2.1.1.60,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11421 K11422 K11423 K11424 K11425 K11427 K11428 K11429 K11431 K11433 K14959 K15588
RP00864,0.094,2.3.1.24 3.5.1.23,K01441 K04709 K05848
RP01597,0.091,3.5.1.59,K08687
RP00450,0.090,3.5.1.- 3.5.1.78 6.3.1.8 6.3.1.9,K01460 K01833 K01917
RP00373,0.090,6.3.2.1,K01918 K13799
RP03449,0.089,3.5.1.- 6.3.1.9,K01833
RP01285,0.088,3.5.1.12,K01435
RP00863,0.088,2.3.1.24 3.5.1.23,K01441 K04709 K04710 K04711
RP15223,0.085,3.4.15.6,K13282
RP02591,0.085,2.3.1.87,K00669
RP03994,0.084,6.3.2.39,K03895
RP13223,0.084,3.5.1.- 6.3.1.9,K01833
RP13222,0.083,6.3.1.9,K01833
RP15949,0.083,6.3.2.38,K03894
RP03738,0.082,3.5.1.28,K01446 K01447 K01448 K01449
RP00432,0.080,6.3.2.3,K01920
