Reaction name,SIMMER pred
R10283,
R02287,3.5.4
R00719,3.6.1;2.7.1
R11161,3.5.1;3.5.4
R03991,2.3.1
R00102,3.2.2
R03751,3.1.1
R02433,2.6.1
R11545,2.1.1
R03429,2.7.1
R13220,1.3.1;1.1.1
R04813,4.2.1
R02324,2.7.1
R05678,1.1.1
R05595,4.2.1
R08514,3.1.3
R04199,1.3.1;1.1.1
R03712,1.14.13;1.1.1
R04194,3.2.1
R00224,4.1.1;4.4.1
R03028,2.8.3
R02849,2.7.1
R06028,1.10.3
R11857,4.2.3
R11488,1.11.1;1.10.3
R07190,
R07144,1.1.1
R12050,4.2.3
R03702,5.5.1
R09914,5.4.99
R04695,1.3.1;1.5.1;1.1.1
R01167,4.1.1
R11344,1.11.1;1.10.3
R12011,2.1.1
R02396,2.3.1
R11828,4.2.3
R02268,3.3.2
R09510,1.14.11
R07477,1.5.1;1.3.1;1.1.1
R01695,5.3.1
R07298,3.1.3
R09387,
R01877,3.1.4;3.1.3
R07449,5.3.3
R11367,3.6.1;2.7.1
R04425,4.1.3;4.2.1
R07255,2.3.1
R09581,4.4.1
R09672,3.5.1
R02024,
R08146,1.1.1
R04459,2.7.1;2.4.1
R10206,3.5.1;3.5.4
R06865,
R00274,1.11.1;1.8.4
R05569,3.5.4
R05334,1.4.3
R10740,1.14.11
R02276,3.5.1;2.1.3
R08572,2.7.2;2.7.1
R11791,3.2.1
R10496,2.7.7;6.3.1
R10834,2.4.1
R09889,4.2.3
R00897,2.5.1
R00488,3.5.1
R11869,5.5.1
R09373,3.1.1;3.5.4
R08045,1.14.12;1.1.1
R00512,2.7.4;2.7.1
R12791,3.1.2;2.3.1
R08261,2.4.1
R12938,5.4.4
R09453,1.1.1
R02929,6.3.3;2.7.1
R00608,1.8.3
R12106,1.3.1
R09106,2.3.1
R13232,4.2.3
R04368,2.7.7
R05452,6.2.1;2.3.1
R00385,1.3.1
R05227,2.7.3;2.7.7;2.7.1
R02509,3.5.1
R01666,2.7.1
R06914,1.14.13;1.14.12;1.1.1
R03465,4.1.2
R06804,2.4.2;2.4.1
R03604,3.2.1
R04112,3.5.1
R07150,1.1.1
R02561,1.14.12;1.14.13;1.1.1
R05571,1.17.1;1.1.1
R03274,2.7.1
R00384,1.3.1
R02851,
R03306,1.14.12;1.1.1
R03703,3.2.1
R12405,1.1.1
R10643,4.2.1
R07770,6.3.4;2.7.1
R04256,1.14.13;1.1.1
R08092,
R12727,3.6.1;2.7.1
R12589,2.7.7
R09791,2.1.1
R02395,1.1.1
R09556,
R07478,1.3.1
R09989,1.3.1;1.1.1
R01403,1.5.1;1.3.1;1.1.1
R05748,1.20.4;1.8.4
R07288,3.1.6;3.2.1
R12269,4.2.3
R01085,3.7.1
R05865,1.13.11
R10293,2.4.1
R02869,2.5.1
R06478,2.1.1
R03887,
R11602,2.5.1
R07970,1.3.1;1.1.1
R10452,2.1.1
R12447,2.1.1
R02263,4.1.2
R09838,1.14.13;1.3.1
R08889,1.13.11
R10531,3.6.1
R09767,2.7.1
R00045,1.13.11
R01868,1.21.98;1.10.3
R08807,2.3.1
R09306,1.14.13;1.1.1
R03229,2.1.1
R11106,3.5.4
R06346,5.3.3
R07902,2.3.1
R03072,2.5.1
R09943,2.4.1
R07954,1.3.1;1.1.1
R01218,1.5.1;1.6.3;1.1.1
R02047,1.2.1;1.1.1
R07186,1.14.11
R04662,2.4.1
R04429,1.5.1;1.3.1;1.1.1
R09792,2.1.1
R01158,1.14.13;1.1.1
R09227,1.14.12;1.3.1;1.1.1
R07930,2.3.1
R10447,2.1.1
R11532,3.5.99
R01730,1.3.1;1.5.1;1.1.1
R10253,2.3.1
R12425,5.1.3
R06893,3.1.1
R02454,1.1.1
R04682,1.3.1;1.1.1
R10388,1.7.3
R03517,3.1.6
R03386,1.5.1;1.3.1;1.1.1
R02684,1.1.1
R10608,3.2.2
R04862,1.1.1
R09985,1.1.1
R11878,5.5.1
R10539,1.14.11
R08227,3.5.2;3.5.1
R08220,
R06637,2.3.1
R07666,1.14.19;1.1.1
R04058,3.5.1
R13444,1.1.1
R12364,4.2.3
R00847,2.7.1
R07907,3.2.1
R10341,2.5.1
