reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R04951/3.5.1A4/3.4.11.1,3.4.11.2,3.4.11.23;	1777/3.5.1A1;	0.636364	0.454545	0.5	0.466667	0.631579	0.692308	0.818182	1	1
R04951/3.5.1A1/3.4.11.1,3.4.11.2,3.4.11.23;	1777/3.5.1A1;	0.636364	0.454545	0.5	0.466667	0.631579	0.692308	0.818182	1	1
R00899/3.5.1A4/3.4.11.1,3.4.11.2,3.4.11.23;	1777/3.5.1A1;	0.6	0.454545	0.5	0.466667	0.631579	0.666667	0.777778	0.833333	0.666667
R00899/3.5.1A1/3.4.11.1,3.4.11.2,3.4.11.23;	1777/3.5.1A1;	0.6	0.454545	0.5	0.466667	0.631579	0.666667	0.777778	0.833333	0.666667
R07651/3.5.1A4/3.4.13.22;	1777/3.5.1A1;	0.494382	0.454545	0.5	0.411765	0.578947	0.5	0.545455	0.666667	0
R07651/3.5.1A1/3.4.13.22;	1777/3.5.1A1;	0.494382	0.454545	0.5	0.411765	0.578947	0.5	0.545455	0.666667	0
R05055/3.5.1A1/;	1777/3.5.1A1;	0.395349	0.454545	0.5	0.466667	0.631579	0.571429	0.411765	0.238095	0.0909091
R05055/3.5.1A4/;	1777/3.5.1A1;	0.395349	0.454545	0.5	0.466667	0.631579	0.571429	0.411765	0.238095	0.0909091
R10553/3.5.1A4/3.5.1.114,3.5.1.14;	1777/3.5.1A1;	0.359551	0.454545	0.5	0.333333	0.5	0.357143	0.333333	0	0
R10553/3.5.1A1/3.5.1.114,3.5.1.14;	1777/3.5.1A1;	0.359551	0.454545	0.5	0.333333	0.5	0.357143	0.333333	0	0
R09801/3.5.1A4/3.5.1.125;	1777/3.5.1A1;	0.32967	0.454545	0.5	0.333333	0.411765	0.266667	0.333333	0	0
R09801/3.5.1A1/3.5.1.125;	1777/3.5.1A1;	0.32967	0.454545	0.5	0.333333	0.411765	0.266667	0.333333	0	0
R00911/3.5.1A1/3.4.13.4;	1777/3.5.1A1;	0.316239	0.454545	0.5	0.375	0.428571	0.263158	0.3125	0.142857	0
R01583(r)/3.5.1A4/4.2.1.48;	1777/3.5.1A1;	0.316239	0.454545	0.5	0.375	0.428571	0.238095	0.238095	0.142857	0
R01583(r)/3.5.1A1/4.2.1.48;	1777/3.5.1A1;	0.316239	0.454545	0.5	0.375	0.428571	0.238095	0.238095	0.142857	0
R00911/3.5.1A4/3.4.13.4;	1777/3.5.1A1;	0.316239	0.454545	0.5	0.375	0.428571	0.263158	0.3125	0.142857	0
R00488/3.5.1A1/3.5.1.15;	1777/3.5.1A1;	0.3125	0.454545	0.5	0.333333	0.411765	0.235294	0.307692	0	0
