reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R08150/3.1.1A1/3.1.1.59;	1738/3.1.1A1;	0.311321	0.409091	0.380952	0.37931	0.333333	0.310345	0.269231	0.206897	0.230769
R08149/3.1.1A1/3.1.1.59;	1738/3.1.1A1;	0.311321	0.409091	0.380952	0.37931	0.333333	0.310345	0.269231	0.206897	0.230769
R04608/3.1.1A1/3.1.1.59;	1738/3.1.1A1;	0.311321	0.409091	0.380952	0.37931	0.333333	0.310345	0.269231	0.206897	0.230769
R10983/3.1.1A1/3.1.1.59;	1738/3.1.1A1;	0.308411	0.409091	0.380952	0.37931	0.333333	0.310345	0.269231	0.206897	0.214286
R08979/3.1.1A1/3.1.1.83;	1738/3.1.1A1;	0.211726	0.409091	0.375	0.368421	0.302326	0.195652	0.130435	0.0833333	0.025
R06390,R06392/3.1.1A1/3.1.1.83;	1738/3.1.1A1;	0.209302	0.409091	0.375	0.333333	0.268293	0.204545	0.166667	0.106383	0
R03692(r)/3.1.1A1(rev)/3.1.1.35;	1738/3.1.1A1;	0.208791	0.458333	0.423077	0.384615	0.265306	0.196429	0.140625	0.0689655	0.0416667
R10980(r)/3.1.1A1(rev)/;	1738/3.1.1A1;	0.204444	0.458333	0.375	0.272727	0.171429	0.193548	0.172414	0	0
R10689(r)/3.1.1A1(rev)/;	1738/3.1.1A1;	0.203226	0.458333	0.322581	0.288889	0.207547	0.1875	0.159091	0.05	0
R06391,R06393/3.1.1A1/3.1.1.83;	1738/3.1.1A1;	0.200658	0.409091	0.375	0.333333	0.27907	0.166667	0.159091	0.0961538	0
R10701/3.1.1A1/;	1738/3.1.1A1;	0.191011	0.409091	0.434783	0.428571	0.377778	0.237288	0.184211	0.0645161	0
R10701/3.1.1A1/;	1738/3.1.1A1;	0.191011	0.409091	0.434783	0.428571	0.377778	0.237288	0.184211	0.0645161	0
R10604(r)/3.1.1A1(rev)/;	1738/3.1.1A1;	0.185841	0.458333	0.322581	0.276596	0.192982	0.169811	0.14	0.0434783	0
R02659/3.1.1A1(rev)/;	1738/3.1.1A1;	0.185841	0.458333	0.322581	0.276596	0.192982	0.169811	0.14	0.0434783	0
R01519(r)/3.1.1A1(rev)/3.1.1.17;	1738/3.1.1A1;	0.185841	0.458333	0.322581	0.276596	0.192982	0.169811	0.14	0.0434783	0
R02427(r)/3.1.1A1(rev)/;	1738/3.1.1A1;	0.182759	0.458333	0.3	0.285714	0.18	0.159091	0.125	0	0
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.175573	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0888889
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.175573	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0888889
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.175573	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0888889
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.171103	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0652174
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.171103	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0652174
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.171103	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0652174
R10398/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.171103	0.409091	0.318182	0.225806	0.15625	0.151515	0.138889	0.097561	0.0652174
R10401/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.16955	0.409091	0.318182	0.225806	0.15625	0.142857	0.153846	0.125	0.0666667
R10401/3.1.1A1/3.1.1.94;	1738/3.1.1A1;	0.16955	0.409091	0.318182	0.225806	0.15625	0.142857	0.153846	0.125	0.0666667
R03751/3.1.1A1/3.1.1.17,3.1.1.83;	1738/3.1.1A1;	0.169421	0.409091	0.347826	0.272727	0.194444	0.114286	0.0909091	0.0285714	0
R05618/3.1.1A1/3.1.1.14;	1738/3.1.1A1;	0.166667	0.409091	0.347826	0.272727	0.205128	0.159091	0.18	0.128571	0.0412371
