reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R07651(r)/3.5.1A1(rev)/3.4.13.22;	495/3.5.1A1(rev);	0.327103	0.444444	0.714286	0.458333	0.24	0	0	0	-nan
R03542(r)/3.5.5A1(rev)/3.5.5.1;	495/3.5.1A1(rev);	0.3125	0.375	0.307692	0.375	0.307692	0	0	-nan	-nan
R11617(r)/3.5.1A1(rev)/3.5.1.126;	495/3.5.1A1(rev);	0.289855	0.375	0.5	0.333333	0.117647	0	0	-nan	-nan
R09648(r)/3.5.1A1(rev)/3.5.1.100;	495/3.5.1A1(rev);	0.289855	0.375	0.5	0.375	0.133333	0	0	-nan	-nan
R00321(r)/3.5.1A1(rev)/3.5.1.4;	495/3.5.1A1(rev);	0.283333	0.375	0.5	0.333333	0	0	0	-nan	-nan
R02938(r)/3.5.1A1(rev)/3.5.1.50;	495/3.5.1A1(rev);	0.266667	0.375	0.5	0.375	0.133333	0	0	-nan	-nan
R03804(r)/3.5.1A1(rev)/3.5.1.3;	495/3.5.1A1(rev);	0.266667	0.375	0.5	0.375	0.117647	0	0	-nan	-nan
R11903(r)/3.5.1A1(rev)/;	495/3.5.1A1(rev);	0.261538	0.375	0.428571	0.3125	0	0	0	-nan	-nan
R04727(r)/3.5.1A1(rev)/3.5.1.76;	495/3.5.1A1(rev);	0.261538	0.375	0.428571	0.3125	0	0	0	-nan	-nan
R05551/3.5.1A1(rev)/3.5.1.4;	495/3.5.1A1(rev);	0.257576	0.375	0.5	0.294118	0	0	0	-nan	-nan
R00899(r)/3.5.1A1(rev)/3.4.11.1,3.4.11.2,3.4.11.23;	495/3.5.1A1(rev);	0.257426	0.375	0.428571	0.35	0.217391	0.166667	0	0	0
R00270/3.5.1A1(rev)/;	495/3.5.1A1(rev);	0.255556	0.375	0.5	0.411765	0.235294	0	0	0	-nan
R02273(r)/3.5.1A1(rev)/3.5.1.30;	495/3.5.1A1(rev);	0.246914	0.375	0.5	0.375	0.133333	0	0	0	-nan
R00486(r)/3.5.5A1(rev)/3.5.5.4;	495/3.5.1A1(rev);	0.240964	0.375	0.307692	0.375	0.25	0	0	-nan	-nan
R04951(r)/3.5.1A1(rev)/3.4.11.1,3.4.11.2,3.4.11.23;	495/3.5.1A1(rev);	0.238532	0.375	0.428571	0.35	0.217391	0.142857	0	0	0
R01887(r)/3.5.5A1(rev)/3.5.5.1;	495/3.5.1A1(rev);	0.238095	0.375	0.307692	0.375	0.266667	0	0	0	-nan
R00917/3.5.5A1(rev)/;	495/3.5.1A1(rev);	0.235294	0.375	0.307692	0.25	0.142857	0	0	-nan	-nan
R00348(r)/3.5.1A1(rev)/3.5.1.3;	495/3.5.1A1(rev);	0.229885	0.375	0.5	0.375	0.117647	0	0	-nan	-nan
R00485(r)/3.5.1A1(rev)/3.5.1.1,3.5.1.38,3.5.5.4;	495/3.5.1A1(rev);	0.229885	0.375	0.5	0.375	0.117647	0	0	-nan	-nan
R09650(r)/3.5.1A1(rev)/3.5.1.101;	495/3.5.1A1(rev);	0.22549	0.375	0.5	0.411765	0.210526	0	0	0	-nan
R09537(r)/3.5.1A1(rev)/3.5.1.99;	495/3.5.1A1(rev);	0.224719	0.375	0.5	0.375	0.133333	0	0	0	0
R03620(r)/3.5.1A1(rev)/3.5.1.39;	495/3.5.1A1(rev);	0.222222	0.375	0.428571	0.352941	0.117647	0	0	0	0
R10778(r)/3.5.1A1(rev)/3.5.1.95;	495/3.5.1A1(rev);	0.219048	0.375	0.428571	0.318182	0.173913	0	0	0	-nan
R00059(r)/3.5.1A1(rev)/3.5.1.46;	495/3.5.1A1(rev);	0.217687	0.444444	0.714286	0.47619	0.181818	0	0	0	0
R00269(r)/3.5.1A1(rev)/3.5.1.111,3.5.1.3;	495/3.5.1A1(rev);	0.215054	0.375	0.5	0.375	0.133333	0	0	0	-nan
R00256(r)/3.5.1A1(rev)/1.4.1.13,1.4.7.1,3.5.1.2,3.5.1.38,4.3.3.6,6.3.4.2,6.3.5.2,6.3.5.4,6.3.5.5;	495/3.5.1A1(rev);	0.215054	0.375	0.5	0.375	0.133333	0	0	0	-nan
R01579(r)/3.5.1A1(rev)/3.5.1.2,3.5.1.35,3.5.1.38;	495/3.5.1A1(rev);	0.215054	0.375	0.5	0.375	0.133333	0	0	0	-nan
R03180(r)/3.5.1A1(rev)/3.5.1.4;	495/3.5.1A1(rev);	0.215054	0.375	0.5	0.375	0.133333	0	0	0	0
R03540/3.5.1A1(rev)/3.5.1.107;	495/3.5.1A1(rev);	0.202381	0.375	0.5	0.294118	0	0	0	-nan	-nan
R01922(r)(p)/3.5.1A1(rev)/;	495/3.5.1A1(rev);	0.20202	0.375	0.5	0.375	0.117647	0	0	0	-nan
R01076(r)/3.5.1A1(rev)/3.5.1.12;	495/3.5.1A1(rev);	0.20202	0.375	0.5	0.375	0.133333	0	0	0	0
R07629(r)/3.5.1A1(rev)/3.5.1.95;	495/3.5.1A1(rev);	0.20202	0.375	0.428571	0.285714	0.0952381	0	0	0	-nan
R11209(r)/3.5.1A1(rev)/3.5.1.119;	495/3.5.1A1(rev);	0.20202	0.375	0.5	0.375	0.133333	0	0	0	-nan
R02712(r)/3.5.1A1(rev)/3.5.1.67;	495/3.5.1A1(rev);	0.20202	0.375	0.5	0.333333	0.105263	0	0	0	-nan
R09647,R09649(r)/3.5.1A1(rev)/3.5.1.100,3.5.1.101;	495/3.5.1A1(rev);	0.201754	0.375	0.5	0.411765	0.210526	0	0	0	0
R09680(r)/3.5.1A1(rev)/3.5.1.101;	495/3.5.1A1(rev);	0.201754	0.375	0.5	0.411765	0.210526	0	0	0	0
R00909(r)/3.5.1A1(rev)/3.5.1.21;	495/3.5.1A1(rev);	0.2	0.375	0.428571	0.277778	0	0	0	0	-nan
R01156(r)/3.5.1A1(rev)/3.5.1.62;	495/3.5.1A1(rev);	0.2	0.375	0.428571	0.277778	0	0	0	0	0
R05358(r)/3.5.5A1(rev)/3.5.5.7;	495/3.5.1A1(rev);	0.19697	0.375	0.307692	0.176471	0	0	0	-nan	-nan
R01587(r)/3.5.1A1(rev)/3.5.1.36;	495/3.5.1A1(rev);	0.192308	0.375	0.428571	0.352941	0.117647	0	0	0	0
R10553(r)/3.5.1A1(rev)/3.5.1.114,3.5.1.14;	495/3.5.1A1(rev);	0.191489	0.375	0.428571	0.25	0.05	0	0	0	-nan
R07300(r)/3.5.1A1(rev)/3.5.1.48;	495/3.5.1A1(rev);	0.188889	0.375	0.428571	0.277778	0	0	0	0	0
R01987/3.5.1A1(rev)/3.5.1.63;	495/3.5.1A1(rev);	0.188889	0.375	0.428571	0.277778	0	0	0	0	0
R00899/3.5.1A1/3.4.11.1,3.4.11.2,3.4.11.23;	495/3.5.1A1(rev);	0.186916	0.375	0.333333	0.227273	0.12	0.0769231	0	0	0
R00899/3.5.1A4/3.4.11.1,3.4.11.2,3.4.11.23;	495/3.5.1A1(rev);	0.186916	0.375	0.333333	0.227273	0.12	0.0769231	0	0	0
R02276(r)/3.5.1A1(rev)/3.5.1.63;	495/3.5.1A1(rev);	0.186813	0.375	0.428571	0.277778	0	0	0	0	0
R09648/3.5.1A1/3.5.1.100;	495/3.5.1A1(rev);	0.186667	0.375	0.285714	0.157895	0.0625	0	0	-nan	-nan
R11617/3.5.1A1/3.5.1.126;	495/3.5.1A1(rev);	0.186667	0.375	0.285714	0.142857	0.0555556	0	0	-nan	-nan
R00321/3.5.1A1/3.5.1.4;	495/3.5.1A1(rev);	0.184615	0.375	0.285714	0.111111	0	0	0	-nan	-nan
R00524(r)/3.5.1A1(rev)/3.5.1.49;	495/3.5.1A1(rev);	0.183333	0.375	0.333333	0.0666667	0	0	0	-nan	-nan
R03542/3.5.5A1/3.5.5.1;	495/3.5.1A1(rev);	0.183099	0.375	0.214286	0.222222	0	0	0	-nan	-nan
R05551/3.5.3A3(rev)/3.5.1.4;	495/3.5.1A1(rev);	0.180556	0.466667	0.25	0.1	0	0	0	-nan	-nan
R05055(r)/3.5.1A1(rev)/;	495/3.5.1A1(rev);	0.17931	0.375	0.428571	0.35	0.217391	0.142857	0	0	0
R09801(r)/3.5.1A1(rev)/3.5.1.125;	495/3.5.1A1(rev);	0.178947	0.375	0.428571	0.25	0	0	0	0	-nan
R00458(r)/3.5.1A1(rev)/3.5.1.17;	495/3.5.1A1(rev);	0.178947	0.375	0.428571	0.277778	0	0	0	0	0
R04174(r)/3.5.1A1(rev)/3.5.1.17;	495/3.5.1A1(rev);	0.178947	0.375	0.428571	0.277778	0	0	0	0	0
R04056(r)/3.5.1A1(rev)/3.5.1.51;	495/3.5.1A1(rev);	0.178947	0.375	0.428571	0.277778	0	0	0	0	0
R09536(r)/3.5.1A1(rev)/3.5.1.99;	495/3.5.1A1(rev);	0.176991	0.375	0.428571	0.315789	0.1	0	0	0	0
R02930(r)/3.5.1A1(rev)/3.5.1.65;	495/3.5.1A1(rev);	0.176991	0.375	0.428571	0.315789	0.111111	0	0	0	0
R04951/3.5.1A4/3.4.11.1,3.4.11.2,3.4.11.23;	495/3.5.1A1(rev);	0.173913	0.375	0.333333	0.227273	0.12	0.0666667	0	0	0
R02540(r)/3.5.1A1(rev)/3.5.1.4;	495/3.5.1A1(rev);	0.173913	0.375	0.5	0.375	0.117647	0	0	0	0
R04951/3.5.1A1/3.4.11.1,3.4.11.2,3.4.11.23;	495/3.5.1A1(rev);	0.173913	0.375	0.333333	0.227273	0.12	0.0666667	0	0	0
R02540(r)/3.5.1A1(rev)/3.5.1.4;	495/3.5.1A1(rev);	0.173913	0.375	0.5	0.375	0.117647	0	0	0	0
R03804/3.5.1A1/3.5.1.3;	495/3.5.1A1(rev);	0.17284	0.375	0.285714	0.157895	0.0555556	0	0	-nan	-nan
R02938/3.5.1A1/3.5.1.50;	495/3.5.1A1(rev);	0.17284	0.375	0.285714	0.157895	0.0625	0	0	-nan	-nan
R11903/3.5.1A4/;	495/3.5.1A1(rev);	0.171429	0.375	0.25	0.105263	0	0	0	-nan	-nan
R04727/3.5.1A4/3.5.1.76;	495/3.5.1A1(rev);	0.171429	0.375	0.25	0.105263	0	0	0	-nan	-nan
R04727/3.5.1A1/3.5.1.76;	495/3.5.1A1(rev);	0.171429	0.375	0.25	0.105263	0	0	0	-nan	-nan
R11903/3.5.1A1/;	495/3.5.1A1(rev);	0.171429	0.375	0.25	0.105263	0	0	0	-nan	-nan
