RPAIR,Score,EC,KO
RP00024,1.000,1.4.1.13 1.4.1.14 1.4.7.1 2.4.2.- 2.4.2.14 2.6.1.16 2.6.1.85 2.6.1.86 3.5.1.2 3.5.1.38 4.1.3.- 4.1.3.27 4.3.3.6 6.3.1.2 6.3.4.2 6.3.5.- 6.3.5.1 6.3.5.10 6.3.5.11 6.3.5.2 6.3.5.3 6.3.5.4 6.3.5.5 6.3.5.6 6.3.5.7 6.3.5.9,K00264 K00265 K00266 K00284 K00764 K00820 K01425 K01656 K01657 K01658 K01663 K01664 K01665 K01915 K01937 K01950 K01951 K01952 K01953 K01954 K01955 K01956 K02224 K02232 K02433 K02434 K02435 K02500 K02501 K03330 K03342 K05597 K06215 K08681 K09482 K11540 K11541 K13063 K13497 K13501 K13503 K13950 K14244
RP01605,1.000,3.5.1.2 3.5.1.35 3.5.1.38,K01425 K05597
RP07818,0.591,2.3.2.2,K00681
RP14244,0.562,6.2.1.39,K13559
RP10760,0.524,6.3.1.11,K09470
RP14246,0.504,6.2.1.39,K13559
RP10761,0.474,3.5.1.94,K09473
RP01161,0.442,6.3.2.2,K01919 K11204 K11205
RP03586,0.422,2.3.2.2,K00681
RP00939,0.404,2.3.2.2 3.4.19.13,K00681
RP00116,0.398,3.5.1.1 3.5.1.38 3.5.5.4 6.3.1.1 6.3.5.4,K01424 K01914 K01953 K05597
RP03534,0.387,2.3.2.2,K00681
RP02819,0.359,3.5.1.4,K01426
RP15347,0.341,,K05831
RP15338,0.312,6.3.2.-,K05827
