RPAIR,Score,EC,KO
RP01990,1.000,3.2.2.8,K10213
RP01290,0.837,3.2.2.3,K01240
RP01401,0.748,3.2.2.1 3.2.2.3,K01239 K01240
RP15835,0.709,3.2.2.3,K01240
RP11152,0.680,2.4.2.2,K00756
RP01261,0.653,3.2.-.- 4.2.1.70,K01718 K16329 K16330
RP01683,0.596,3.2.2.1 3.2.2.8,K01239 K10213
RP01385,0.595,3.2.2.1 3.2.2.7 3.2.2.8,K01239 K10213
RP11063,0.583,2.4.2.2 2.4.2.3,K00756 K00757
RP01744,0.577,3.2.2.1 3.2.2.2 3.2.2.8,K01239 K10213
RP12990,0.561,2.4.2.3,K00757
RP03485,0.558,3.2.2.5 3.2.2.6 3.5.1.-,K01242 K11121
RP01483,0.557,3.2.2.16 3.2.2.9,K01243 K01244
RP04184,0.547,3.2.2.9,K01243
RP01996,0.544,3.2.2.1,K01239
RP13196,0.538,2.4.2.4,K00758
RP04030,0.527,3.2.2.4,K01241
RP13545,0.516,3.2.2.26,K11783
RP03632,0.516,3.2.2.5 3.2.2.6,K01242
RP02001,0.485,2.4.2.1 2.4.2.15,K03783 K03784
RP11016,0.484,2.4.2.1,K03783 K03784
RP12989,0.470,2.4.2.1,K03783 K03784
RP01203,0.469,2.4.2.9,K00761 K02825
RP01809,0.468,2.4.2.1 2.4.2.15,K03783 K03784
RP01484,0.456,2.4.2.28,K00772
RP12937,0.453,2.4.2.10,K13421
RP11186,0.447,2.4.2.- 2.4.2.1,K03783 K03784 K03815
RP16029,0.431,2.7.8.37,K05780 K06164 K06165 K06166
RP01370,0.422,2.4.2.22 2.4.2.7 2.4.2.8,K00759 K00760 K00769 K03816 K15780
RP04092,0.420,2.4.2.7 2.4.2.8,K00759 K00760
RP01811,0.416,2.4.2.10,K00762 K13421
RP12936,0.414,2.4.2.8,K00760
RP01322,0.407,2.4.2.8,K00760 K15780
RP10805,0.399,2.4.1.-,K13493
RP12934,0.397,2.4.2.8,K00760
RP12935,0.393,2.4.2.8,K00760
RP06864,0.390,2.4.2.22 2.4.2.8,K00760 K00769 K03816 K15780
RP04021,0.382,2.4.2.7,K00759
RP01277,0.317,2.4.2.17,K00765 K02502
