RPAIR,Score,EC,KO
RP03158,0.029,1.14.12.3,K00529 K03268 K05710 K16268
RP03174,0.029,1.14.12.11,K00529 K03268 K05710 K16268
RP05048,0.028,1.14.12.-,K00529 K05710 K14748 K14749
RP09186,0.027,1.14.12.19,K00529 K05708 K05709 K05710
RP09352,0.027,1.14.12.19,K00529 K05708 K05709 K05710
RP05039,0.026,1.14.12.-,K15248 K15249 K15250 K15251
RP00847,0.023,1.14.12.10,K05549 K05550 K05784
RP00265,0.023,1.14.12.18,K00529 K05710 K08689 K15750
RP11392,0.023,1.14.12.10,K05549 K05550 K05784
RP05038,0.023,1.14.12.-,K05549 K05550 K05784
RP11394,0.022,1.14.12.10,K05549 K05550 K05784
RP05272,0.022,1.14.12.-,K05549 K05550 K05784
RP04847,0.022,1.14.12.-,K00529 K05710 K10619 K16303
RP11395,0.022,1.14.12.10,K05549 K05550 K05784
RP11674,0.022,1.14.12.18,K00529 K05710 K08689 K15750
RP11397,0.022,1.14.12.10,K05549 K05550 K05784
RP00828,0.022,1.14.12.-,K05549 K05550 K05784
RP02645,0.021,1.14.12.12,K14578 K14579 K14580 K14581
RP09615,0.021,1.14.12.12,K14578 K14579 K14580 K14581
RP09630,0.021,1.14.12.12,K14578 K14579 K14580 K14581
RP11424,0.021,1.14.12.12,K14578 K14579 K14580 K14581
RP11393,0.020,1.14.12.10,K05549 K05550 K05784
RP05033,0.020,1.14.12.12,K14578 K14579 K14580 K14581
RP01643,0.018,4.2.1.118,K09483 K15652
RP14031,0.018,4.1.99.-,K11782
RP09095,0.018,4.2.1.144,K16016
RP01215,0.018,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP03242,0.017,1.14.12.7,K07519
RP10934,0.017,3.5.-.-,K10708
RP01465,0.017,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01056,0.017,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP14832,0.017,4.2.1.-,K05554
RP03656,0.015,4.2.1.113,K02549 K14759
RP11693,0.015,1.14.12.-,K14599 K14600
RP12516,0.014,4.2.2.6,K01730
RP14835,0.014,4.2.1.-,K15884
RP10201,0.014,1.14.14.1,K07412 K07415
RP14838,0.013,4.2.1.-,K15884
RP10200,0.013,1.14.14.1,K07412 K07415
RP11933,0.013,1.14.12.12,K14578 K14579 K14580 K14581
RP05425,0.013,1.13.11.-,K11943 K11944
RP10228,0.013,1.14.14.1,K07415
RP15453,0.011,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP13331,0.011,1.4.1.24,K11646
RP10369,0.009,4.2.1.24,K01698
RP10130,0.009,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP10131,0.009,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
