RPAIR,Score,EC,KO
RP11089,0.100,4.2.3.26,K15087
RP11090,0.100,4.2.3.25,K15086
RP05467,0.095,4.2.3.20,K15096
RP01909,0.095,4.2.3.16,K15088
RP12982,0.095,4.2.3.48,K14175
RP15051,0.095,4.2.3.49,K15793
RP05585,0.087,4.2.3.108,K07385
RP15064,0.087,4.2.3.60,K15802
RP11143,0.087,4.2.3.75,K10187 K15803
RP15063,0.086,4.2.3.55,K15794
RP03918,0.085,4.2.3.12,K01737
RP15287,0.084,4.2.3.38,K14177
RP15054,0.084,4.2.3.40,K15795
RP15053,0.084,4.2.3.59,K15796
RP12985,0.083,4.2.3.56,K14186
RP12980,0.080,4.2.3.- 4.2.3.104,K14184
RP11144,0.080,4.2.3.22,K10187 K15803
RP05353,0.067,4.2.3.119,K07384
RP15747,0.062,4.2.3.130,K16188
RP14371,0.052,4.2.3.30,K14038
RP14370,0.052,4.2.3.29,K14037
RP15066,0.052,4.2.3.67,K15809
RP05497,0.046,4.2.3.32,K14041
RP10678,0.041,4.3.3.6,K06215 K08681
RP09093,0.037,,K16020
RP02749,0.037,4.2.3.4,K01735 K13829 K13830
RP13558,0.035,4.2.3.124,K13546
RP14367,0.032,4.2.3.35,K14046
RP14360,0.032,4.2.3.44,K14042
RP14031,0.032,4.1.99.-,K11782
RP05496,0.031,4.2.3.18,K12927
