RPAIR,Score,EC,KO
RP11422,1.000,3.8.1.7,K14418
RP11428,1.000,3.8.1.7,K14418
RP11165,0.750,1.3.7.9,K04107 K04108 K04109
RP05049,0.443,1.14.13.20,K10676
RP03185,0.442,,K15760 K15761 K15762 K15763 K15764 K15765
RP03176,0.434,1.14.13.-,K15760 K15761 K15762 K15763 K15764 K15765
RP01876,0.428,1.14.13.9,K00486
RP03182,0.424,1.14.13.7,K03380
RP01117,0.421,1.14.13.- 1.14.13.7,K03380 K16242 K16243 K16244 K16245 K16246 K16249
RP03175,0.421,1.14.13.-,K16242 K16243 K16244 K16245 K16246 K16249
RP01248,0.417,1.14.12.13,K08686
RP08684,0.416,1.14.13.-,K15245 K15246
RP04868,0.413,2.5.1.-,K15239
RP02171,0.409,1.14.13.- 1.14.18.1,K00505
RP09557,0.409,,K12706
RP08679,0.406,1.14.13.-,K15245 K15246
RP08681,0.406,1.14.13.-,K15245 K15246
RP13883,0.405,1.14.13.11,K00487
RP03217,0.398,1.14.13.-,K16242 K16243 K16244 K16245 K16246 K16249
RP04849,0.393,1.14.13.7,K03380
RP15830,0.389,1.14.13.-,K16242 K16243 K16244 K16245 K16246 K16249
RP02416,0.374,1.14.14.9,K00483 K00484 K16901
RP03153,0.373,1.11.1.8,K00431
RP00123,0.373,1.10.3.1 1.14.16.2 1.14.18.1,K00422 K00501 K00505
RP00553,0.372,1.14.13.63,K10438
RP02071,0.372,1.14.13.11,K00487
RP05085,0.371,1.14.13.-,K10437
RP00474,0.369,1.14.13.2 1.14.13.33,K00481
RP09575,0.366,1.14.13.127,K05712
RP09312,0.366,1.14.13.127,K05712
RP01761,0.357,1.14.16.1,K00500
RP09411,0.356,3.5.99.3,K03382
RP01415,0.356,1.14.13.12,K07824
RP11780,0.351,1.14.13.21,K05280
RP09058,0.350,1.14.13.36,K09754
RP00543,0.349,1.14.12.1,K00529 K05599 K05600 K05710 K11311 K16319 K16320
RP03618,0.347,1.14.13.20,K10676
RP04870,0.346,2.5.1.-,K15239
RP00780,0.345,1.14.13.71 1.14.18.1,K00505 K13385
RP11309,0.342,1.14.13.21,K05280
RP02923,0.339,1.14.14.9,K00483 K00484 K16901
RP01777,0.336,1.14.14.8,K16901
RP09103,0.336,1.14.13.36,K09754
RP09037,0.332,1.14.13.-,K09755
RP09057,0.332,1.14.13.-,K09755
RP13756,0.325,,K03688
RP01120,0.324,1.14.13.1,K00480
RP03032,0.323,1.14.13.114,K14974
RP03590,0.322,1.11.1.8,K00431
RP03195,0.319,1.14.13.-,K09755
RP02219,0.317,1.14.13.21 1.14.13.88,K05280 K13083
RP09044,0.313,1.14.13.21 1.14.13.88,K05280 K13083
RP02777,0.310,1.14.13.21 1.14.13.88,K05280 K13083
RP09393,0.310,1.14.13.1,K00480
RP13210,0.307,1.14.14.1,K07414
RP02138,0.304,1.14.16.-,K03393
RP13057,0.304,1.14.14.1,K07414
RP09286,0.300,1.14.13.1,K00480
