RPAIR,Score,EC,KO
RP11404,0.859,1.3.1.82,K15091
RP05557,0.509,1.14.13.107,K14733
RP14685,0.509,1.14.13.107,K14733
RP14687,0.433,3.3.2.8,K10533
RP11658,0.363,4.2.1.100,K07537
RP05583,0.357,1.3.1.81,K15092
RP05584,0.357,1.3.1.81,K15092
RP11798,0.332,1.3.-.-,K04117
RP00366,0.324,1.5.1.1 1.5.1.21,K13609
RP05594,0.313,,K13327
RP14034,0.313,,K13323
RP05593,0.313,,K13315
RP09470,0.308,,K16438
RP05604,0.303,,K13321
RP05597,0.300,,K13316
RP11797,0.297,4.2.1.-,K07534
RP09599,0.292,1.1.1.288,K09841
RP09457,0.291,,K16436
RP02493,0.284,4.2.1.44,K03335
RP09096,0.282,,K16021
RP05592,0.282,,K13314 K16435
RP15452,0.280,5.3.3.18,K15866
RP13706,0.280,5.1.3.-,K15857
RP10163,0.273,5.3.3.4,K03464
RP02750,0.266,4.2.1.10,K03785 K03786 K13830 K13832
RP05605,0.261,,K13322
RP12999,0.260,1.14.14.1,K07411 K07412 K07424
RP03015,0.260,1.3.1.42,K05894
RP09565,0.259,,K12721
RP05586,0.259,4.2.3.108,K07385
