RPAIR,Score,EC,KO
RP09281,0.334,1.1.1.219,K13082
RP00701,0.317,1.1.1.219 1.14.11.19,K05277 K13082
RP11910,0.306,,K14628 K14629
RP14582,0.301,1.1.3.-,K15949
RP04506,0.300,1.1.1.234,K13082
RP11308,0.294,1.1.1.219,K13082
RP14563,0.292,4.2.1.-,K05556 K14626 K14627
RP09025,0.287,,K16015
RP13235,0.283,1.1.1.1,K00001 K00121 K13951 K13952 K13953 K13980
RP14583,0.281,1.3.3.-,K15949
RP02776,0.280,1.1.1.219 1.14.11.19,K05277 K13082
RP00698,0.274,1.1.1.218,K03378
RP00777,0.274,1.1.1.62,K00044 K10251 K13368 K13369 K13370 K13373
RP04335,0.267,1.1.1.248,K13392
RP01347,0.265,1.1.1.18,K00010
RP15612,0.265,1.1.1.18,K00010
RP15614,0.265,1.1.1.-,K16043 K16044
RP09035,0.262,1.1.1.234,K13082
RP01629,0.261,5.1.3.3,K01785 K15917
RP14200,0.260,1.1.1.-,K12451
RP04720,0.260,1.1.1.247,K13394
RP05273,0.259,1.-.-.-,K12628
RP05291,0.256,1.1.1.266,K13306
RP05602,0.256,,K13313
RP02491,0.256,1.1.1.133,K00067
RP15613,0.255,5.3.99.-,K06606
RP11788,0.252,1.1.1.219,K13082
RP00350,0.250,1.1.1.51 1.1.1.62,K00044 K05296 K10251 K13368 K13369 K13370 K13373
RP14221,0.249,1.1.1.329 1.1.99.38,K13548 K13549
RP05296,0.247,1.1.1.271,K02377
RP05663,0.246,4.2.1.46,K01710
RP13642,0.243,1.1.1.-,K12451
RP02659,0.243,5.1.3.2,K01784
RP00673,0.242,1.1.1.187 1.1.1.281,K15856
RP09527,0.236,1.1.1.-,K15944
RP14573,0.236,1.1.1.-,K15944
RP13890,0.235,4.3.1.-,K13309
RP04566,0.234,4.2.1.76,K12450
RP00184,0.233,1.1.1.47,K00034
RP00321,0.233,1.1.5.2 1.1.99.10 1.1.99.35,K00115 K00117
RP01158,0.233,4.2.1.47,K01711
RP02202,0.233,4.2.1.45,K01709
RP09531,0.232,1.1.1.-,K15944
RP10366,0.232,5.1.3.-,K10046
RP02493,0.231,4.2.1.44,K03335
RP01159,0.227,5.1.3.18,K10046
RP02453,0.226,5.1.3.15 5.3.1.9,K01792 K01810 K06859 K13810 K15916
